payment_id,loan_id,customer_id,due_date,payment_date,amount_due,amount_paid,days_late,payment_status
PAY0001058,LOAN0000055,CUST0000726,2023-07-28,2023-07-28,399.72,399.72,0.0,On-time
PAY0001059,LOAN0000311,CUST0000689,2023-09-23,2023-09-22,184.19,184.19,0.0,On-time
PAY0001060,LOAN0000076,CUST0000869,2026-02-27,2026-02-27,241.76,241.76,0.0,On-time
PAY0001061,LOAN0000016,CUST0000359,2024-07-14,2024-07-12,424.63,424.63,0.0,On-time
PAY0001062,LOAN0000596,CUST0000639,2025-09-28,,1250.25,0.0,,Missed
PAY0001063,LOAN0000284,CUST0000557,2026-06-02,,1030.27,0.0,,Missed
PAY0001064,LOAN0000246,CUST0000874,2024-06-09,2024-06-09,966.85,966.85,0.0,On-time
PAY0001065,LOAN0000490,CUST0000017,2024-11-26,,265.48,0.0,,Missed
PAY0001066,LOAN0000461,CUST0000893,2024-04-25,2024-04-23,13.08,13.08,0.0,On-time
PAY0001067,LOAN0000263,CUST0000966,2024-01-10,2024-01-10,460.72,460.72,0.0,On-time
PAY0001068,LOAN0000159,CUST0000902,2024-09-21,2024-09-19,47.23,47.23,0.0,On-time
PAY0001069,LOAN0000425,CUST0000755,2024-12-30,2024-12-30,351.83,351.83,0.0,On-time
PAY0001070,LOAN0000295,CUST0000369,2025-07-04,2025-07-02,638.67,638.67,0.0,On-time
PAY0001071,LOAN0000119,CUST0000188,2022-04-15,,820.41,0.0,,Missed
PAY0001072,LOAN0000508,CUST0000151,2023-06-24,,359.97,0.0,,Missed
PAY0001073,LOAN0000080,CUST0000004,2023-07-19,2023-07-18,855.13,658.58,0.0,Partial
PAY0001074,LOAN0000461,CUST0000893,2023-12-25,2024-01-17,13.08,13.08,23.0,Late
PAY0001075,LOAN0000349,CUST0000776,2026-02-07,2026-02-06,367.15,367.15,0.0,On-time
PAY0001076,LOAN0000416,CUST0000611,2023-10-08,2023-10-06,21.6,21.6,0.0,On-time
PAY0001077,LOAN0000181,CUST0000393,2026-03-22,2026-03-21,114.46,114.46,0.0,ON-TIME
PAY0001078,LOAN0000088,CUST0000710,2025-01-18,2025-01-16,1812.64,1812.64,0.0,On-time
PAY0001079,LOAN0000134,CUST0000241,2026-05-06,2026-05-05,373.64,373.64,0.0,On-time
PAY0001080,LOAN0000001,CUST0000112,2026-06-08,2026-06-06,248.64,248.64,0.0,On-time
PAY0001081,LOAN0000002,CUST0000552,2025-12-01,,38.11,38.11,0.0,On-time
PAY0001082,LOAN0000556,CUST0000773,2021-11-20,2021-11-19,76.7,76.7,0.0,On-time
PAY0001083,LOAN0000346,CUST0000988,2023-04-06,2023-04-06,186.55,186.55,0.0,On-time
PAY0001084,LOAN0000248,CUST0000569,2026-08-07,2026-09-03,273.13,273.13,27.0,Late
PAY0001085,LOAN0000148,CUST0000105,2022-10-08,2022-10-06,2311.29,2311.29,0.0,On-time
PAY0001086,LOAN0000385,CUST0000435,2022-01-27,,394.76,394.76,9.0,Late
PAY0001087,LOAN0000470,CUST0000725,2026-04-03,,241.98,0.0,,Missed
PAY0001088,LOAN0000140,CUST0000221,2025-12-24,,83.09,83.09,0.0,On-time
PAY0001089,LOAN0000510,CUST0000702,2025-12-22,2025-12-25,892.11,,3.0,Late
PAY0001090,LOAN0000501,CUST0000055,2026-05-06,2026-05-05,762.76,762.76,0.0,On-time
PAY0001091,LOAN0000527,CUST0000770,2024-12-22,2024-12-21,449.74,449.74,0.0,On-time
PAY0001092,LOAN0000188,CUST0000979,2024-08-10,2024-08-10,349.2,349.2,0.0,On-time
PAY0001093,LOAN0000078,CUST0000726,2024-02-21,2024-02-21,1123.26,1123.26,0.0,On-time
PAY0001094,LOAN0000587,CUST0000313,2025-05-24,2025-05-23,268.66,268.66,0.0,On-time
PAY0001095,LOAN0000184,CUST0000347,2024-10-10,2024-10-08,487.42,487.42,0.0,On-time
PAY0001096,LOAN0000336,CUST0000690,2025-04-26,2025-04-26,52.94,52.94,0.0,On-time
PAY0001097,LOAN0000123,CUST0000662,2026-05-23,2026-05-21,276.96,276.96,0.0,On-time
PAY0001098,LOAN0000227,CUST0000949,2024-10-17,2024-10-15,213.21,213.21,0.0,On-time
PAY0001099,LOAN0000139,CUST0000859,2025-02-09,2025-02-07,627.26,627.26,0.0,On-time
PAY0001100,LOAN0000337,CUST0000035,2024-11-26,2024-11-24,210.97,210.97,0.0,On-time
PAY0001101,LOAN0000340,CUST0000532,2026-04-23,,498.01,0.0,,Missed
PAY0001102,LOAN0000271,CUST0000310,2022-09-01,2022-09-01,1002.33,1002.33,0.0,On-time
PAY0001103,LOAN0000256,CUST0000931,2025-02-24,2025-02-24,94.47,94.47,0.0,On-time
PAY0001104,LOAN0000520,CUST0000697,2023-07-15,2023-07-14,168.67,168.67,0.0,On-time
PAY0001105,LOAN0000543,CUST0000901,2025-12-25,2026-01-26,2766.45,2766.45,32.0,Late
PAY0001106,LOAN0000161,CUST0000522,2023-03-29,2023-03-28,1392.51,1392.51,0.0,On-time
PAY0001107,LOAN0000339,CUST0000384,2025-02-21,2025-02-21,83.06,83.06,0.0,On-time
PAY0001108,LOAN0000327,CUST0000225,2025-12-26,2025-12-26,214.19,214.19,0.0,On-time
PAY0001109,LOAN0000577,CUST0000268,2022-02-25,2022-02-23,33.72,33.72,0.0,On-time
PAY0001110,LOAN0000283,CUST0000045,2022-12-14,2022-12-25,57.8,57.8,11.0,Late
PAY0001111,LOAN0000284,CUST0000557,2025-09-01,2025-08-30,1030.27,1030.27,0.0,On-time
PAY0001112,LOAN0000500,CUST0000918,2024-09-14,2024-09-13,199.95,77.16,0.0,Partial
PAY0001113,LOAN0000566,CUST0000236,2024-05-01,2024-04-29,205.31,205.31,0.0,On-time
PAY0001114,LOAN0000147,CUST0000364,2025-04-27,2025-04-25,150.55,150.55,0.0,On-time
PAY0001115,LOAN0000491,CUST0000360,2025-02-10,2025-02-08,1483.2,1483.2,0.0,On-time
PAY0001116,LOAN0000210,CUST0000782,2025-12-17,2025-12-17,324.08,324.08,0.0,On-time
PAY0001117,LOAN0000182,CUST0000834,2025-10-15,2025-10-13,39.57,39.57,0.0,On-time
PAY0001118,LOAN0000363,CUST0000783,2025-10-28,2025-10-27,630.91,630.91,0.0,On-time
PAY0001119,LOAN0000055,CUST0000726,2025-01-26,2025-01-24,399.72,399.72,0.0,On-time
PAY0001120,LOAN0000443,CUST0000791,2025-04-02,2025-04-01,1882.62,1882.62,0.0,On-time
PAY0001121,LOAN0000131,CUST0000115,2024-12-04,2024-12-04,62.49,62.49,0.0,On-time
PAY0001122,LOAN0000553,CUST0000515,2026-07-27,2026-07-26,108.09,108.09,0.0,On-time
PAY0001123,LOAN0000541,CUST0000470,2025-01-29,2025-01-27,1284.91,1284.91,0.0,On-time
PAY0001124,LOAN0000206,CUST0000997,2025-01-23,2025-02-06,153.63,153.63,14.0,Late
PAY0001125,LOAN0000111,CUST0000196,2026-07-08,2026-07-13,640.44,640.44,5.0,Late
PAY0001126,LOAN0000090,CUST0000721,2024-11-19,2024-11-17,213.64,213.64,0.0,On-time
PAY0001127,LOAN0000375,CUST0000107,2023-09-02,2023-09-01,1121.15,942.78,0.0,Partial
PAY0001128,LOAN0000224,CUST0000556,2025-04-25,2025-05-16,1054.15,1054.15,21.0,Late
PAY0001129,LOAN0000403,CUST0000115,2024-01-19,2024-01-19,43.28,43.28,0.0,On-time
PAY0001130,LOAN0000202,CUST0000060,2023-08-22,2023-08-20,65.87,,0.0,On-time
PAY0001131,LOAN0000456,CUST0000220,2023-07-07,2023-07-07,204.09,204.09,0.0,ON-TIME
PAY0001132,LOAN0000363,CUST0000783,2023-09-28,2023-09-28,630.91,630.91,0.0,On-time
PAY0001133,LOAN0000321,CUST0000418,2024-04-29,2024-04-28,172.06,172.06,0.0,On-time
PAY0001134,LOAN0000020,CUST0000574,2025-02-23,2025-03-21,437.5,437.5,26.0,Late
PAY0001135,LOAN0000558,CUST0000843,2026-01-22,,115.54,0.0,,Missed
PAY0001136,LOAN0000497,CUST0000929,2021-11-09,2021-11-09,891.0,891.0,0.0,On-time
PAY0001137,LOAN0000272,CUST0000177,2024-01-31,2024-03-11,248.57,248.57,40.0,Late
PAY0001138,LOAN0000203,CUST0000928,2026-04-12,2026-04-10,478.83,478.83,0.0,On-time
PAY0001139,LOAN0000257,CUST0000699,2025-01-24,2025-01-23,1022.97,1022.97,0.0,On-time
PAY0001140,LOAN0000493,CUST0000307,2025-09-20,2025-10-12,516.28,516.28,22.0,Late
PAY0001141,LOAN0000103,CUST0000671,2024-08-29,2024-08-29,280.45,280.45,0.0,On-time
PAY0001142,LOAN0000362,CUST0000964,2024-09-23,2024-09-23,924.47,924.47,0.0,On-time
PAY0001143,LOAN0000154,CUST0000605,2024-04-07,2024-04-07,218.73,218.73,0.0,On-time
PAY0001144,LOAN0000286,CUST0000607,2024-06-22,2024-07-09,448.57,448.57,17.0,Late
PAY0001145,LOAN0000218,CUST0000200,2024-07-03,2024-07-01,864.08,864.08,0.0,On-time
PAY0001146,LOAN0000339,CUST0000384,2024-11-22,2024-11-22,83.06,83.06,0.0,On-time
PAY0001147,LOAN0000249,CUST0000632,2023-06-11,2023-06-11,1134.85,1134.85,0.0,On-time
PAY0001148,LOAN0000327,CUST0000225,2023-07-27,2023-07-25,214.19,214.19,0.0,On-time
PAY0001149,LOAN0000082,CUST0000198,2026-04-01,2026-03-31,865.41,865.41,0.0,On-time
PAY0001150,LOAN0000167,CUST0000260,2025-07-08,2025-08-12,974.84,974.84,35.0,Late
PAY0001151,LOAN0000231,CUST0000896,2026-01-08,2026-01-21,508.99,508.99,13.0,Late
PAY0001152,LOAN0000335,CUST0000661,2026-04-05,2026-04-05,117.54,117.54,0.0,On-time
PAY0001153,LOAN0000085,CUST0000020,2025-02-07,2025-02-05,1832.83,1832.83,0.0,On-time
PAY0001154,LOAN0000275,CUST0000306,2025-05-16,2025-05-16,384.84,384.84,0.0,On-time
PAY0001155,LOAN0000440,CUST0000395,2023-09-22,2023-09-20,555.31,555.31,0.0,On-time
PAY0001156,LOAN0000323,CUST0000103,2025-08-30,2025-08-31,50.87,50.87,1.0,Late
PAY0001157,LOAN0000073,CUST0000266,2023-10-06,2023-10-04,101.83,101.83,0.0,On-time
PAY0001158,LOAN0000104,CUST0000488,2024-08-25,2024-08-24,199.65,199.65,0.0,On-time
PAY0001159,LOAN0000056,CUST0000793,2025-11-20,,145.21,0.0,,Missed
PAY0001160,LOAN0000466,CUST0000967,2026-01-29,2026-01-31,25.35,25.35,2.0,Late
PAY0001161,LOAN0000081,CUST0000682,2025-10-19,,377.89,377.89,0.0,On-time
PAY0001162,LOAN0000282,CUST0000724,2024-02-22,2024-03-31,67.12,67.12,38.0,Late
PAY0001163,LOAN0000010,CUST0000577,2023-07-16,2023-07-14,3029.07,3029.07,0.0,On-time
PAY0001164,LOAN0000142,CUST0000897,2024-10-20,2024-10-18,459.08,459.08,0.0,On-time
PAY0001165,LOAN0000316,CUST0000547,2026-06-26,2026-06-26,258.01,258.01,0.0,On-time
PAY0001166,LOAN0000153,CUST0000245,2025-08-23,2025-08-21,313.95,313.95,0.0,On-time
PAY0001167,LOAN0000459,CUST0000783,2025-06-07,2025-06-06,183.08,183.08,0.0,On-time
PAY0001168,LOAN0000505,CUST0000062,2023-04-19,2023-04-18,50.36,50.36,0.0,On-time
PAY0001169,LOAN0000232,CUST0000762,2024-03-23,,30.32,0.0,,Missed
PAY0001170,LOAN0000480,CUST0000765,2026-03-07,2026-03-05,517.76,517.76,0.0,On-time
PAY0001171,LOAN0000132,CUST0000669,2026-06-16,2026-06-14,628.47,628.47,0.0,On-time
PAY0001172,LOAN0000373,CUST0000783,2025-12-25,2025-12-24,1017.53,1017.53,0.0,On-time
PAY0001173,LOAN0000496,CUST0000211,2025-05-29,2025-05-27,488.18,488.18,0.0,On-time
PAY0001174,LOAN0000526,CUST0000184,2026-03-27,2026-04-27,341.99,341.99,31.0,Late
PAY0001175,LOAN0000283,CUST0000045,2023-12-14,2023-12-13,57.8,57.8,0.0,On-time
PAY0001176,LOAN0000252,CUST0000521,2025-09-21,,1682.41,0.0,,Missed
PAY0001177,LOAN0000167,CUST0000260,2024-02-06,2024-02-05,974.84,-974.84,0.0,On-time
PAY0001178,LOAN0000149,CUST0000764,2023-11-09,2023-11-09,556.36,556.36,0.0,On-time
PAY0001179,LOAN0000031,CUST0000787,2022-12-18,2022-12-18,1194.04,1194.04,0.0,On-time
PAY0001180,LOAN0000027,CUST0000457,2022-04-21,,240.0,0.0,,Missed
PAY0001181,LOAN0000283,CUST0000045,2025-02-12,2025-02-12,57.8,19.67,0.0,Partial
PAY0001182,LOAN0000062,CUST0000397,2024-04-30,2024-05-08,309.46,309.46,8.0,Late
PAY0001183,LOAN0000019,CUST0000441,2023-07-31,2023-07-29,2083.16,2083.16,0.0,On-time
PAY0001184,LOAN0000447,CUST0000186,2025-09-16,2025-09-15,350.47,350.47,0.0,On-time
PAY0001185,LOAN0000090,CUST0000721,2024-01-20,2024-01-18,213.64,213.64,0.0,On-time
PAY0001186,LOAN0000425,CUST0000755,2024-07-31,2024-07-31,351.83,351.83,0.0,On-time
PAY0001187,LOAN0000406,CUST0000519,2023-12-08,2023-12-06,179.61,179.61,0.0,On-time
PAY0001188,LOAN0000479,CUST0000957,2026-04-02,2026-04-02,284.06,149.33,0.0,Partial
PAY0001189,LOAN0000246,CUST0000874,2023-07-10,2023-07-08,966.85,966.85,0.0,On-time
PAY0001190,LOAN0000034,CUST0000621,2023-05-13,2023-05-11,145.27,145.27,0.0,On-time
PAY0001191,LOAN0000542,CUST0000668,2025-01-03,2025-01-03,286.55,286.55,0.0,On-time
PAY0001192,LOAN0000369,CUST0000699,2025-09-18,2025-09-16,863.87,863.87,0.0,On-time
PAY0001193,LOAN0000578,CUST0000916,2024-08-31,2024-08-30,335.27,335.27,0.0,On-time
PAY0001194,LOAN0000240,CUST0000608,2024-11-19,2024-11-18,533.89,533.89,0.0,On-time
PAY0001195,LOAN0000087,CUST0000889,2025-09-04,2025-09-04,286.79,,0.0,On-time
PAY0001196,LOAN0000589,CUST0000517,2026-01-31,2026-01-31,611.86,611.86,0.0,On-time
PAY0001197,LOAN0000143,CUST0000791,2026-03-23,2026-03-22,159.55,159.55,0.0,On-time
PAY0001198,LOAN0000346,CUST0000988,2023-12-05,2023-12-15,186.55,186.55,10.0,Late
PAY0001199,LOAN0000337,CUST0000035,2025-12-26,2025-12-25,210.97,210.97,0.0,On-time
PAY0001200,LOAN0000343,CUST0000618,2025-08-04,2025-08-04,2825.66,2825.66,0.0,On-time
PAY0001201,LOAN0000584,CUST0000129,2025-06-06,,135.36,0.0,,Missed
PAY0001202,LOAN0000064,CUST0000818,2024-12-06,2024-12-04,499.21,499.21,0.0,On-time
PAY0001203,LOAN0000424,CUST0000831,2026-08-06,2026-08-05,306.66,306.66,0.0,On-time
PAY0001204,LOAN0000226,CUST0000893,2025-12-31,,101.32,0.0,,Missed
PAY0001205,LOAN0000347,CUST0000702,2026-01-31,2026-01-29,1078.58,1078.58,0.0,OK
PAY0001206,LOAN0000201,CUST0000283,2026-05-30,2026-05-30,640.87,640.87,0.0,On-time
PAY0001207,LOAN0000013,CUST0000091,2025-10-03,,1833.33,0.0,,missed
PAY0001208,LOAN0000549,CUST0000293,2026-07-03,2026-08-09,155.52,155.52,37.0,Late
PAY0001209,LOAN0000074,CUST0000096,2026-05-08,2026-05-07,325.95,325.95,0.0,On-time
PAY0001210,LOAN0000399,CUST0000797,2024-07-22,2024-07-21,375.73,375.73,0.0,On-time
PAY0001211,LOAN0000508,CUST0000151,2024-09-23,2024-09-21,359.97,359.97,0.0,On-time
PAY0001212,LOAN0000449,CUST0000617,2024-03-18,2024-03-18,464.05,464.05,0.0,On-time
PAY0001213,LOAN0000386,CUST0000481,2025-08-13,2025-09-11,155.17,155.17,29.0,Late
PAY0001214,LOAN0000168,CUST0000850,2023-10-31,2023-10-29,487.76,487.76,0.0,On-time
PAY0001215,LOAN0000589,CUST0000517,2025-03-02,2025-03-24,611.86,611.86,22.0,Late
PAY0001216,LOAN0000143,CUST0000791,2025-11-21,2025-11-20,159.55,159.55,0.0,On-time
PAY0001217,LOAN0000397,CUST0000714,2024-11-17,2024-11-17,500.03,,0.0,On-time
PAY0001218,LOAN0000104,CUST0000488,2024-06-25,2024-07-12,199.65,199.65,17.0,Late
PAY0001219,LOAN0000394,CUST0000050,2023-02-20,2023-02-20,566.23,566.23,0.0,On-time
PAY0001220,LOAN0000211,CUST0000060,2023-02-25,2023-02-23,609.68,609.68,0.0,On-time
PAY0001221,LOAN0000579,CUST0000002,2023-06-27,2023-06-26,467.36,467.36,0.0,On-time
PAY0001222,LOAN0000296,CUST0000997,2025-01-06,2025-01-04,305.84,305.84,0.0,On-time
PAY0001223,LOAN0000126,CUST0000058,2024-08-10,,3092.58,-501.6238034080986,,Missed
PAY0001224,LOAN0000113,CUST0000804,2024-03-28,2024-03-27,294.26,294.26,0.0,On-time
PAY0001225,LOAN0000125,CUST0000580,2025-12-08,2025-12-06,179.61,179.61,0.0,On-time
PAY0001226,LOAN0000443,CUST0000791,2025-10-01,2025-09-30,1882.62,1882.62,0.0,On-time
PAY0001227,LOAN0000125,CUST0000580,2025-08-08,,179.61,179.61,0.0,On-time
PAY0001228,LOAN0000392,CUST0000563,2024-07-26,2024-07-25,643.1,643.1,0.0,On-time
PAY0001229,LOAN0000326,CUST0000348,2025-04-18,2025-04-17,1372.24,1372.24,0.0,On-time
PAY0001230,LOAN0000588,CUST0000382,2022-12-29,2022-12-28,148.33,148.33,0.0,On-time
PAY0001231,LOAN0000533,CUST0000725,2023-12-25,2023-12-23,1461.65,1461.65,0.0,On-time
PAY0001232,LOAN0000109,CUST0000993,2026-06-11,2026-06-09,413.87,413.87,0.0,On-time
PAY0001233,LOAN0000371,CUST0000522,2025-09-05,2025-09-05,1425.12,1425.12,0.0,On-time
PAY0001234,LOAN0000288,CUST0000370,2026-02-18,2026-02-18,476.12,346.42,0.0,Partial
PAY0001235,LOAN0000046,CUST0000361,2023-06-18,2023-06-16,1162.93,1162.93,0.0,On-time
PAY0001236,LOAN0000592,CUST0000786,2025-10-03,2025-10-02,979.05,979.05,0.0,On-time
PAY0001237,LOAN0000144,CUST0000143,2023-09-17,2023-10-04,184.57,184.57,17.0,Late
PAY0001238,LOAN0000137,CUST0000463,2026-01-18,,1149.63,0.0,,Missed
PAY0001239,LOAN0000320,CUST0000394,2024-05-22,2024-05-20,637.39,637.39,0.0,On-time
PAY0001240,LOAN0000160,CUST0000148,2024-09-15,2024-09-13,76.44,76.44,0.0,On-time
PAY0001241,LOAN0000325,CUST0000206,2026-05-20,2026-05-19,2758.6,2758.6,0.0,On-time
PAY0001242,LOAN0000074,CUST0000096,2026-06-08,2026-06-08,325.95,325.95,0.0,On-time
PAY0001243,LOAN0000566,CUST0000236,2024-09-30,2024-09-30,205.31,205.31,0.0,On-time
PAY0001244,LOAN0000058,CUST0000978,2022-08-19,2022-08-19,909.7,909.7,0.0,On-time
PAY0001245,LOAN0000119,CUST0000188,2025-06-15,,820.41,0.0,,Missed
PAY0001246,LOAN0000429,CUST0000782,2026-02-24,2026-02-22,1011.92,1011.92,0.0,On-time
PAY0001247,LOAN0000571,CUST0000295,2023-08-18,,914.71,0.0,,Missed
PAY0001248,LOAN0000453,CUST0000869,2024-05-14,2024-05-12,1543.9,1543.9,0.0,On-time
PAY0001249,LOAN0000271,CUST0000310,2026-03-03,2026-03-01,1002.33,1002.33,0.0,On-time
PAY0001250,LOAN0000540,CUST0000782,2022-12-13,2022-12-11,216.21,216.21,0.0,On-time
PAY0001251,LOAN0000592,CUST0000786,2026-01-03,2026-01-02,979.05,979.05,0.0,On-time
PAY0001252,LOAN0000023,CUST0000556,2025-07-24,2025-07-23,888.73,888.73,0.0,On Time
PAY0001253,LOAN0000279,CUST0000696,2024-12-23,2024-12-21,28.99,28.99,0.0,On-time
PAY0001254,LOAN0000055,CUST0000726,2025-11-27,2025-11-27,399.72,399.72,0.0,On-time
PAY0001255,LOAN0000138,CUST0000052,2025-07-05,2025-07-05,332.64,212.78,0.0,Partial
PAY0001256,LOAN0000457,CUST0000181,2025-02-25,,772.95,-389.2697199859417,,Missed
PAY0001257,LOAN0000041,CUST0000778,2025-03-13,,450.04,0.0,,Missed
PAY0001258,LOAN0000051,CUST0000838,2025-10-22,2025-10-20,1474.03,1474.03,0.0,On-time
PAY0001259,LOAN0000284,CUST0000557,2025-06-02,2025-06-01,1030.27,1030.27,0.0,On-time
PAY0001260,LOAN0000192,CUST0000222,2024-07-13,2024-07-11,834.2,834.2,0.0,On-time
PAY0001261,LOAN0000131,CUST0000115,2023-04-05,,62.49,-466.5546519011576,,Missed
PAY0001262,LOAN0000022,CUST0000637,2023-03-28,2023-03-26,78.37,-78.37,0.0,On-time
PAY0001263,LOAN0000056,CUST0000793,2024-08-21,2024-08-21,145.21,145.21,0.0,On-time
PAY0001264,LOAN0000242,CUST0000420,2024-12-13,,711.72,0.0,,Missed
PAY0001265,LOAN0000265,CUST0000461,2025-05-04,2025-05-02,1752.19,1752.19,0.0,On-time
PAY0001266,LOAN0000489,CUST0000219,2024-07-26,2024-07-24,3381.18,3381.18,0.0,On-time
PAY0001267,LOAN0000008,CUST0000974,2025-04-09,2025-04-07,77.65,77.65,0.0,On-time
PAY0001268,LOAN0000224,CUST0000556,2025-07-25,2025-07-25,1054.15,1054.15,0.0,On-time
PAY0001269,LOAN0000579,CUST0000002,2024-05-27,2024-05-26,467.36,467.36,0.0,On-time
PAY0001270,LOAN0000461,CUST0000893,2024-01-24,2024-01-24,13.08,13.08,0.0,On-time
PAY0001271,LOAN0000319,CUST0000112,2024-02-02,,132.31,0.0,,Missed
PAY0001272,LOAN0000588,CUST0000382,2026-04-29,,148.33,0.0,,Missed
PAY0001273,LOAN0000090,CUST0000721,2022-06-20,2022-06-20,213.64,213.64,0.0,On-time
PAY0001274,LOAN0000426,CUST0000297,2022-06-16,2022-07-21,370.17,370.17,35.0,Late
PAY0001275,LOAN0000588,CUST0000382,2022-09-28,2022-09-28,148.33,148.33,0.0,On-time
PAY0001276,LOAN0000439,CUST0000280,2025-10-21,,216.4,0.0,,Missed
PAY0001277,LOAN0000395,CUST0000169,2026-03-10,2026-03-09,167.52,119.62,0.0,Partial
PAY0001278,LOAN0000321,CUST0000418,2024-06-29,2024-06-28,172.06,,0.0,On-time
PAY0001279,LOAN0000467,CUST0000635,2025-09-03,2025-09-12,225.47,225.47,9.0,Late
PAY0001280,LOAN0000387,CUST0000070,2023-11-16,2023-11-15,284.03,284.03,0.0,On-time
PAY0001281,LOAN0000178,CUST0000675,2025-09-14,2025-10-24,963.41,963.41,40.0,Late
PAY0001282,LOAN0000119,CUST0000188,2023-08-15,2023-08-13,820.41,663.43,0.0,Partial
PAY0001283,LOAN0000345,CUST0000724,2024-10-26,2024-10-25,906.51,906.51,0.0,On-time
PAY0001284,LOAN0000190,CUST0000337,2026-07-28,2026-08-08,293.17,293.17,11.0,Late
PAY0001285,LOAN0000108,CUST0000303,2024-09-30,2024-09-29,115.22,,0.0,On-time
PAY0001286,LOAN0000308,CUST0000188,2026-04-30,2026-04-30,680.08,680.08,0.0,On-time
PAY0001287,LOAN0000452,CUST0000389,2025-06-08,,517.19,0.0,,NSF
PAY0001288,LOAN0000248,CUST0000569,2026-07-08,2026-07-06,273.13,273.13,0.0,On-time
PAY0001289,LOAN0000138,CUST0000052,2026-06-04,2026-06-04,332.64,332.64,0.0,On-time
PAY0001290,LOAN0000136,CUST0000678,2022-09-13,2022-09-11,62.52,62.52,0.0,On-time
PAY0001291,LOAN0000027,CUST0000457,2023-10-21,,240.0,0.0,,Missed
PAY0001292,LOAN0000481,CUST0000429,2023-09-04,2023-09-15,227.01,227.01,11.0,Late
PAY0001293,LOAN0000449,CUST0000617,2023-01-17,2023-01-15,464.05,464.05,0.0,On-time
PAY0001294,LOAN0000564,CUST0000695,2025-02-12,2025-03-01,471.54,471.54,17.0,Late
PAY0001295,LOAN0000094,CUST0000345,2023-04-01,2023-03-31,610.74,610.74,0.0,On-time
PAY0001296,LOAN0000473,CUST0000340,2024-09-30,2024-09-30,528.94,528.94,0.0,On-time
PAY0001297,LOAN0000358,CUST0000899,2025-05-08,2025-05-07,368.63,368.63,0.0,On-time
PAY0001298,LOAN0000557,CUST0000030,2024-04-30,2024-04-28,2011.13,2011.13,0.0,On-time
PAY0001299,LOAN0000290,CUST0000757,2025-02-12,2025-02-10,649.64,649.64,0.0,On-time
PAY0001300,LOAN0000449,CUST0000617,2022-05-18,2022-05-18,464.05,464.05,0.0,On-time
PAY0001301,LOAN0000205,CUST0000080,2026-01-26,2026-01-24,709.8,709.8,0.0,On-time
PAY0001302,LOAN0000019,CUST0000441,2022-10-30,2022-10-28,2083.16,2083.16,0.0,On-time
PAY0001303,LOAN0000195,CUST0000180,2025-06-12,2025-06-10,504.44,504.44,0.0,On-time
PAY0001304,LOAN0000112,CUST0000398,2025-07-01,2025-08-05,275.2,275.2,35.0,On-time
PAY0001305,LOAN0000471,CUST0000761,2026-01-05,2026-01-03,123.33,81.38,0.0,Partial
PAY0001306,LOAN0000531,CUST0000891,2024-02-02,2024-02-02,344.43,344.43,0.0,On-time
PAY0001307,LOAN0000432,CUST0000070,2024-09-24,2024-09-22,261.4,261.4,0.0,On-time
PAY0001308,LOAN0000118,CUST0000545,2024-11-06,2024-11-04,208.58,208.58,0.0,On-time
PAY0001309,LOAN0000283,CUST0000045,2023-09-14,2023-09-15,57.8,57.8,1.0,Late
PAY0001310,LOAN0000147,CUST0000364,2024-01-27,2024-02-03,150.55,150.55,7.0,Late
PAY0001311,LOAN0000494,CUST0000188,2025-11-25,2025-12-12,1276.54,1276.54,17.0,Late
PAY0001312,LOAN0000529,CUST0000838,2024-08-23,2024-08-21,513.54,,0.0,On-time
PAY0001313,LOAN0000472,CUST0000609,2026-07-11,,666.25,0.0,,Missed
PAY0001314,LOAN0000045,CUST0000566,2026-04-14,2026-04-21,909.16,909.16,7.0,Late
PAY0001315,LOAN0000462,CUST0000397,2026-06-30,,660.43,0.0,,Missed
PAY0001316,LOAN0000236,CUST0000945,2025-04-23,2025-05-10,123.89,123.89,17.0,Late
PAY0001317,LOAN0000078,CUST0000726,2023-01-21,2023-01-21,1123.26,1123.26,0.0,On-time
PAY0001318,LOAN0000449,CUST0000617,2022-12-18,2022-12-18,464.05,464.05,0.0,On-time
PAY0001319,LOAN0000455,CUST0000819,2026-08-03,2026-08-03,320.83,320.83,0.0,On-time
PAY0001320,LOAN0000188,CUST0000979,2022-10-10,2022-10-09,349.2,-349.2,0.0,On-time
PAY0001321,LOAN0000138,CUST0000052,2023-11-04,2023-11-04,332.64,332.64,0.0,On-time
PAY0001322,LOAN0000367,CUST0000236,2026-08-19,2026-08-17,898.01,898.01,0.0,On-time
PAY0001323,LOAN0000541,CUST0000470,2025-09-29,2025-09-29,1284.91,1284.91,0.0,On-time
PAY0001324,LOAN0000057,CUST0000816,2025-03-26,2025-03-25,441.62,441.62,0.0,On-time
PAY0001325,LOAN0000041,CUST0000778,2026-08-12,2026-08-12,450.04,450.04,0.0,On-time
PAY0001326,LOAN0000032,CUST0000569,2025-10-15,2025-10-13,1505.11,1505.11,0.0,On-time
PAY0001327,LOAN0000159,CUST0000902,2024-06-22,2024-06-20,47.23,47.23,0.0,On-time
PAY0001328,LOAN0000494,CUST0000188,2024-10-25,2024-10-25,1276.54,1276.54,0.0,On-time
PAY0001329,LOAN0000417,CUST0000487,2025-07-16,2025-08-04,14.34,14.34,19.0,Late
PAY0001330,LOAN0000345,CUST0000724,2026-02-25,2026-02-23,906.51,906.51,0.0,On-time
