loan_id,application_id,customer_id,loan_amount,interest_rate,term_months,start_date,maturity_date,loan_status,monthly_payment
LOAN0000257,APP0000204,CUST0000699,30321.61,13.09,36,2023-09-25,2026-09-24,Active,1022.97
LOAN0000258,APP0000058,CUST0000009,32240.2,8.02,60,2026-08-19,2031-08-19,Active,654.02
LOAN0000259,APP0000898,CUST0000175,20911.96,10.58,72,2025-03-24,2031-03-24,Active,393.56
LOAN0000260,APP0000392,CUST0001000,703.87,16.26,36,2026-08-07,2029-08-06,Active,24.84
LOAN0000261,APP0001435,CUST0000085,13603.31,8.5,60,2026-05-14,2031-05-14,Active,279.09
LOAN0000262,APP0000055,CUST0000208,2603.53,14.52,24,2026-02-03,2028-02-03,Active,125.64
LOAN0000263,APP0000111,CUST0000966,28264.08,5.42,72,2023-04-11,2029-04-10,Active,460.72
LOAN0000264,APP0000774,CUST0000776,21285.07,10.2,60,2026-08-03,2031-08-03,Active,454.34
LOAN0000265,APP0001427,CUST0000461,38169.6,9.48,24,2024-06-03,2026-06-03,Paid Off,1752.19
LOAN0000266,APP0000637,CUST0000220,14498.14,12.23,60,2024-05-11,2029-05-11,Active,324.19
LOAN0000267,APP0001398,CUST0000745,5400.95,12.76,60,2025-09-09,2030-09-09,Defaulted,122.23
LOAN0000268,APP0000354,CUST0000062,2719.8,12.18,60,2024-12-06,2029-12-06,Active,60.75
LOAN0000269,APP0000602,CUST0000018,20497.17,8.39,36,2026-08-03,2029-08-02,Active,646.0
LOAN0000270,APP0000267,CUST0000115,9445.34,7.24,60,2025-09-15,2030-09-15,Active,188.1
LOAN0000271,APP0000594,CUST0000310,49891.44,7.61,60,2022-04-02,2027-04-02,Active,1002.33
LOAN0000272,APP0001409,CUST0000177,7568.4,11.22,36,2022-03-02,2025-03-01,Paid Off,248.57
LOAN0000273,APP0000979,CUST0000955,,8.33,24,2021-12-27,2023-12-27,Paid Off,1128.57
LOAN0000274,APP0001283,CUST0000327,6173.94,13.46,72,2023-10-04,2029-10-03,Delinquent,125.44
LOAN0000275,APP0000346,CUST0000306,15211.1,9.87,48,2023-07-16,2027-07-16,Defaulted,384.84
LOAN0000276,APP0000323,CUST0000832,20036.03,7.66,36,2026-07-21,2029-07-20,Active,624.72
LOAN0000277,APP0001294,CUST0000636,15132.02,10.8,72,2025-10-04,2031-10-04,Defaulted,286.48
LOAN0000278,APP0000783,CUST0000535,2383.7,10.18,24,2025-11-26,2027-11-26,Active,110.19
LOAN0000279,APP0000826,CUST0000696,1202.94,15.58,60,2023-07-25,2028-07-24,Active,28.99
LOAN0000280,APP0000987,CUST0000816,32652.1,6.63,36,2025-02-10,2028-02-10,Active,1002.69
LOAN0000281,APP9195198,CUST0000194,2627.12,6.15,12,2023-08-19,2024-08-18,Paid Off,226.29
LOAN0000282,APP0000063,CUST0000724,,6.62,84,2023-07-24,2030-07-23,Active,67.12
LOAN0000283,APP0000070,CUST0000045,2827.39,8.35,60,2022-08-14,2027-08-14,Active,57.8
LOAN0000284,APP0000034,CUST0000557,22992.64,7.08,24,2025-04-02,2027-04-02,Active,1030.27
LOAN0000285,APP0000570,CUST0000506,7534.03,-8.48,72,2024-07-14,2030-07-14,Active,133.87
LOAN0000286,APP0000595,CUST0000607,24572.71,9.46,72,2023-07-23,2029-07-22,Delinquent,448.57
LOAN0000287,APP0000927,CUST0000874,64453.36,9.3,60,2025-06-11,2030-06-11,Active,1347.35
LOAN0000288,APP0001355,CUST0000370,10671.96,6.65,24,2024-05-20,2026-05-20,Paid Off,476.12
LOAN0000289,APP0000095,CUST0000790,17337.72,7.19,24,2025-06-10,2027-06-10,Defaulted,777.75
LOAN0000290,APP0000776,CUST0000757,33114.92,6.61,60,2021-11-13,2026-11-13,Active,649.64
LOAN0000291,APP0001407,CUST0000987,24585.6,7.45,72,2024-03-30,2030-03-30,Active,424.49
LOAN0000292,APP0001261,CUST0000778,77337.15,7.16,24,2022-07-19,2024-07-18,Paid Off,3468.2
LOAN0000293,APP0000090,CUST0000376,4808.19,7.75,36,2026-01-11,2029-01-10,Active,150.12
LOAN0000294,APP0000866,CUST0000925,10133.3,6.63,24,2021-10-09,2023-10-09,Paid Off,452.0
LOAN0000295,APP0000707,CUST0000369,19641.46,10.53,36,2023-04-04,2026-04-03,Paid Off,638.67
LOAN0000296,APP0000636,CUST0000997,12033.61,10.11,48,2024-10-07,2028-10-07,Active,305.84
LOAN0000297,APP0001247,CUST0000925,33494.7,6.39,12,2025-06-16,2026-06-16,Paid Off,2888.78
LOAN0000298,APP0001234,CUST0000259,42075.72,10.75,48,2026-04-21,2030-04-21,Delinquent,1082.37
LOAN0000299,APP0000377,CUST0000136,19403.25,9.41,48,2021-10-06,2025-10-06,Paid Off,486.64
LOAN0000300,APP0000385,CUST0000058,92348.66,7.85,36,2026-05-18,2029-05-17,Active,2887.49
LOAN0000301,APP0000039,CUST0000438,9164.4,7.87,72,2025-08-04,2031-08-04,Active,160.1
LOAN0000302,APP0001168,CUST0000408,5712.69,6.58,24,2026-01-05,2028-01-05,Active,254.69
LOAN0000303,APP0001272,CUST0000179,9363.85,7.29,12,2025-10-21,2026-10-21,Active,811.48
LOAN0000304,APP0000985,CUST0000594,8321.84,13.92,36,2025-03-23,2028-03-22,Active,284.1
LOAN0000305,APP0000341,CUST0000286,1371.77,9.93,48,2023-11-23,2027-11-23,Active,34.75
LOAN0000306,APP0000332,CUST0000956,13172.12,9.56,24,2024-01-04,2026-01-03,Paid Off,605.15
LOAN0000307,APP0000619,CUST0000607,48378.22,4.98,84,2025-12-17,2032-12-16,Active,683.32
LOAN0000308,APP0000314,CUST0000188,15211.2,6.86,24,2025-03-30,2027-03-30,Active,680.08
LOAN0000309,APP0000028,CUST0000107,70756.57,7.16,24,2024-03-11,2026-03-11,Paid Off,3173.09
LOAN0000310,APP0000934,CUST0000432,16958.87,10.3,60,2025-01-22,2030-01-22,Delinquent,362.83
LOAN0000311,APP0000703,CUST0000689,10151.18,9.24,72,2023-06-24,2029-06-23,Active,184.19
LOAN0000312,APP0000074,CUST0000352,40239.87,6.17,48,2026-08-19,2030-08-19,Active,948.17
LOAN0000313,APP0000401,CUST0000400,3379.5,9.57,12,2025-12-18,2026-12-18,Active,296.44
LOAN0000314,APP0001238,CUST0000362,60680.69,6.72,36,2026-01-21,2029-01-20,Active,1865.88
LOAN0000315,APP0000182,CUST0000259,20534.34,11.55,24,2021-11-29,2023-11-29,Paid Off,962.31
LOAN0000316,APP0000349,CUST0000547,10822.67,6.77,48,2025-10-25,2029-10-25,Active,258.01
LOAN0000317,APP0000519,CUST0000372,50806.45,9.88,60,2025-06-01,2030-06-01,Active,1076.49
LOAN0000318,APP0000002,CUST0000451,41682.75,12.24,36,2022-08-13,2025-08-12,Paid Off,1389.25
LOAN0000319,APP0000618,CUST0000112,5313.67,9.03,48,2023-02-02,2027-02-02,Active,132.31
LOAN0000320,APP0000919,CUST0000394,30110.49,9.84,60,2024-04-22,2029-04-22,Active,637.39
LOAN0000321,APP0000551,CUST0000418,3854.21,6.71,24,2022-08-29,2024-08-28,Paid Off,172.06
LOAN0000322,APP0000657,CUST0000697,6587.41,9.93,24,2026-05-25,2028-05-24,Active,303.76
LOAN0000323,APP0001104,CUST0000103,2323.64,11.3,60,2024-06-30,2029-06-30,Defaulted,50.87
LOAN0000324,APP0001262,CUST0000425,2936.87,9.22,12,2025-06-25,2026-06-25,Paid Off,257.13
LOAN0000325,APP0001323,CUST0000206,61191.52,7.68,24,2025-07-20,2027-07-20,Active,2758.6
LOAN0000326,APP0000352,CUST0000348,15745.64,8.35,12,2024-12-17,2025-12-17,Paid Off,1372.24
LOAN0000327,APP0001152,CUST0000225,9009.11,6.63,48,2022-05-27,2026-05-27,Paid Off,214.19
LOAN0000328,APP0001192,CUST0000176,1201.89,16.73,48,2024-08-16,2028-08-16,Active,34.51
LOAN0000329,APP0000051,CUST0000886,48355.59,5.58,48,2022-09-06,2026-09-06,Active,1126.34
LOAN0000330,APP0000146,CUST0000949,40109.51,6.61,36,2026-08-02,2029-08-01,Active,1231.33
LOAN0000331,APP0001109,CUST0000879,2852.96,8.42,48,2023-04-05,2027-04-05,Delinquent,70.21
LOAN0000332,APP0001449,CUST0000127,2519.94,12.6,24,2023-03-06,2025-03-05,Paid Off,119.33
LOAN0000333,APP0000465,CUST0000449,21833.07,6.56,60,2023-03-10,2028-03-09,Active,427.8
LOAN0000334,APP0001292,CUST0000824,5867.1,10.26,84,2025-01-04,2032-01-04,Active,98.19
LOAN0000335,APP0000124,CUST0000661,4378.77,13.03,48,2025-10-04,2029-10-04,Active,117.54
LOAN0000336,APP0000838,CUST0000690,1649.44,9.63,36,2024-10-25,2027-10-25,Active,52.94
LOAN0000337,APP0001149,CUST0000035,9851.54,10.34,60,2023-08-27,2028-08-26,Active,210.97
LOAN0000338,APP0001153,CUST0000083,24322.81,6.35,24,2023-07-01,2025-06-30,Paid Off,1081.84
LOAN0000339,APP0000698,CUST0000384,2489.64,12.31,36,2023-03-24,2026-03-23,Paid Off,83.06
LOAN0000340,APP0000665,CUST0000532,24659.32,13.23,72,2025-09-22,2031-09-22,Active,498.01
LOAN0000341,APP0000232,CUST0000276,73678.79,11.0,24,2026-06-28,2028-06-27,Active,3434.01
LOAN0000342,APP0000356,CUST0000666,2223.0,11.2,24,2025-10-11,2027-10-11,Active,103.82
LOAN0000343,APP0001417,CUST0000618,115322.76,8.19,48,2022-11-03,2026-11-03,Active,2825.66
LOAN0000344,APP0000651,CUST0000304,2698.88,6.71,48,2026-07-07,2030-07-07,Active,64.27
LOAN0000345,APP0001389,CUST0000724,38351.9,6.33,48,2023-02-25,2027-02-25,Active,906.51
LOAN0000346,APP0000504,CUST0000988,4085.13,8.96,24,2023-02-04,2025-02-03,Paid Off,186.55
LOAN0000347,APP0001088,CUST0000702,55442.71,6.26,60,2024-12-01,2029-12-01,Active,1078.58
LOAN0000348,APP0000889,CUST0000228,3030.18,10.45,24,2022-11-13,2024-11-12,Paid Off,140.46
LOAN0000349,APP0000516,CUST0000776,22281.83,9.76,84,2025-04-09,2032-04-08,Active,367.15
LOAN0000350,APP0001255,CUST0000987,44446.37,6.15,24,2023-05-18,2025-05-17,Paid Off,1972.9
LOAN0000351,APP0000816,CUST0000434,10375.35,7.71,12,2022-04-01,2023-04-01,Paid Off,901.14
LOAN0000352,APP0001498,CUST0000034,6899.36,9.84,48,2026-03-27,2030-03-27,Active,174.46
LOAN0000353,APP0000973,CUST0000832,36484.59,8.94,24,2021-09-29,2023-09-29,Paid Off,1665.78
LOAN0000354,APP0001107,CUST0000677,4236.42,7.8,48,2024-07-11,2028-07-11,Active,103.03
LOAN0000355,APP0000931,CUST0000771,58069.26,7.44,24,2025-01-27,2027-01-27,Active,2611.51
LOAN0000356,APP0000020,CUST0000951,6506.98,9.5,36,2023-04-18,2026-04-17,Paid Off,208.44
LOAN0000357,APP0000330,CUST0000439,7630.71,6.98,24,2026-02-14,2028-02-14,Defaulted,341.58
LOAN0000358,APP0000819,CUST0000899,11538.08,9.32,36,2024-09-06,2027-09-06,Active,368.63
LOAN0000359,APP0001083,CUST0000161,24692.93,6.51,24,2026-02-01,2028-02-01,Active,1100.09
LOAN0000360,APP0000970,CUST0000875,503.4,16.23,36,2023-07-01,2026-06-30,Paid Off,17.76
LOAN0000361,APP0000315,CUST0000306,8995.1,9.59,24,2024-05-07,2026-05-07,Paid Off,413.38
LOAN0000362,APP0000835,CUST0000964,48153.7,,60,2023-01-23,2028-01-23,Active,924.47
LOAN0000363,APP0001167,CUST0000783,27922.74,12.69,60,2022-02-27,2027-02-27,Active,630.91
LOAN0000364,APP0001056,CUST0000322,1863.6,10.64,24,2023-11-03,2025-11-02,Paid Off,86.55
LOAN0000365,APP0000333,CUST0000603,92162.66,9.34,12,2026-04-03,2027-04-03,Active,8074.3
LOAN0000366,APP0000821,CUST0000111,7554.84,11.14,12,2023-02-09,2024-02-09,Paid Off,668.2
LOAN0000367,APP0000506,CUST0000236,18799.58,13.48,24,2025-07-19,2027-07-19,Active,898.01
LOAN0000368,APP0001459,CUST0000389,6299.59,11.32,36,2025-03-20,2028-03-19,Active,207.2
LOAN0000369,APP0001046,CUST0000699,27726.71,7.61,36,2022-10-19,2025-10-18,Paid Off,863.87
LOAN0000370,APP0000756,CUST0000869,49401.29,8.34,84,2023-04-28,2030-04-27,Delinquent,778.37
LOAN0000371,APP0000845,CUST0000522,67904.35,9.47,60,2021-12-05,2026-12-05,Delinquent,1425.12
LOAN0000372,APP0000667,CUST0000689,11714.08,8.8,12,2025-02-19,2026-02-19,Paid Off,1023.33
LOAN0000373,APP0000784,CUST0000783,22400.93,8.43,24,2024-03-26,2026-03-26,Paid Off,1017.53
LOAN0000374,APP0000121,CUST0000475,5681.86,8.49,12,2024-04-22,2025-04-22,Paid Off,495.54
LOAN0000375,APP0000673,CUST0000107,24954.92,7.34,24,2022-06-02,2024-06-01,Paid Off,1121.15
LOAN0000376,APP0000222,CUST0000064,42156.29,7.01,48,2026-06-28,2030-06-28,Active,1009.68
LOAN0000377,APP0000336,CUST0000186,7516.17,7.3,12,2021-11-19,2022-11-19,Paid Off,651.39
LOAN0000378,APP0001021,CUST0000321,18296.86,10.76,12,2024-02-10,2025-02-09,Paid Off,1615.06
LOAN0000379,APP0001015,CUST0000174,7782.28,7.41,24,2026-03-01,2028-02-29,Active,349.88
LOAN0000380,APP0000656,CUST0000036,28934.24,8.93,48,2024-03-28,2028-03-28,Active,719.07
LOAN0000381,APP0001320,CUST0000477,16312.05,5.79,12,2025-07-09,2026-07-09,Paid Off,1402.35
LOAN0000382,APP0001198,CUST0000508,28284.43,6.25,84,2024-07-01,2031-07-01,Active,416.59
LOAN0000383,APP0000038,CUST0000736,2633.53,8.44,36,2025-01-01,2028-01-01,Active,83.06
LOAN0000384,APP0001258,CUST0000497,2990.55,10.66,36,2025-03-30,2028-03-29,Active,97.43
LOAN0000385,APP0000387,CUST0000435,12136.79,10.55,36,2021-11-27,2024-11-26,Paid Off,394.76
LOAN0000386,APP0000812,CUST0000481,6122.55,9.96,48,2022-04-13,2026-04-13,Paid Off,155.17
LOAN0000387,APP0001341,CUST0000070,9246.44,6.65,36,2023-10-17,2026-10-16,Active,284.03
LOAN0000388,APP0001469,CUST0000135,39333.12,8.43,36,2023-01-11,2026-01-10,Paid Off,1240.37
LOAN0000389,APP0000216,CUST0000725,12376.99,8.27,36,2025-07-08,2028-07-07,Active,389.39
LOAN0000390,APP0001044,CUST0000310,11940.52,8.63,36,2023-07-24,2026-07-23,Paid Off,377.65
LOAN0000391,APP0001141,CUST0000702,32230.64,6.46,12,2026-05-10,2027-05-10,Delinquent,2780.8
LOAN0000392,APP0000196,CUST0000563,26226.62,8.23,48,2023-10-26,2027-10-26,Delinquent,643.1
LOAN0000393,APP0000001,CUST0000289,2784.31,-9.52,48,2026-07-21,2030-07-21,Active,69.98
LOAN0000394,APP0000132,CUST0000050,21314.83,12.47,48,2021-11-20,2025-11-20,Paid Off,566.23
LOAN0000395,APP0000809,CUST0000169,11608.02,5.63,84,2025-06-09,2032-06-08,Active,167.52
LOAN0000396,APP0000487,CUST0000533,21667.18,6.99,36,2025-06-11,2028-06-10,Active,668.92
LOAN0000397,APP0001495,CUST0000714,28944.4,7.47,72,2024-01-18,2030-01-17,Active,500.03
LOAN0000398,APP0001494,CUST0000546,17590.02,7.96,36,2026-05-29,2029-05-28,Active,550.88
LOAN0000399,APP0001304,CUST0000797,11725.96,9.52,36,2023-09-22,2026-09-21,Active,375.73
LOAN0000400,APP0000236,CUST0000250,2285.72,9.62,48,2026-08-25,2030-08-25,Active,57.56
LOAN0000401,APP0000084,CUST0000745,8078.06,9.9,24,2026-06-07,2028-06-06,Active,372.39
LOAN0000402,APP0000239,CUST0000072,3510.79,7.75,24,2024-11-01,2026-11-01,Active,158.38
LOAN0000403,APP0000991,CUST0000115,1653.77,11.67,48,2022-02-18,2026-02-18,Paid Off,43.28
LOAN0000404,APP0001454,CUST0000215,16499.69,11.54,12,2025-04-29,2026-04-29,Paid Off,1462.43
LOAN0000405,APP0001249,CUST0000584,30159.7,7.83,24,2026-05-04,2028-05-03,Active,1361.7
LOAN0000406,APP0000054,CUST0000519,9428.26,5.39,60,2023-11-08,2028-11-07,Active,179.61
LOAN0000407,APP0001096,CUST0000624,7831.46,9.3,36,2024-08-22,2027-08-22,Active,250.13
LOAN0000408,APP9448340,CUST0000493,118409.28,6.94,12,2025-04-21,2026-04-21,Paid Off,10242.29
LOAN0000409,APP0001106,CUST0000196,52241.0,6.74,12,2022-09-03,2023-09-03,Paid Off,4513.98
LOAN0000410,APP0001440,CUST0000712,40272.51,7.51,72,2022-05-17,2028-05-16,Active,696.51
LOAN0000411,APP0000437,CUST0000531,81035.12,6.09,84,2024-03-11,2031-03-11,Active,1187.31
LOAN0000412,APP0001138,CUST0000828,53881.76,8.06,48,2022-05-05,2026-05-05,Paid Off,1316.93
LOAN0000413,APP0001467,CUST0000242,11997.25,6.89,24,2025-10-19,2027-10-19,Active,536.55
LOAN0000414,APP0000087,CUST0000003,698.23,8.67,36,2025-02-10,2028-02-10,Active,22.1
LOAN0000415,APP0000226,CUST0000528,20484.9,10.04,36,2025-03-23,2028-03-22,Active,661.37
LOAN0000416,APP0000624,CUST0000611,912.58,14.78,60,2022-04-08,2027-04-08,Active,21.6
LOAN0000417,APP0001006,CUST0000487,500.0,16.68,48,2023-08-16,2027-08-16,Active,14.34
LOAN0000418,APP0000663,CUST0000918,4364.2,6.88,60,2022-01-10,2027-01-10,Active,86.17
LOAN0000419,APP0000406,CUST0000808,13551.91,10.64,36,2026-03-05,2029-03-04,Active,441.37
LOAN0000420,APP0000540,CUST0000602,43461.7,5.11,72,2026-08-09,2032-08-08,Delinquent,702.17
LOAN0000421,APP0001306,CUST0000034,82769.46,7.46,36,2025-07-14,2028-07-13,Active,2573.12
LOAN0000422,APP0000426,CUST0000388,12688.25,7.47,36,2022-06-14,2025-06-13,Paid Off,394.51
LOAN0000423,APP0001204,CUST0000564,1273.18,14.13,36,2024-02-21,2027-02-20,Active,43.59
LOAN0000424,APP0001186,CUST0000831,13075.52,5.93,48,2024-12-05,2028-12-05,Defaulted,306.66
LOAN0000425,APP0000585,CUST0000755,18039.64,11.91,72,2023-11-30,2029-11-29,Active,351.83
LOAN0000426,APP0000311,CUST0000297,11618.54,9.13,36,2021-12-15,2024-12-14,Paid Off,370.17
LOAN0000427,APP0000552,CUST0000568,18883.89,7.2,72,2026-06-13,2032-06-12,Active,323.77
LOAN0000428,APP0000035,CUST0000264,5415.3,,36,2025-08-04,2028-08-03,Active,182.59
LOAN0000429,APP0000755,CUST0000782,32459.21,7.65,36,2023-11-25,2026-11-24,Active,1011.92
LOAN0000430,APP0000099,CUST0000464,12687.41,11.76,36,2026-06-28,2029-06-27,Active,419.95
LOAN0000431,APP0001393,CUST0000662,1622.5,7.49,12,2024-06-09,2025-06-09,Paid Off,140.76
LOAN0000432,APP0000740,CUST0000070,13149.32,12.63,72,2024-03-25,2030-03-25,Active,261.4
LOAN0000433,APP0001228,CUST0000036,8279.54,8.38,12,2026-05-28,2027-05-28,Defaulted,721.68
LOAN0000434,APP0000186,CUST0000010,7629.36,7.42,36,2023-06-06,2026-06-05,Paid Off,237.04
LOAN0000435,APP0000555,CUST0000593,18967.28,7.86,24,2026-02-01,2028-02-01,Defaulted,856.63
LOAN0000436,APP0000220,CUST0000075,8319.05,10.62,60,2024-01-14,2029-01-13,Active,179.3
LOAN0000437,APP0000021,CUST0000668,31683.3,9.08,72,2025-06-17,2031-06-17,Active,572.37
LOAN0000438,APP0001367,CUST0000804,781.49,14.93,60,2026-03-09,2031-03-09,Active,18.56
LOAN0000439,APP0001208,CUST0000280,7022.97,6.86,36,2023-11-21,2026-11-20,Active,216.4
LOAN0000440,APP0000157,CUST0000395,17447.54,9.06,36,2022-07-23,2025-07-22,Paid Off,555.31
LOAN0000441,APP0000194,CUST0000705,49903.88,,24,2023-11-12,2025-11-11,Paid Off,2212.0
LOAN0000442,APP0000269,CUST0000745,12753.98,12.21,72,2022-12-04,2028-12-03,Active,250.74
LOAN0000443,APP0000080,CUST0000791,41308.52,8.76,24,2024-03-02,2026-03-02,Paid Off,1882.62
LOAN0000444,APP0000104,CUST0000147,11490.32,10.74,84,2025-10-03,2032-10-02,Active,195.17
LOAN0000445,APP0000710,CUST0000768,17622.35,10.18,60,2025-06-21,2030-06-21,Active,375.99
LOAN0000446,APP0000134,CUST0000045,6904.46,8.12,60,2026-06-09,2031-06-09,Active,140.39
LOAN0000447,APP0000989,CUST0000186,16848.05,9.09,60,2025-06-17,2030-06-17,Active,350.47
LOAN0000448,APP0001456,CUST0000906,11876.25,10.04,36,2026-08-24,2029-08-23,Active,383.44
LOAN0000449,APP0000950,CUST0000617,14484.38,9.51,36,2022-04-18,2025-04-17,Paid Off,464.05
LOAN0000450,APP0000276,CUST0000307,6716.73,-6.3,36,2023-05-03,2026-05-02,Paid Off,205.25
LOAN0000451,APP0001099,CUST0000882,7212.78,7.4,24,2022-11-19,2024-11-18,Paid Off,324.24
LOAN0000452,APP0000260,CUST0000389,23329.65,11.85,60,2024-11-07,2029-11-07,Active,517.19
LOAN0000453,APP0001311,CUST0000869,50090.57,6.88,36,2021-12-13,2024-12-12,Paid Off,1543.9
LOAN0000454,APP0000846,CUST0000926,101060.78,6.86,72,2025-03-02,2031-03-02,Active,1716.2
LOAN0000455,APP0001252,CUST0000819,17936.59,8.72,72,2026-04-03,2032-04-02,Defaulted,320.83
LOAN0000456,APP0000114,CUST0000220,4549.57,7.19,24,2022-08-06,2024-08-05,Paid Off,204.09
LOAN0000457,APP0000999,CUST0000181,16710.45,10.24,24,2024-08-26,2026-08-26,Delinquent,772.95
LOAN0000458,APP0001093,CUST0000426,4415.63,,36,2025-06-12,2028-06-11,Active,139.78
LOAN0000459,APP0000578,CUST0000783,3914.8,-11.34,24,2024-10-06,2026-10-06,Active,183.08
LOAN0000460,APP0001381,CUST0000560,6526.57,,60,2026-08-27,2031-08-27,Active,140.51
LOAN0000461,APP0000102,CUST0000893,548.78,15.1,60,2023-08-25,2028-08-24,Active,13.08
LOAN0000462,APP0001321,CUST0000397,30606.21,10.67,60,2024-03-30,2029-03-30,Defaulted,660.43
LOAN0000463,APP0000936,CUST0000684,12820.2,7.23,36,2022-04-01,2025-03-31,Paid Off,397.2
LOAN0000464,APP0000485,CUST0000434,-21608.25,7.02,72,2025-08-03,2031-08-03,Defaulted,368.61
LOAN0000465,APP0000842,CUST0000519,5140.46,6.16,48,2024-10-08,2028-10-08,Active,121.1
LOAN0000466,APP0000288,CUST0000967,1689.56,6.82,84,2025-01-29,2032-01-29,Active,25.35
LOAN0000467,APP0001032,CUST0000635,11495.92,6.6,60,2024-06-03,2029-06-03,Delinquent,225.47
LOAN0000468,APP0000457,CUST0000469,21575.57,6.14,60,2025-09-10,2030-09-10,Active,418.52
LOAN0000469,APP0000764,CUST0000772,734.69,14.58,24,2021-11-25,2023-11-25,Paid Off,35.48
LOAN0000470,APP0001444,CUST0000725,12480.57,6.12,60,2022-04-03,2027-04-03,Active,241.98
LOAN0000471,APP0000968,CUST0000761,3830.04,9.86,36,2024-10-05,2027-10-05,Active,123.33
LOAN0000472,APP0001085,CUST0000609,19892.94,12.58,36,2025-07-11,2028-07-10,Defaulted,666.25
LOAN0000473,APP0001171,CUST0000340,16800.29,8.32,36,2021-09-30,2024-09-29,Paid Off,528.94
LOAN0000474,APP0000446,CUST0000773,26226.51,10.63,36,2026-09-01,2029-08-31,Active,854.03
LOAN0000475,APP0001455,CUST0000608,13629.52,9.08,24,2026-07-28,2028-07-27,Active,623.16
LOAN0000476,APP0000271,CUST0000898,14238.25,7.84,24,2025-07-18,2027-07-18,Active,642.92
LOAN0000477,APP0000500,CUST0000436,644.85,13.4,60,2022-03-23,2027-03-23,Active,14.8
LOAN0000478,APP0001411,CUST0000586,15169.66,9.63,48,2024-07-16,2028-07-16,Active,382.05
LOAN0000479,APP0000844,CUST0000957,16463.35,,84,2025-08-01,2032-07-31,Active,284.06
LOAN0000480,APP0001166,CUST0000765,23873.45,10.89,60,2024-10-06,2029-10-06,Defaulted,517.76
LOAN0000481,APP0000952,CUST0000429,7300.99,7.47,36,2023-07-05,2026-07-04,Paid Off,227.01
LOAN0000482,APP0001205,CUST0000004,24500.35,3.95,60,2026-07-02,2031-07-02,Active,450.66
LOAN0000483,APP0000062,CUST0000418,7481.0,10.5,48,2022-12-05,2026-12-05,Active,191.54
LOAN0000484,APP0001354,CUST0000147,4079.67,11.09,36,2025-02-18,2028-02-18,Active,133.74
LOAN0000485,APP0001184,CUST0000678,8860.63,15.7,84,2022-12-01,2029-11-30,Delinquent,174.48
LOAN0000486,APP0000068,CUST0000898,9965.92,9.18,72,2025-12-12,2031-12-12,Active,180.53
LOAN0000487,APP0000928,CUST0000416,6591.09,12.53,24,2026-08-07,2028-08-06,Defaulted,311.9
LOAN0000488,APP0001500,CUST0000052,6284.39,10.73,60,2023-08-11,2023-08-10,Active,135.79
LOAN0000489,APP0000414,CUST0000219,38647.06,9.08,12,2024-02-25,2025-02-24,Paid Off,3381.18
LOAN0000490,APP0000690,CUST0000017,,10.74,72,2023-05-28,2029-05-27,Defaulted,265.48
LOAN0000491,APP0000242,CUST0000360,63813.49,5.47,48,2023-10-12,2027-10-12,Active,1483.2
LOAN0000492,APP0000118,CUST0000089,7416.11,11.88,24,2024-10-29,2026-10-29,Active,348.69
LOAN0000493,APP0001360,CUST0000307,25624.95,7.73,60,2021-12-20,2026-12-20,Active,516.28
LOAN0000494,APP0000608,CUST0000188,52349.99,7.94,48,2022-07-26,2026-07-26,Paid Off,1276.54
LOAN0000495,APP0000995,CUST0000046,4484.67,9.73,12,2025-11-11,2026-11-11,Defaulted,393.71
LOAN0000496,APP0000036,CUST0000211,22875.81,10.19,60,2024-12-28,2029-12-28,Active,488.18
LOAN0000497,APP0000870,CUST0000929,45701.75,6.35,60,2021-10-10,2026-10-10,Delinquent,891.0
LOAN0000498,APP0001293,CUST0000045,3785.15,10.0,36,2026-05-01,2029-04-30,Defaulted,122.14
LOAN0000499,APP0001257,CUST0000110,21172.75,8.58,60,2024-08-01,2029-08-01,Active,435.21
LOAN0000500,APP0000642,CUST0000918,2279.3,9.59,12,2024-02-14,2025-02-13,Paid Off,199.95
LOAN0000501,APP0000645,CUST0000055,24337.35,8.01,36,2024-07-05,2027-07-05,Active,762.76
LOAN0000502,APP0001478,CUST0000631,1473.44,7.67,48,2025-08-25,2029-08-25,Active,35.74
LOAN0000503,APP0000127,CUST0000314,13858.92,7.46,24,2024-12-17,2026-12-17,Active,623.39
LOAN0000504,APP0000804,CUST0000953,7202.14,8.88,36,2025-03-21,2028-03-20,Active,228.62
LOAN0000505,APP0001372,CUST0000062,2979.63,6.69,72,2023-02-17,2029-02-16,Defaulted,50.36
LOAN0000506,APP9152836,CUST0000630,10364.95,7.21,60,2024-10-12,2029-10-12,Active,206.27
LOAN0000507,APP0000712,CUST0000835,70969.67,8.05,48,2026-07-18,2030-07-18,Active,1734.24
LOAN0000508,APP0000861,CUST0000151,14595.97,8.53,48,2022-09-23,2026-09-23,Delinquent,359.97
LOAN0000509,APP0001329,CUST0000598,41641.42,5.03,72,2024-10-23,2030-10-23,Active,671.21
LOAN0000510,APP0000174,CUST0000702,53829.47,6.0,72,2025-04-22,2031-04-22,Active,892.11
LOAN0000511,APP0001326,CUST0000465,9613.94,,12,2025-09-17,2026-09-17,Active,839.55
LOAN0000512,APP0001070,CUST0000817,29352.75,7.69,36,2024-12-14,2027-12-14,Active,915.62
LOAN0000513,APP0001025,CUST0000621,14684.45,8.54,24,2023-08-01,2025-07-31,Paid Off,667.76
