assessment_id,customer_id,loan_id,assessment_date,risk_score,probability_of_default,risk_category,model_version
RISK0000259,CUST0000175,LOAN0000259,2025-03-22,687,0.0798,MEDIUM,synthetic-pd-v1.0
RISK0000260,CUST0001000,LOAN0000260,2026-08-06,606,0.3393,HIGH,synthetic-pd-v1.0
RISK0000261,CUST0000085,LOAN0000261,2026-05-12,802,0.007,LOW,synthetic-pd-v1.0
RISK0000262,CUST0000208,LOAN0000262,2026-02-03,618,0.2798,HIGH,synthetic-pd-v1.0
RISK0000263,CUST0000966,LOAN0000263,2023-04-08,622,0.2632,MEDIUM,synthetic-pd-v1.0
RISK0000264,CUST0000776,LOAN0000264,2026-07-31,692,0.0721,LOW,synthetic-pd-v1.0
RISK0000265,CUST0000461,LOAN0000265,2024-06-03,748,0.0223,LOW,synthetic-pd-v1.0
RISK0000266,CUST0000220,LOAN0000266,2024-05-11,623,0.2586,MEDIUM,synthetic-pd-v1.0
RISK0000267,CUST0000745,LOAN0000267,2025-09-07,592,0.4088,HIGH,synthetic-pd-v1.0
RISK0000268,CUST0000062,LOAN0000268,2024-12-04,737,0.0282,LOW,synthetic-pd-v1.0
RISK0000269,CUST0000018,LOAN0000269,2026-07-31,710,0.0494,LOW,synthetic-pd-v1.0
RISK0000270,CUST0000115,LOAN0000270,2025-09-12,779,0.0115,LOW,synthetic-pd-v1.0
RISK0000271,CUST0000310,LOAN0000271,2022-04-02,697,0.0652,LOW,synthetic-pd-v1.0
RISK0000272,CUST0000177,LOAN0000272,2022-02-27,678,0.0957,LOW,synthetic-pd-v1.0
RISK0000273,CUST0000955,LOAN0000273,2021-12-27,687,0.0794,LOW,synthetic-pd-v1.0
RISK0000274,CUST0000327,LOAN0000274,2023-10-03,659,0.1376,MEDIUM,synthetic-pd-v1.0
RISK0000275,CUST0000306,LOAN0000275,2023-07-14,621,0.2687,MEDIUM,synthetic-pd-v1.0
RISK0000276,CUST0000832,LOAN0000276,2026-07-18,819,0.0049,LOW,synthetic-pd-v1.0
RISK0000277,CUST0000636,LOAN0000277,2025-10-04,592,0.4096,HIGH,synthetic-pd-v1.0
RISK0000278,CUST0000535,LOAN0000278,2025-11-23,656,0.1461,MEDIUM,synthetic-pd-v1.0
RISK0000279,CUST0000696,LOAN0000279,2023-07-23,614,0.2984,MEDIUM,synthetic-pd-v1.0
RISK0000280,CUST0000816,LOAN0000280,2025-02-09,693,0.071,LOW,synthetic-pd-v1.0
RISK0000281,CUST0000194,LOAN0000281,2023-08-18,665,0.1222,MEDIUM,synthetic-pd-v1.0
RISK0000282,CUST0000724,LOAN0000282,2023-07-23,716,0.0443,LOW,synthetic-pd-v1.0
RISK0000283,CUST0000045,LOAN0000283,2022-08-12,690,0.0753,MEDIUM,synthetic-pd-v1.0
RISK0000284,CUST0000557,LOAN0000284,2025-03-30,730,0.0329,LOW,synthetic-pd-v1.0
RISK0000285,CUST0000506,LOAN0000285,2024-07-13,698,0.0638,LOW,synthetic-pd-v1.0
RISK0000286,CUST0000607,LOAN0000286,2023-07-23,703,0.0579,LOW,synthetic-pd-v1.0
RISK0000287,CUST0000874,LOAN0000287,2025-06-09,603,0.3496,HIGH,synthetic-pd-v1.0
RISK0000288,CUST0000370,LOAN0000288,2024-05-17,767,0.0151,LOW,synthetic-pd-v1.0
RISK0000289,CUST0000790,LOAN0000289,2025-06-10,719,0.0414,LOW,synthetic-pd-v1.0
RISK0000290,CUST0000757,LOAN0000290,2021-11-12,790,0.0092,LOW,synthetic-pd-v1.0
RISK0000291,CUST0000987,LOAN0000291,2024-03-30,682,0.0887,MEDIUM,synthetic-pd-v1.0
RISK0000292,CUST0000778,LOAN0000292,2022-07-19,708,0.0519,LOW,synthetic-pd-v1.0
RISK0000293,CUST0000376,LOAN0000293,2026-01-09,748,0.0224,LOW,synthetic-pd-v1.0
RISK0000294,CUST0000925,LOAN0000294,2021-10-06,711,0.0485,LOW,synthetic-pd-v1.0
RISK0000295,CUST0000369,LOAN0000295,2023-04-01,697,0.0649,MEDIUM,synthetic-pd-v1.0
RISK0000296,CUST0000997,LOAN0000296,2024-10-06,680,0.0925,LOW,synthetic-pd-v1.0
RISK0000297,CUST0000925,LOAN0000297,2025-06-13,701,0.0607,LOW,synthetic-pd-v1.0
RISK0000298,CUST0000259,LOAN0000298,2026-04-19,596,0.3894,HIGH,synthetic-pd-v1.0
RISK0000299,CUST0000136,LOAN0000299,2021-10-03,631,0.2288,MEDIUM,synthetic-pd-v1.0
RISK0000300,CUST0000058,LOAN0000300,2026-05-16,675,0.102,MEDIUM,synthetic-pd-v1.0
RISK0000301,CUST0000438,LOAN0000301,2025-08-02,681,0.0898,LOW,synthetic-pd-v1.0
RISK0000302,CUST0000408,LOAN0000302,2026-01-05,772,0.0135,LOW,synthetic-pd-v1.0
RISK0000303,CUST0000179,LOAN0000303,2025-10-19,695,0.0679,LOW,synthetic-pd-v1.0
RISK0000304,CUST0000594,LOAN0000304,2025-03-23,685,0.0835,LOW,synthetic-pd-v1.0
RISK0000305,CUST0000286,LOAN0000305,2023-11-22,673,0.1061,LOW,synthetic-pd-v1.0
RISK0000306,CUST0000956,LOAN0000306,2024-01-04,761,0.0172,LOW,synthetic-pd-v1.0
RISK0000307,CUST0000607,LOAN0000307,2025-12-14,696,0.0673,LOW,synthetic-pd-v1.0
RISK0000308,CUST0000188,LOAN0000308,2025-03-29,758,0.018,LOW,synthetic-pd-v1.0
RISK0000309,CUST0000107,LOAN0000309,2024-03-09,634,0.2152,MEDIUM,synthetic-pd-v1.0
RISK0000310,CUST0000432,LOAN0000310,2025-01-22,783,0.0105,LOW,synthetic-pd-v1.0
RISK0000311,CUST0000689,LOAN0000311,2023-06-24,633,0.2184,MEDIUM,synthetic-pd-v1.0
RISK0000312,CUST0000352,LOAN0000312,2026-08-18,725,0.0363,LOW,synthetic-pd-v1.0
RISK0000313,CUST0000400,LOAN0000313,2025-12-18,654,0.1528,MEDIUM,synthetic-pd-v1.0
RISK0000314,CUST0000362,LOAN0000314,2026-01-21,721,0.0399,LOW,synthetic-pd-v1.0
RISK0000315,CUST0000259,LOAN0000315,2021-11-29,626,0.2472,MEDIUM,synthetic-pd-v1.0
RISK0000316,CUST0000547,LOAN0000316,2025-10-23,691,0.0744,LOW,synthetic-pd-v1.0
RISK0000317,CUST0000372,LOAN0000317,2025-05-31,537,0.6943,HIGH,synthetic-pd-v1.0
RISK0000318,CUST0000451,LOAN0000318,2022-08-13,643,0.1857,MEDIUM,synthetic-pd-v1.0
RISK0000319,CUST0000112,LOAN0000319,2023-01-30,758,0.0179,LOW,synthetic-pd-v1.0
RISK0000320,CUST0000394,LOAN0000320,2024-04-21,673,0.1046,MEDIUM,synthetic-pd-v1.0
RISK0000321,CUST0000418,LOAN0000321,2022-08-27,670,0.1113,MEDIUM,synthetic-pd-v1.0
RISK0000322,CUST0000697,LOAN0000322,2026-05-23,668,0.1152,MEDIUM,synthetic-pd-v1.0
RISK0000323,CUST0000103,LOAN0000323,2024-06-27,661,0.1332,MEDIUM,synthetic-pd-v1.0
RISK0000324,CUST0000425,LOAN0000324,2025-06-25,778,0.0118,LOW,synthetic-pd-v1.0
RISK0000325,CUST0000206,LOAN0000325,2025-07-19,756,0.0188,LOW,synthetic-pd-v1.0
RISK0000326,CUST0000348,LOAN0000326,2024-12-17,734,0.0304,LOW,synthetic-pd-v1.0
RISK0000327,CUST0000225,LOAN0000327,2022-05-24,712,0.0482,LOW,synthetic-pd-v1.0
RISK0000328,CUST0000176,LOAN0000328,2024-08-15,438,0.9519,HIGH,synthetic-pd-v1.0
RISK0000329,CUST0000886,LOAN0000329,2022-09-05,746,0.0234,LOW,synthetic-pd-v1.0
RISK0000330,CUST0000949,LOAN0000330,2026-08-01,742,0.0255,LOW,synthetic-pd-v1.0
RISK0000331,CUST0000879,LOAN0000331,2023-04-03,621,0.2694,MEDIUM,synthetic-pd-v1.0
RISK0000332,CUST0000127,LOAN0000332,2023-03-05,742,0.0252,LOW,synthetic-pd-v1.0
RISK0000333,CUST0000449,LOAN0000333,2023-03-10,679,0.094,LOW,synthetic-pd-v1.0
RISK0000334,CUST0000824,LOAN0000334,2025-01-01,604,0.3455,HIGH,synthetic-pd-v1.0
RISK0000335,CUST0000661,LOAN0000335,2025-10-01,657,0.1434,MEDIUM,synthetic-pd-v1.0
RISK0000336,CUST0000690,LOAN0000336,2024-10-23,747,0.0232,LOW,synthetic-pd-v1.0
RISK0000337,CUST0000035,LOAN0000337,2023-08-26,705,0.0556,LOW,synthetic-pd-v1.0
RISK0000338,CUST0000083,LOAN0000338,2023-06-28,786,0.0099,LOW,synthetic-pd-v1.0
RISK0000339,CUST0000384,LOAN0000339,2023-03-22,664,0.1251,MEDIUM,synthetic-pd-v1.0
RISK0000340,CUST0000532,LOAN0000340,2025-09-19,634,0.2157,MEDIUM,synthetic-pd-v1.0
RISK0000341,CUST0000276,LOAN0000341,2026-06-28,775,0.0127,LOW,synthetic-pd-v1.0
RISK0000342,CUST0000666,LOAN0000342,2025-10-10,655,0.1479,MEDIUM,synthetic-pd-v1.0
RISK0000343,CUST0000618,LOAN0000343,2022-10-31,694,0.069,LOW,synthetic-pd-v1.0
RISK0000344,CUST0000304,LOAN0000344,2026-07-05,706,0.0547,LOW,synthetic-pd-v1.0
RISK0000345,CUST0000724,LOAN0000345,2023-02-25,684,0.085,LOW,synthetic-pd-v1.0
RISK0000346,CUST0000988,LOAN0000346,2023-02-01,725,0.0367,LOW,synthetic-pd-v1.0
RISK0000347,CUST0000702,LOAN0000347,2024-11-28,750,0.0213,LOW,synthetic-pd-v1.0
RISK0000348,CUST0000228,LOAN0000348,2022-11-13,654,0.1507,MEDIUM,synthetic-pd-v1.0
RISK0000349,CUST0000776,LOAN0000349,2025-04-08,707,0.0534,LOW,synthetic-pd-v1.0
RISK0000350,CUST0000987,LOAN0000350,2023-05-16,648,0.1698,MEDIUM,synthetic-pd-v1.0
RISK0000351,CUST0000434,LOAN0000351,2022-04-01,600,0.3685,HIGH,synthetic-pd-v1.0
RISK0000352,CUST0000034,LOAN0000352,2026-03-27,796,0.008,LOW,synthetic-pd-v1.0
RISK0000353,CUST0000832,LOAN0000353,2021-09-29,828,0.004,LOW,synthetic-pd-v1.0
RISK0000354,CUST0000677,LOAN0000354,2024-07-08,774,0.0129,LOW,synthetic-pd-v1.0
RISK0000355,CUST0000771,LOAN0000355,2025-01-24,552,0.6207,HIGH,synthetic-pd-v1.0
RISK0000356,CUST0000951,LOAN0000356,2023-04-16,719,0.0414,LOW,synthetic-pd-v1.0
RISK0000357,CUST0000439,LOAN0000357,2026-02-12,762,0.0165,LOW,synthetic-pd-v1.0
RISK0000358,CUST0000899,LOAN0000358,2024-09-06,701,0.0605,LOW,synthetic-pd-v1.0
RISK0000359,CUST0000161,LOAN0000359,2026-01-30,611,0.3117,HIGH,synthetic-pd-v1.0
RISK0000360,CUST0000875,LOAN0000360,2023-06-28,594,0.3956,HIGH,synthetic-pd-v1.0
RISK0000361,CUST0000306,LOAN0000361,2024-05-04,639,0.1983,MEDIUM,synthetic-pd-v1.0
RISK0000362,CUST0000964,LOAN0000362,2023-01-20,794,0.0083,LOW,synthetic-pd-v1.0
RISK0000363,CUST0000783,LOAN0000363,2022-02-24,634,0.2177,MEDIUM,synthetic-pd-v1.0
RISK0000364,CUST0000322,LOAN0000364,2023-11-03,780,0.0112,LOW,synthetic-pd-v1.0
RISK0000365,CUST0000603,LOAN0000365,2026-04-03,723,0.0385,LOW,synthetic-pd-v1.0
RISK0000366,CUST0000111,LOAN0000366,2023-02-07,650,0.1616,MEDIUM,synthetic-pd-v1.0
RISK0000367,CUST0000236,LOAN0000367,2025-07-18,723,0.0378,LOW,synthetic-pd-v1.0
RISK0000368,CUST0000389,LOAN0000368,2025-03-17,575,0.5005,HIGH,synthetic-pd-v1.0
RISK0000369,CUST0000699,LOAN0000369,2022-10-16,638,0.2019,MEDIUM,synthetic-pd-v1.0
RISK0000370,CUST0000869,LOAN0000370,2023-04-27,662,0.131,MEDIUM,synthetic-pd-v1.0
RISK0000371,CUST0000522,LOAN0000371,2021-12-05,693,0.0707,LOW,synthetic-pd-v1.0
RISK0000372,CUST0000689,LOAN0000372,2025-02-17,667,0.1174,MEDIUM,synthetic-pd-v1.0
RISK0000373,CUST0000783,LOAN0000373,2024-03-26,651,0.1594,MEDIUM,synthetic-pd-v1.0
RISK0000374,CUST0000475,LOAN0000374,2024-04-21,783,0.0106,LOW,synthetic-pd-v1.0
RISK0000375,CUST0000107,LOAN0000375,2022-06-02,682,0.089,LOW,synthetic-pd-v1.0
RISK0000376,CUST0000064,LOAN0000376,2026-06-26,653,0.153,MEDIUM,synthetic-pd-v1.0
RISK0000377,CUST0000186,LOAN0000377,2021-11-17,734,0.0299,LOW,synthetic-pd-v1.0
RISK0000378,CUST0000321,LOAN0000378,2024-02-07,654,0.1528,MEDIUM,synthetic-pd-v1.0
RISK0000379,CUST0000174,LOAN0000379,2026-03-01,678,0.0951,LOW,synthetic-pd-v1.0
RISK0000380,CUST0000036,LOAN0000380,2024-03-27,689,0.0769,LOW,synthetic-pd-v1.0
RISK0000381,CUST0000477,LOAN0000381,2025-07-06,747,0.0229,LOW,synthetic-pd-v1.0
RISK0000382,CUST0000508,LOAN0000382,2024-07-01,777,0.012,LOW,synthetic-pd-v1.0
RISK0000383,CUST0000736,LOAN0000383,2024-12-29,503,0.8266,HIGH,synthetic-pd-v1.0
RISK0000384,CUST0000497,LOAN0000384,2025-03-30,734,0.0305,LOW,synthetic-pd-v1.0
RISK0000385,CUST0000435,LOAN0000385,2021-11-27,631,0.2294,MEDIUM,synthetic-pd-v1.0
RISK0000386,CUST0000481,LOAN0000386,2022-04-10,631,0.2262,MEDIUM,synthetic-pd-v1.0
RISK0000387,CUST0000070,LOAN0000387,2023-10-14,667,0.1181,LOW,synthetic-pd-v1.0
RISK0000388,CUST0000135,LOAN0000388,2023-01-11,718,0.0425,LOW,synthetic-pd-v1.0
RISK0000389,CUST0000725,LOAN0000389,2025-07-07,697,0.0658,LOW,synthetic-pd-v1.0
RISK0000390,CUST0000310,LOAN0000390,2023-07-22,720,0.0405,LOW,synthetic-pd-v1.0
RISK0000391,CUST0000702,LOAN0000391,2026-05-09,788,0.0095,LOW,synthetic-pd-v1.0
RISK0000392,CUST0000563,LOAN0000392,2023-10-25,719,0.0418,LOW,synthetic-pd-v1.0
RISK0000393,CUST0000289,LOAN0000393,2026-07-18,796,0.008,LOW,synthetic-pd-v1.0
RISK0000394,CUST0000050,LOAN0000394,2021-11-20,684,0.0844,LOW,synthetic-pd-v1.0
RISK0000395,CUST0000169,LOAN0000395,2025-06-09,696,0.0673,LOW,synthetic-pd-v1.0
RISK0000396,CUST0000533,LOAN0000396,2025-06-09,705,0.0554,LOW,synthetic-pd-v1.0
RISK0000397,CUST0000714,LOAN0000397,2024-01-17,740,0.0264,LOW,synthetic-pd-v1.0
RISK0000398,CUST0000546,LOAN0000398,2026-05-28,732,0.0317,LOW,synthetic-pd-v1.0
RISK0000399,CUST0000797,LOAN0000399,2023-09-21,581,0.4676,HIGH,synthetic-pd-v1.0
RISK0000400,CUST0000250,LOAN0000400,2026-08-25,627,0.2425,MEDIUM,synthetic-pd-v1.0
RISK0000401,CUST0000745,LOAN0000401,2026-06-05,642,0.1898,MEDIUM,synthetic-pd-v1.0
RISK0000402,CUST0000072,LOAN0000402,2024-10-29,654,0.1523,MEDIUM,synthetic-pd-v1.0
RISK0000403,CUST0000115,LOAN0000403,2022-02-16,788,0.0095,LOW,synthetic-pd-v1.0
RISK0000404,CUST0000215,LOAN0000404,2025-04-28,704,0.057,LOW,synthetic-pd-v1.0
RISK0000405,CUST0000584,LOAN0000405,2026-05-04,747,0.0228,LOW,synthetic-pd-v1.0
RISK0000406,CUST0000519,LOAN0000406,2023-11-07,754,0.0198,LOW,synthetic-pd-v1.0
RISK0000407,CUST0000624,LOAN0000407,2024-08-22,773,0.0131,LOW,synthetic-pd-v1.0
RISK0000408,CUST0000493,LOAN0000408,2025-04-20,572,0.5145,HIGH,synthetic-pd-v1.0
RISK0000409,CUST0000196,LOAN0000409,2022-09-02,685,0.0831,LOW,synthetic-pd-v1.0
RISK0000410,CUST0000712,LOAN0000410,2022-05-16,639,0.1984,MEDIUM,synthetic-pd-v1.0
RISK0000411,CUST0000531,LOAN0000411,2024-03-10,733,0.0306,LOW,synthetic-pd-v1.0
RISK0000412,CUST0000828,LOAN0000412,2022-05-02,689,0.0761,LOW,synthetic-pd-v1.0
RISK0000413,CUST0000242,LOAN0000413,2025-10-18,720,0.0407,LOW,synthetic-pd-v1.0
RISK0000414,CUST0000003,LOAN0000414,2025-02-08,735,0.0297,LOW,synthetic-pd-v1.0
RISK0000415,CUST0000528,LOAN0000415,2025-03-21,525,0.7468,HIGH,synthetic-pd-v1.0
RISK0000416,CUST0000611,LOAN0000416,2022-04-05,516,0.7836,HIGH,synthetic-pd-v1.0
RISK0000417,CUST0000487,LOAN0000417,2023-08-14,557,0.5971,HIGH,synthetic-pd-v1.0
RISK0000418,CUST0000918,LOAN0000418,2022-01-10,647,0.1711,MEDIUM,synthetic-pd-v1.0
RISK0000419,CUST0000808,LOAN0000419,2026-03-05,699,0.0628,LOW,synthetic-pd-v1.0
RISK0000420,CUST0000602,LOAN0000420,2026-08-08,736,0.0291,LOW,synthetic-pd-v1.0
RISK0000421,CUST0000034,LOAN0000421,2025-07-13,756,0.0187,LOW,synthetic-pd-v1.0
RISK0000422,CUST0000388,LOAN0000422,2022-06-11,821,0.0046,LOW,synthetic-pd-v1.0
RISK0000423,CUST0000564,LOAN0000423,2024-02-19,568,0.538,HIGH,synthetic-pd-v1.0
RISK0000424,CUST0000831,LOAN0000424,2024-12-05,740,0.0267,LOW,synthetic-pd-v1.0
RISK0000425,CUST0000755,LOAN0000425,2023-11-29,608,0.3282,HIGH,synthetic-pd-v1.0
RISK0000426,CUST0000297,LOAN0000426,2021-12-13,715,0.0449,LOW,synthetic-pd-v1.0
RISK0000427,CUST0000568,LOAN0000427,2026-06-12,762,0.0166,LOW,synthetic-pd-v1.0
RISK0000428,CUST0000264,LOAN0000428,2025-08-03,634,0.2165,MEDIUM,synthetic-pd-v1.0
RISK0000429,CUST0000782,LOAN0000429,2023-11-25,726,0.0355,LOW,synthetic-pd-v1.0
RISK0000430,CUST0000464,LOAN0000430,2026-06-25,742,0.0257,LOW,synthetic-pd-v1.0
RISK0000431,CUST0000662,LOAN0000431,2024-06-07,774,0.013,LOW,synthetic-pd-v1.0
RISK0000432,CUST0000070,LOAN0000432,2024-03-24,623,0.2603,MEDIUM,synthetic-pd-v1.0
RISK0000433,CUST0000036,LOAN0000433,2026-05-26,726,0.0357,LOW,synthetic-pd-v1.0
RISK0000434,CUST0000010,LOAN0000434,2023-06-03,648,0.1687,MEDIUM,synthetic-pd-v1.0
RISK0000435,CUST0000593,LOAN0000435,2026-01-29,710,0.05,LOW,synthetic-pd-v1.0
RISK0000436,CUST0000075,LOAN0000436,2024-01-12,673,0.1056,MEDIUM,synthetic-pd-v1.0
RISK0000437,CUST0000668,LOAN0000437,2025-06-17,773,0.013,LOW,synthetic-pd-v1.0
RISK0000438,CUST0000804,LOAN0000438,2026-03-08,508,0.8123,HIGH,synthetic-pd-v1.0
RISK0000439,CUST0000280,LOAN0000439,2023-11-19,668,0.1161,MEDIUM,synthetic-pd-v1.0
RISK0000440,CUST0000395,LOAN0000440,2022-07-22,679,0.0944,MEDIUM,synthetic-pd-v1.0
RISK0000441,CUST0000705,LOAN0000441,2023-11-10,702,0.0589,LOW,synthetic-pd-v1.0
RISK0000442,CUST0000745,LOAN0000442,2022-12-01,614,0.3012,HIGH,synthetic-pd-v1.0
RISK0000443,CUST0000791,LOAN0000443,2024-02-29,743,0.0248,LOW,synthetic-pd-v1.0
RISK0000444,CUST0000147,LOAN0000444,2025-10-01,663,0.1281,MEDIUM,synthetic-pd-v1.0
RISK0000445,CUST0000768,LOAN0000445,2025-06-18,755,0.0195,LOW,synthetic-pd-v1.0
RISK0000446,CUST0000045,LOAN0000446,2026-06-09,705,0.0549,LOW,synthetic-pd-v1.0
RISK0000447,CUST0000186,LOAN0000447,2025-06-14,708,0.0519,LOW,synthetic-pd-v1.0
RISK0000448,CUST0000906,LOAN0000448,2026-08-22,719,0.0411,LOW,synthetic-pd-v1.0
RISK0000449,CUST0000617,LOAN0000449,2022-04-16,773,0.0131,LOW,synthetic-pd-v1.0
RISK0000450,CUST0000307,LOAN0000450,2023-05-01,798,0.0076,LOW,synthetic-pd-v1.0
RISK0000451,CUST0000882,LOAN0000451,2022-11-19,647,0.1716,MEDIUM,synthetic-pd-v1.0
RISK0000452,CUST0000389,LOAN0000452,2024-11-05,545,0.6585,HIGH,synthetic-pd-v1.0
RISK0000453,CUST0000869,LOAN0000453,2021-12-10,680,0.0916,MEDIUM,synthetic-pd-v1.0
RISK0000454,CUST0000926,LOAN0000454,2025-02-28,685,0.0838,LOW,synthetic-pd-v1.0
RISK0000455,CUST0000819,LOAN0000455,2026-04-02,659,0.1388,LOW,synthetic-pd-v1.0
RISK0000456,CUST0000220,LOAN0000456,2022-08-03,696,0.0672,LOW,synthetic-pd-v1.0
RISK0000457,CUST0000181,LOAN0000457,2024-08-25,745,0.0239,LOW,synthetic-pd-v1.0
RISK0000458,CUST0000426,LOAN0000458,2025-06-12,753,0.0203,LOW,synthetic-pd-v1.0
RISK0000459,CUST0000783,LOAN0000459,2024-10-05,677,0.0967,LOW,synthetic-pd-v1.0
RISK0000460,CUST0000560,LOAN0000460,2026-08-26,351,0.9926,HIGH,synthetic-pd-v1.0
RISK0000461,CUST0000893,LOAN0000461,2023-08-25,482,0.8834,HIGH,synthetic-pd-v1.0
RISK0000462,CUST0000397,LOAN0000462,2024-03-27,680,0.0926,LOW,synthetic-pd-v1.0
RISK0000463,CUST0000684,LOAN0000463,2022-03-29,595,0.3919,HIGH,synthetic-pd-v1.0
RISK0000464,CUST0000434,LOAN0000464,2025-08-03,601,0.3597,HIGH,synthetic-pd-v1.0
RISK0000465,CUST0000519,LOAN0000465,2024-10-07,757,0.0186,LOW,synthetic-pd-v1.0
RISK0000466,CUST0000967,LOAN0000466,2025-01-28,765,0.0156,LOW,synthetic-pd-v1.0
RISK0000467,CUST0000635,LOAN0000467,2024-06-01,717,0.0436,LOW,synthetic-pd-v1.0
RISK0000468,CUST0000469,LOAN0000468,2025-09-07,683,0.0859,LOW,synthetic-pd-v1.0
RISK0000469,CUST0000772,LOAN0000469,2021-11-22,699,0.063,LOW,synthetic-pd-v1.0
RISK0000470,CUST0000725,LOAN0000470,2022-04-01,688,0.0789,LOW,synthetic-pd-v1.0
RISK0000471,CUST0000761,LOAN0000471,2024-10-05,677,0.0975,LOW,synthetic-pd-v1.0
RISK0000472,CUST0000609,LOAN0000472,2025-07-08,548,0.6427,HIGH,synthetic-pd-v1.0
RISK0000473,CUST0000340,LOAN0000473,2021-09-27,747,0.023,LOW,synthetic-pd-v1.0
RISK0000474,CUST0000773,LOAN0000474,2026-09-01,686,0.0808,LOW,synthetic-pd-v1.0
RISK0000475,CUST0000608,LOAN0000475,2026-07-28,739,0.0269,LOW,synthetic-pd-v1.0
RISK0000476,CUST0000898,LOAN0000476,2025-07-17,831,0.0037,LOW,synthetic-pd-v1.0
RISK0000477,CUST0000436,LOAN0000477,2022-03-21,495,0.8514,HIGH,synthetic-pd-v1.0
RISK0000478,CUST0000586,LOAN0000478,2024-07-13,577,0.4868,HIGH,synthetic-pd-v1.0
RISK0000479,CUST0000957,LOAN0000479,2025-07-30,613,0.3051,MEDIUM,synthetic-pd-v1.0
RISK0000480,CUST0000765,LOAN0000480,2024-10-06,693,0.0715,LOW,synthetic-pd-v1.0
RISK0000481,CUST0000429,LOAN0000481,2023-07-02,759,0.0177,LOW,synthetic-pd-v1.0
RISK0000482,CUST0000004,LOAN0000482,2026-06-29,669,0.115,MEDIUM,synthetic-pd-v1.0
RISK0000483,CUST0000418,LOAN0000483,2022-12-05,691,0.0744,LOW,synthetic-pd-v1.0
RISK0000484,CUST0000147,LOAN0000484,2025-02-17,714,0.0462,LOW,synthetic-pd-v1.0
RISK0000485,CUST0000678,LOAN0000485,2022-12-01,576,0.4955,HIGH,synthetic-pd-v1.0
RISK0000486,CUST0000898,LOAN0000486,2025-12-12,773,0.0131,LOW,synthetic-pd-v1.0
RISK0000487,CUST0000416,LOAN0000487,2026-08-06,629,0.2339,MEDIUM,synthetic-pd-v1.0
RISK0000488,CUST0000052,LOAN0000488,2023-08-11,700,0.0614,LOW,synthetic-pd-v1.0
RISK0000489,CUST0000219,LOAN0000489,2024-02-22,688,0.0778,LOW,synthetic-pd-v1.0
RISK0000490,CUST0000017,LOAN0000490,2023-05-27,690,0.0747,MEDIUM,synthetic-pd-v1.0
RISK0000491,CUST0000360,LOAN0000491,2023-10-12,644,0.1806,MEDIUM,synthetic-pd-v1.0
RISK0000492,CUST0000089,LOAN0000492,2024-10-29,607,0.3317,HIGH,synthetic-pd-v1.0
RISK0000493,CUST0000307,LOAN0000493,2021-12-20,760,0.0172,LOW,synthetic-pd-v1.0
RISK0000494,CUST0000188,LOAN0000494,2022-07-24,724,0.0376,LOW,synthetic-pd-v1.0
RISK0000495,CUST0000046,LOAN0000495,2025-11-11,699,0.0623,LOW,synthetic-pd-v1.0
RISK0000496,CUST0000211,LOAN0000496,2024-12-25,597,0.3812,HIGH,synthetic-pd-v1.0
RISK0000497,CUST0000929,LOAN0000497,2021-10-09,623,0.2617,MEDIUM,synthetic-pd-v1.0
RISK0000498,CUST0000045,LOAN0000498,2026-04-28,661,0.1317,MEDIUM,synthetic-pd-v1.0
RISK0000499,CUST0000110,LOAN0000499,2024-08-01,712,0.0482,LOW,synthetic-pd-v1.0
RISK0000500,CUST0000918,LOAN0000500,2024-02-14,674,0.1041,MEDIUM,synthetic-pd-v1.0
RISK0000501,CUST0000055,LOAN0000501,2024-07-02,723,0.0379,LOW,synthetic-pd-v1.0
RISK0000502,CUST0000631,LOAN0000502,2025-08-22,769,0.0143,LOW,synthetic-pd-v1.0
RISK0000503,CUST0000314,LOAN0000503,2024-12-14,750,0.0215,LOW,synthetic-pd-v1.0
RISK0000504,CUST0000953,LOAN0000504,2025-03-19,734,0.03,LOW,synthetic-pd-v1.0
RISK0000505,CUST0000062,LOAN0000505,2023-02-15,732,0.0316,LOW,synthetic-pd-v1.0
RISK0000506,CUST0000630,LOAN0000506,2024-10-11,688,0.0786,MEDIUM,synthetic-pd-v1.0
RISK0000507,CUST0000835,LOAN0000507,2026-07-15,796,0.008,LOW,synthetic-pd-v1.0
RISK0000508,CUST0000151,LOAN0000508,2022-09-20,570,0.5291,HIGH,synthetic-pd-v1.0
RISK0000509,CUST0000598,LOAN0000509,2024-10-22,703,0.058,LOW,synthetic-pd-v1.0
RISK0000510,CUST0000702,LOAN0000510,2025-04-22,740,0.0264,LOW,synthetic-pd-v1.0
RISK0000511,CUST0000465,LOAN0000511,2025-09-17,766,0.0154,LOW,synthetic-pd-v1.0
RISK0000512,CUST0000817,LOAN0000512,2024-12-14,677,0.0977,LOW,synthetic-pd-v1.0
RISK0000513,CUST0000621,LOAN0000513,2023-07-30,727,0.0347,LOW,synthetic-pd-v1.0
RISK0000514,CUST0000224,LOAN0000514,2022-03-19,701,0.0599,LOW,synthetic-pd-v1.0
RISK0000515,CUST0000228,LOAN0000515,2025-10-22,675,0.1012,MEDIUM,synthetic-pd-v1.0
RISK0000516,CUST0000138,LOAN0000516,2025-12-04,675,0.1014,LOW,synthetic-pd-v1.0
RISK0000517,CUST0000661,LOAN0000517,2025-09-25,646,0.1747,MEDIUM,synthetic-pd-v1.0
