credit_history_id,customer_id,record_date,credit_score,total_outstanding_debt,credit_utilization,number_of_open_accounts,number_of_closed_accounts,previous_defaults,previous_late_payments
CRHIST0000785,CUST0000252,2024-02-24,787.0,17381.61,0.5876,7,4,0,0
CRHIST0000786,CUST0000252,2024-04-22,773.0,17064.84,0.5548,2,2,0,0
CRHIST0000787,CUST0000252,2024-12-30,755.0,13502.61,0.3946,2,2,0,0
CRHIST0000788,CUST0000253,2024-09-29,717.0,36082.02,0.4307,7,2,0,0
CRHIST0000789,CUST0000254,2025-03-06,727.0,3215.32,0.1399,3,3,0,0
CRHIST0000790,CUST0000254,2025-05-03,723.0,10784.73,0.564,4,4,0,0
CRHIST0000791,CUST0000254,2025-08-18,713.0,4750.84,0.2828,2,1,0,0
CRHIST0000792,CUST0000254,2025-09-20,715.0,6134.55,0.5083,2,2,0,0
CRHIST0000793,CUST0000254,2025-11-28,727.0,6494.8,0.3446,0,2,0,2
CRHIST0000794,CUST0000255,2019-05-20,625.0,2998.29,0.1524,2,1,0,0
CRHIST0000795,CUST0000255,2020-12-05,614.0,6429.52,0.2956,2,0,0,0
CRHIST0000796,CUST0000256,2025-01-30,731.0,21893.97,0.6097,4,2,0,0
CRHIST0000797,CUST0000256,2025-03-13,736.0,12156.47,0.3914,1,1,0,0
CRHIST0000798,CUST0000256,2025-04-15,732.0,8171.05,0.3643,1,3,0,0
CRHIST0000799,CUST0000256,2025-06-14,739.0,8828.51,0.3195,2,1,0,0
CRHIST0000800,CUST0000256,2025-07-03,735.0,13011.24,0.3722,2,1,0,0
CRHIST0000801,CUST0000257,2021-02-21,759.0,5793.11,0.5362,0,5,0,0
CRHIST0000802,CUST0000258,2024-05-22,708.0,7117.63,0.4558,5,3,0,0
CRHIST0000803,CUST0000258,2024-08-14,707.0,3232.68,0.2296,7,1,0,0
CRHIST0000804,CUST0000258,2024-09-17,711.0,2817.38,0.1608,5,1,0,0
CRHIST0000805,CUST0000259,2026-07-19,594.0,6066.59,0.4469,3,3,0,0
CRHIST0000806,CUST0000260,2026-02-04,676.0,21646.58,0.7738,3,0,0,0
CRHIST0000807,CUST0000261,2022-05-07,749.0,17151.75,0.6381,7,4,0,0
CRHIST0000808,CUST0000262,2025-06-14,705.0,2855.26,0.1999,1,3,0,0
CRHIST0000809,CUST0000262,2025-06-15,699.0,9506.32,0.5128,4,2,0,0
CRHIST0000810,CUST0000262,2025-06-26,701.0,9955.3,0.5399,3,4,0,0
CRHIST0000811,CUST0000262,2025-10-02,701.0,273.14,0.0177,3,3,0,0
CRHIST0000812,CUST0000263,2023-10-28,673.0,6738.39,0.4713,6,1,0,0
CRHIST0000813,CUST0000263,2023-12-31,679.0,5336.26,0.3918,1,1,0,0
CRHIST0000814,CUST0000263,2024-05-28,675.0,2975.13,0.255,3,3,0,0
CRHIST0000815,CUST0000264,2021-05-05,613.0,2639.18,0.6423,4,3,0,0
CRHIST0000816,CUST0000264,2022-10-17,593.0,2422.19,0.4739,4,1,0,0
CRHIST0000817,CUST0000264,2023-07-18,602.0,3502.53,0.3533,5,0,0,0
CRHIST0000818,CUST0000264,2023-12-28,599.0,3527.33,0.4428,2,3,0,1
CRHIST0000819,CUST0000265,2020-11-27,665.0,4341.48,0.2595,6,3,0,0
CRHIST0000820,CUST0000265,2021-07-26,656.0,9833.72,0.5916,6,1,0,0
CRHIST0000821,CUST0000266,2026-05-01,741.0,,0.5232,2,2,0,0
CRHIST0000822,CUST0000267,2026-02-16,669.0,8238.52,0.4142,5,0,0,0
CRHIST0000823,CUST0000267,2026-03-03,658.0,11256.71,0.5304,4,1,0,0
CRHIST0000824,CUST0000267,2026-03-04,660.0,3535.01,0.2477,9,5,0,0
CRHIST0000825,CUST0000268,2025-12-09,632.0,3840.31,0.6082,1,2,0,0
CRHIST0000826,CUST0000268,2026-01-21,622.0,2348.56,0.4913,5,0,0,0
CRHIST0000827,CUST0000268,2026-02-27,617.0,2427.02,0.3048,5,3,0,0
CRHIST0000828,CUST0000268,2026-03-06,601.0,6285.48,0.5649,3,0,0,0
CRHIST0000829,CUST0000268,2026-03-16,611.0,4707.25,0.5584,3,2,0,0
CRHIST0000830,CUST0000269,2021-12-12,683.0,3519.92,0.4214,5,2,0,0
CRHIST0000831,CUST0000269,2022-01-28,687.0,13487.22,0.8786,4,2,0,0
CRHIST0000832,CUST0000269,2022-07-07,693.0,9818.31,0.6728,4,5,0,0
CRHIST0000833,CUST0000269,2022-12-16,700.0,8026.42,0.4816,3,4,0,0
CRHIST0000834,CUST0000269,2023-04-25,695.0,1255.83,0.1639,2,1,0,0
CRHIST0000835,CUST0000269,2023-05-01,713.0,4309.1,0.3758,1,2,0,0
CRHIST0000836,CUST0000269,2023-06-23,707.0,3444.94,0.1789,2,3,0,0
CRHIST0000837,CUST0000269,2025-09-27,715.0,4443.23,0.4025,2,3,0,0
CRHIST0000838,CUST0000270,2022-02-02,488.0,913.68,0.3572,9,3,0,0
CRHIST0000839,CUST0000271,2025-03-08,596.0,6485.52,0.396,7,2,0,0
CRHIST0000840,CUST0000271,2025-03-24,603.0,11093.09,0.6773,1,3,0,0
CRHIST0000841,CUST0000271,2025-06-18,605.0,5782.36,0.5786,4,1,1,0
CRHIST0000842,CUST0000271,2025-08-04,577.0,3814.11,0.3188,3,1,1,0
CRHIST0000843,CUST0000272,2019-08-08,679.0,2847.85,0.2957,2,2,0,0
CRHIST0000844,CUST0000272,2019-12-01,,4036.72,0.5179,2,0,0,0
CRHIST0000845,CUST0000272,2021-03-04,670.0,3771.53,0.5209,3,3,0,0
CRHIST0000846,CUST0000272,2023-02-22,675.0,616.44,0.0511,2,3,0,0
CRHIST0000847,CUST0000272,2023-11-01,688.0,2791.36,0.4295,6,1,0,0
CRHIST0000848,CUST0000273,2025-11-26,741.0,23987.34,0.6864,2,1,0,0
CRHIST0000849,CUST0000273,2025-11-26,740.0,23282.92,0.6496,3,4,0,0
CRHIST0000850,CUST0000273,2025-12-07,750.0,15679.08,0.3988,1,2,0,0
CRHIST0000851,CUST0000273,2026-01-05,757.0,2743.51,0.1098,3,4,0,0
CRHIST0000852,CUST0000273,2026-01-14,788.0,23002.31,0.5822,0,0,0,0
CRHIST0000853,CUST0000274,2024-02-13,665.0,1536.28,0.1077,5,2,0,0
CRHIST0000854,CUST0000274,2024-05-17,673.0,134.77,0.0259,5,2,0,0
CRHIST0000855,CUST0000275,2024-04-06,734.0,1353.84,0.0938,2,2,0,0
CRHIST0000856,CUST0000275,2024-11-18,728.0,2634.21,0.1972,1,2,0,0
CRHIST0000857,CUST0000275,2025-01-06,731.0,6503.44,0.2811,0,0,0,0
CRHIST0000858,CUST0000276,2022-07-04,,15745.91,0.3065,4,1,0,0
CRHIST0000859,CUST0000276,2022-11-08,723.0,0.0,0.0,5,2,0,0
CRHIST0000860,CUST0000277,2026-06-29,584.0,1213.05,0.1772,4,1,0,0
CRHIST0000861,CUST0000277,2026-07-07,579.0,8815.83,0.5979,5,4,0,2
CRHIST0000862,CUST0000277,2026-07-15,560.0,1975.45,0.228,3,1,0,3
CRHIST0000863,CUST0000277,2026-07-25,570.0,16273.51,0.9093,5,3,0,3
CRHIST0000864,CUST0000277,2026-07-26,603.0,8122.46,0.5142,4,1,0,3
CRHIST0000865,CUST0000278,2025-02-27,756.0,13417.97,0.548,2,4,0,0
CRHIST0000866,CUST0000278,2025-03-04,744.0,8425.03,0.3294,3,0,0,0
CRHIST0000867,CUST0000279,2021-02-13,640.0,3773.91,0.325,1,5,0,0
CRHIST0000868,CUST0000280,2023-04-09,684.0,4165.7,0.3775,3,0,0,0
CRHIST0000869,CUST0000280,2023-10-16,685.0,7120.38,0.6439,2,3,0,0
CRHIST0000870,CUST0000280,2024-07-17,,4162.19,0.3955,5,3,0,0
CRHIST0000871,CUST0000280,2025-03-01,695.0,8218.9,0.7385,4,3,0,0
CRHIST0000872,CUST0000280,2025-06-20,703.0,6983.53,0.5577,5,1,0,0
CRHIST0000873,CUST0000281,2025-08-29,808.0,1429.31,0.0559,1,2,0,0
CRHIST0000874,CUST0000282,2021-04-19,670.0,3886.86,0.4324,5,2,0,0
CRHIST0000875,CUST0000283,2024-12-02,657.0,7392.05,0.5438,4,5,0,0
CRHIST0000876,CUST0000283,2024-12-10,647.0,6194.75,0.4562,4,3,0,0
CRHIST0000877,CUST0000283,2025-02-28,662.0,,0.6626,4,1,0,0
CRHIST0000878,CUST0000283,2025-04-03,660.0,7011.35,0.4874,2,2,0,0
CRHIST0000879,CUST0000283,2025-05-14,656.0,2235.5,0.1965,2,2,0,0
CRHIST0000880,CUST0000284,2021-04-29,730.0,10190.16,0.379,2,3,0,0
CRHIST0000881,CUST0000285,2023-01-04,706.0,9652.65,0.2146,2,2,0,0
CRHIST0000882,CUST0000285,2023-04-18,723.0,2028.72,0.0418,3,1,0,0
CRHIST0000883,CUST0000285,2023-11-23,725.0,6820.37,0.33,2,3,0,0
CRHIST0000884,CUST0000286,2025-10-23,705.0,39.42,0.0079,5,1,0,0
CRHIST0000885,CUST0000286,2025-11-10,709.0,6785.99,0.8094,4,2,0,0
CRHIST0000886,CUST0000286,2026-03-02,722.0,3677.43,0.5182,2,3,0,0
CRHIST0000887,CUST0000287,2022-10-18,709.0,15403.51,0.3838,4,6,0,0
CRHIST0000888,CUST0000287,2022-12-31,720.0,21670.14,0.7022,8,6,0,0
CRHIST0000889,CUST0000287,2023-03-07,736.0,21233.01,0.5107,2,5,0,0
CRHIST0000890,CUST0000287,2023-03-17,717.0,13381.67,0.3976,4,3,0,0
CRHIST0000891,CUST0000288,2019-12-10,617.0,3055.67,0.5074,3,2,0,0
CRHIST0000892,CUST0000289,2019-03-12,736.0,1703.33,0.1423,3,2,0,0
CRHIST0000893,CUST0000289,2019-03-21,745.0,1908.78,0.1709,2,3,0,0
CRHIST0000894,CUST0000289,2019-08-23,759.0,2947.21,0.2544,4,1,0,0
CRHIST0000895,CUST0000289,2021-01-28,771.0,6130.18,0.6465,5,1,0,0
CRHIST0000896,CUST0000289,2021-03-31,767.0,737.37,0.0791,3,3,0,0
CRHIST0000897,CUST0000290,2024-10-07,684.0,737.34,0.083,2,4,0,0
CRHIST0000898,CUST0000290,2025-01-17,682.0,6798.64,0.718,1,0,0,2
CRHIST0000899,CUST0000291,2026-03-04,757.0,3553.97,0.0907,2,3,0,0
CRHIST0000900,CUST0000291,2026-03-29,740.0,10409.0,0.2641,2,2,0,1
CRHIST0000901,CUST0000291,2026-05-13,747.0,0.0,0.0,2,2,0,1
CRHIST0000902,CUST0000291,2026-05-26,740.0,7873.62,0.3828,4,2,0,1
CRHIST0000903,CUST0000292,2021-09-07,642.0,2518.12,0.3956,3,0,0,0
CRHIST0000904,CUST0000292,2022-05-18,650.0,7413.18,0.688,6,2,0,0
CRHIST0000905,CUST0000292,2022-07-07,647.0,2304.09,0.2705,6,1,0,0
CRHIST0000906,CUST0000293,2026-03-02,655.0,6433.76,0.4623,4,1,0,0
CRHIST0000907,CUST0000294,2024-02-01,490.0,6674.61,0.7602,4,1,0,0
CRHIST0000908,CUST0000294,2024-03-24,491.0,5132.16,0.7132,6,1,0,0
CRHIST0000909,CUST0000294,2024-10-02,483.0,3716.35,0.5671,7,1,0,0
CRHIST0000910,CUST0000295,2020-01-02,716.0,6343.22,0.5148,4,2,0,0
CRHIST0000911,CUST0000296,2023-12-05,697.0,10703.95,0.7265,1,1,0,0
CRHIST0000912,CUST0000296,2023-12-23,716.0,4980.54,0.2768,7,1,0,0
CRHIST0000913,CUST0000296,2024-01-14,697.0,9408.39,0.4872,1,3,0,0
CRHIST0000914,CUST0000296,2024-06-09,692.0,12167.02,0.6928,2,2,0,0
CRHIST0000915,CUST0000297,2026-06-12,706.0,10954.03,0.4341,4,1,0,0
CRHIST0000916,CUST0000297,2026-06-14,715.0,23230.72,0.8174,2,1,0,0
CRHIST0000917,CUST0000297,2026-06-20,726.0,16371.2,0.6252,1,1,0,0
CRHIST0000918,CUST0000297,2026-07-25,727.0,15735.7,0.4994,4,3,0,0
CRHIST0000919,CUST0000297,2026-07-30,723.0,9029.43,0.4763,3,3,0,0
CRHIST0000920,CUST0000298,2021-03-06,718.0,8178.9,0.3663,3,3,0,0
CRHIST0000921,CUST0000298,2022-05-01,710.0,9815.92,0.3721,3,2,0,0
CRHIST0000922,CUST0000298,2023-11-24,723.0,4054.84,0.316,8,0,0,0
CRHIST0000923,CUST0000299,2026-05-22,689.0,2311.72,0.1212,1,3,0,0
CRHIST0000924,CUST0000299,2026-06-04,-50.0,36338.05,0.761,3,1,0,0
CRHIST0000925,CUST0000299,2026-07-16,684.0,11025.49,0.4637,7,2,0,0
CRHIST0000926,CUST0000299,2026-07-27,689.0,3740.19,0.1281,5,2,0,0
CRHIST0000927,CUST0000299,2026-07-28,,9002.39,0.2542,6,1,0,2
CRHIST0000928,CUST0000299,2026-07-30,695.0,0.0,0.0,4,0,0,2
CRHIST0000929,CUST0000299,2026-08-03,696.0,7895.18,0.2642,1,0,0,2
CRHIST0000930,CUST0000300,2024-01-07,658.0,3380.57,0.1761,1,2,0,0
CRHIST0000931,CUST0000300,2024-08-23,674.0,8029.88,0.5218,4,3,0,0
CRHIST0000932,CUST0000300,2024-10-23,668.0,4108.84,0.1778,4,1,0,0
CRHIST0000933,CUST0000300,2025-03-20,649.0,5626.54,0.2292,2,3,0,0
CRHIST0000934,CUST0000300,2025-08-08,656.0,14381.26,0.584,5,2,0,0
CRHIST0000935,CUST0000301,2022-02-14,-50.0,1608.84,0.7821,4,1,0,0
CRHIST0000936,CUST0000301,2023-04-20,548.0,1553.78,0.8414,3,3,0,0
CRHIST0000937,CUST0000301,2024-12-10,541.0,1770.04,0.6933,6,2,0,0
CRHIST0000938,CUST0000301,2025-07-05,541.0,1011.52,0.4099,4,0,0,0
CRHIST0000939,CUST0000302,2024-07-28,698.0,7001.18,0.595,3,2,0,0
CRHIST0000940,CUST0000302,2024-10-14,687.0,8338.93,0.3227,0,1,0,0
CRHIST0000941,CUST0000302,2024-12-18,693.0,10779.91,0.5443,3,1,0,0
CRHIST0000942,CUST0000302,2025-06-23,699.0,2982.93,0.2535,6,3,0,1
CRHIST0000943,CUST0000303,2022-07-21,-27.0,4469.62,0.3407,5,2,0,0
CRHIST0000944,CUST0000303,2022-08-05,720.0,5896.95,0.274,4,1,0,0
CRHIST0000945,CUST0000303,2022-08-24,720.0,16967.76,0.6897,3,1,0,0
CRHIST0000946,CUST0000303,2024-01-01,681.0,2728.69,0.1615,5,1,0,2
CRHIST0000947,CUST0000303,2024-06-03,688.0,5613.04,0.3138,7,3,0,2
CRHIST0000948,CUST0000304,2020-03-18,697.0,5778.99,0.367,3,0,0,0
CRHIST0000949,CUST0000304,2020-10-11,695.0,943.5,0.0346,3,1,0,2
CRHIST0000950,CUST0000304,2020-12-22,702.0,9205.75,0.5085,5,1,0,3
CRHIST0000951,CUST0000304,2023-01-02,696.0,5955.03,0.2173,5,3,0,3
CRHIST0000952,CUST0000305,2025-09-14,693.0,8771.22,0.3393,5,1,0,0
CRHIST0000953,CUST0000305,2025-09-18,726.0,4607.7,0.1947,4,0,0,0
CRHIST0000954,CUST0000305,2025-09-23,-13.0,7031.4,0.396,1,1,0,0
CRHIST0000955,CUST0000305,2026-02-11,726.0,9243.18,0.3394,2,1,0,0
CRHIST0000956,CUST0000305,2026-03-23,727.0,15603.35,0.5143,3,1,0,0
CRHIST0000957,CUST0000306,2022-06-18,649.0,3255.39,0.5452,0,4,0,0
CRHIST0000958,CUST0000306,2023-02-01,636.0,462.38,0.0549,6,4,0,0
CRHIST0000959,CUST0000306,2023-07-02,639.0,5466.11,0.4591,6,2,0,0
CRHIST0000960,CUST0000307,2023-07-10,686.0,7869.32,0.4651,3,0,0,0
CRHIST0000961,CUST0000307,2024-07-09,704.0,1243.5,0.0835,2,1,0,0
CRHIST0000962,CUST0000308,2025-04-04,677.0,5024.7,0.3001,4,2,0,0
CRHIST0000963,CUST0000308,2025-05-24,672.0,7773.68,0.3717,1,1,0,0
CRHIST0000964,CUST0000308,2025-08-30,686.0,4465.24,0.3075,6,2,0,0
CRHIST0000965,CUST0000309,2020-09-01,716.0,12305.19,0.3968,1,2,0,0
CRHIST0000966,CUST0000309,2021-06-19,713.0,690.05,0.0261,5,3,0,0
CRHIST0000967,CUST0000309,2022-01-28,701.0,13033.11,0.6162,2,3,0,0
CRHIST0000968,CUST0000309,2022-05-08,703.0,5859.62,0.2241,0,2,0,0
CRHIST0000969,CUST0000310,2024-07-17,683.0,10012.08,0.4641,3,4,0,0
CRHIST0000970,CUST0000310,2024-08-15,673.0,14632.66,0.3576,4,2,0,0
CRHIST0000971,CUST0000310,2024-09-29,664.0,17353.6,0.6191,4,1,0,0
CRHIST0000972,CUST0000310,2024-11-20,672.0,4100.91,0.1925,1,2,0,0
CRHIST0000973,CUST0000310,2024-12-16,687.0,7598.08,0.326,5,0,0,0
CRHIST0000974,CUST0000310,2025-03-01,709.0,5597.7,0.2874,1,3,0,0
CRHIST0000975,CUST0000310,2025-08-06,692.0,5346.66,0.1768,1,1,0,0
CRHIST0000976,CUST0000311,2022-05-28,639.0,4156.56,0.3397,3,1,0,0
CRHIST0000977,CUST0000311,2022-10-11,641.0,,0.222,6,3,0,0
CRHIST0000978,CUST0000311,2023-01-03,871.0,4225.35,0.3213,8,2,0,0
CRHIST0000979,CUST0000311,2023-01-22,628.0,2493.46,0.1257,4,1,0,0
CRHIST0000980,CUST0000312,2023-03-02,743.0,7486.22,0.3557,2,1,0,0
CRHIST0000981,CUST0000312,2024-01-24,733.0,11525.13,0.5618,2,1,0,0
CRHIST0000982,CUST0000312,2024-09-17,738.0,9309.65,0.586,2,1,0,0
CRHIST0000983,CUST0000313,2022-12-18,641.0,1790.41,0.3431,4,2,0,0
CRHIST0000984,CUST0000313,2023-03-12,638.0,917.4,0.1467,4,5,0,0
CRHIST0000985,CUST0000313,2023-09-10,,3060.09,0.6659,10,2,0,2
CRHIST0000986,CUST0000313,2023-11-23,617.0,2429.13,0.4557,2,0,0,2
CRHIST0000987,CUST0000314,2024-12-26,769.0,7481.22,0.1378,2,3,0,0
CRHIST0000988,CUST0000314,2025-05-25,754.0,18786.14,0.3739,6,3,0,0
CRHIST0000989,CUST0000315,2020-07-23,536.0,1697.43,0.6298,11,1,0,0
CRHIST0000990,CUST0000315,2020-08-25,512.0,1339.57,0.6097,2,2,0,0
CRHIST0000991,CUST0000315,2021-07-11,520.0,418.64,0.141,7,0,0,0
CRHIST0000992,CUST0000315,2021-09-30,538.0,1524.7,0.6665,6,2,0,1
CRHIST0000993,CUST0000315,2022-08-05,530.0,609.16,0.2855,7,2,1,2
CRHIST0000994,CUST0000316,2020-05-04,659.0,5671.32,0.5004,9,2,0,0
CRHIST0000995,CUST0000316,2021-01-29,656.0,5272.96,0.4281,3,4,0,0
CRHIST0000996,CUST0000317,2022-02-27,600.0,2547.55,0.3159,12,1,0,0
CRHIST0000997,CUST0000318,2020-10-25,484.0,545.02,0.5249,5,1,0,0
CRHIST0000998,CUST0000318,2021-01-14,487.0,1273.5,0.5873,3,1,0,1
CRHIST0000999,CUST0000318,2021-08-21,470.0,303.76,0.3237,6,2,0,1
CRHIST0001000,CUST0000318,2023-01-15,473.0,388.59,0.3723,3,0,0,1
CRHIST0001001,CUST0000319,2020-12-03,687.0,9678.57,0.1806,4,5,0,2
CRHIST0001002,CUST0000320,2025-01-10,679.0,3740.17,0.3308,3,4,0,0
CRHIST0001003,CUST0000320,2025-02-11,711.0,2668.48,0.3677,3,2,0,0
CRHIST0001004,CUST0000321,2025-04-17,676.0,7214.68,0.8974,1,1,0,0
CRHIST0001005,CUST0000321,2025-06-12,648.0,2099.5,0.2889,6,1,0,0
CRHIST0001006,CUST0000321,2025-07-23,644.0,2649.88,0.3651,3,4,0,0
CRHIST0001007,CUST0000321,2025-10-08,630.0,3880.93,0.4118,5,0,0,0
CRHIST0001008,CUST0000321,2025-12-10,,4210.2,0.5159,3,0,0,0
CRHIST0001009,CUST0000322,2024-06-11,646.0,11928.43,0.5706,7,2,0,0
CRHIST0001010,CUST0000322,2024-08-17,650.0,10393.4,0.5285,2,4,0,0
CRHIST0001011,CUST0000322,2024-11-08,649.0,9661.2,0.384,3,1,0,0
CRHIST0001012,CUST0000322,2025-03-08,667.0,2733.95,0.2295,5,0,0,0
CRHIST0001013,CUST0000322,2025-04-07,686.0,1216.78,0.0835,4,3,0,0
CRHIST0001014,CUST0000323,2022-01-09,537.0,5361.19,0.6135,4,3,0,0
CRHIST0001015,CUST0000324,2025-04-17,706.0,8256.36,0.7278,5,2,0,0
CRHIST0001016,CUST0000325,2022-11-18,775.0,5429.13,0.1586,5,0,0,0
CRHIST0001017,CUST0000325,2024-06-01,766.0,15395.98,0.564,6,4,0,0
CRHIST0001018,CUST0000325,2024-07-21,777.0,29434.43,0.6433,6,4,0,0
CRHIST0001019,CUST0000325,2025-03-10,750.0,27584.92,0.6036,5,3,0,0
CRHIST0001020,CUST0000326,2020-06-05,730.0,5102.64,0.2959,7,1,0,0
CRHIST0001021,CUST0000326,2020-07-17,722.0,5751.02,0.3144,6,4,0,0
CRHIST0001022,CUST0000326,2021-07-05,886.0,4379.06,0.3773,3,3,0,0
CRHIST0001023,CUST0000326,2022-09-09,714.0,17765.88,0.7508,5,3,0,0
CRHIST0001024,CUST0000327,2024-12-09,615.0,3212.38,0.5558,6,0,0,0
CRHIST0001025,CUST0000327,2024-12-20,618.0,793.42,0.2289,5,0,0,2
CRHIST0001026,CUST0000327,2025-02-14,642.0,2252.28,0.3444,7,3,0,2
CRHIST0001027,CUST0000327,2025-02-17,664.0,1327.68,0.3671,4,3,0,2
CRHIST0001028,CUST0000328,2023-02-26,721.0,3652.67,0.2352,3,6,0,0
CRHIST0001029,CUST0000328,2023-02-28,719.0,8716.8,0.5182,4,2,0,0
CRHIST0001030,CUST0000329,2023-05-12,579.0,878.45,0.1322,4,0,0,0
CRHIST0001031,CUST0000329,2023-09-21,571.0,4558.76,0.7156,3,3,0,0
CRHIST0001032,CUST0000329,2024-06-16,545.0,2097.84,0.4773,3,2,0,0
CRHIST0001033,CUST0000329,2025-05-19,565.0,1734.51,0.4472,6,1,0,0
CRHIST0001034,CUST0000330,2024-05-15,704.0,1566.27,0.1176,6,4,0,0
CRHIST0001035,CUST0000330,2024-07-20,688.0,7709.05,0.48,6,2,0,0
CRHIST0001036,CUST0000331,2024-12-26,704.0,9433.29,0.4799,4,2,0,0
CRHIST0001037,CUST0000331,2025-02-12,713.0,6332.94,0.4896,9,2,0,1
CRHIST0001038,CUST0000331,2025-02-22,-27.0,3764.45,0.1631,2,4,0,1
CRHIST0001039,CUST0000331,2025-03-15,715.0,1538.74,0.0856,1,4,0,1
CRHIST0001040,CUST0000331,2025-05-18,729.0,7867.35,0.3789,4,2,0,1
CRHIST0001041,CUST0000332,2021-07-19,711.0,7857.37,0.3131,5,6,0,0
CRHIST0001042,CUST0000332,2022-09-02,708.0,7069.86,0.3099,1,1,0,0
CRHIST0001043,CUST0000332,2023-08-10,709.0,545.61,0.0381,6,1,0,0
CRHIST0001044,CUST0000333,2020-03-25,742.0,3057.34,0.1501,7,3,0,0
CRHIST0001045,CUST0000334,2022-12-14,751.0,11793.76,0.471,2,3,0,0
CRHIST0001046,CUST0000334,2023-11-17,730.0,7187.01,0.2969,4,1,0,0
CRHIST0001047,CUST0000335,2020-07-31,712.0,16505.87,0.566,3,0,0,0
CRHIST0001048,CUST0000335,2020-10-10,715.0,12641.08,0.3043,1,3,0,0
CRHIST0001049,CUST0000335,2022-02-10,717.0,4191.6,0.1284,2,2,0,0
CRHIST0001050,CUST0000335,2022-07-07,738.0,16846.78,0.28,4,3,0,0
CRHIST0001051,CUST0000336,2024-02-26,639.0,2729.43,0.4294,6,2,0,0
CRHIST0001052,CUST0000336,2024-08-06,635.0,1384.62,0.3354,2,3,0,0
CRHIST0001053,CUST0000336,2025-01-14,638.0,1702.37,0.3523,3,5,0,0
CRHIST0001054,CUST0000336,2025-06-03,659.0,3249.85,0.6001,3,5,0,0
CRHIST0001055,CUST0000337,2022-07-31,648.0,5941.64,0.4369,2,2,0,2
CRHIST0001056,CUST0000337,2022-10-27,650.0,4383.87,0.185,6,2,0,2
CRHIST0001057,CUST0000337,2023-05-20,658.0,10091.61,0.6453,5,1,0,2
CRHIST0001058,CUST0000338,2022-07-01,717.0,2807.31,0.3076,5,2,0,0
CRHIST0001059,CUST0000339,2023-10-08,727.0,15593.2,0.5691,2,6,0,0
CRHIST0001060,CUST0000339,2024-02-24,737.0,6946.19,0.4332,4,2,0,0
CRHIST0001061,CUST0000339,2024-09-23,714.0,3688.07,0.237,3,1,0,0
CRHIST0001062,CUST9945877,2025-02-05,675.0,12791.79,0.5669,4,1,0,0
CRHIST0001063,CUST0000339,2025-04-03,675.0,17389.02,0.6998,3,1,0,0
CRHIST0001064,CUST0000340,2021-12-15,737.0,4526.08,0.1699,5,2,0,0
CRHIST0001065,CUST0000340,2022-03-22,737.0,10404.02,0.3819,6,1,0,0
CRHIST0001066,CUST0000341,2022-02-16,-34.0,23417.37,0.5429,4,2,0,0
CRHIST0001067,CUST0000342,2021-11-27,710.0,16986.57,0.6739,1,0,0,0
CRHIST0001068,CUST0000342,2021-12-22,729.0,12234.56,0.5655,1,2,0,0
CRHIST0001069,CUST0000343,2024-05-20,736.0,11493.49,0.4669,2,1,0,0
CRHIST0001070,CUST0000343,2024-08-27,736.0,1281.29,0.0986,2,2,0,0
CRHIST0001071,CUST0000343,2024-09-12,756.0,16022.86,0.7203,7,4,0,0
CRHIST0001072,CUST0000344,2025-12-06,717.0,12166.2,0.5916,1,3,0,0
CRHIST0001073,CUST0000344,2026-01-05,746.0,14966.18,0.3698,7,4,0,0
CRHIST0001074,CUST0000345,2023-09-25,790.0,739.48,0.0629,3,1,0,0
CRHIST0001075,CUST0000345,2023-10-11,781.0,2389.53,0.2506,2,3,0,0
CRHIST0001076,CUST0000345,2024-08-26,794.0,974.49,0.0622,4,2,0,0
CRHIST0001077,CUST0000346,2021-02-08,723.0,21059.8,0.6069,5,1,0,0
CRHIST0001078,CUST0000347,2025-07-16,656.0,3103.71,0.3036,10,1,0,0
CRHIST0001079,CUST0000348,2021-08-05,692.0,4173.29,0.3137,1,1,0,0
CRHIST0001080,CUST0000349,2021-07-22,648.0,,0.1154,6,0,0,0
CRHIST0001081,CUST0000350,2019-08-22,675.0,430.2,0.1266,2,1,0,0
CRHIST0001082,CUST0000351,2025-07-21,713.0,2000.57,0.3022,2,1,0,0
CRHIST0001083,CUST0000351,2025-09-13,699.0,4574.12,0.8539,2,4,0,0
CRHIST0001084,CUST0000352,2020-08-28,778.0,14689.29,0.4979,3,1,0,0
CRHIST0001085,CUST0000353,2023-08-01,737.0,6059.18,0.0854,4,3,0,0
CRHIST0001086,CUST0000353,2023-09-07,704.0,673.86,0.0135,1,4,0,0
CRHIST0001087,CUST0000353,2023-09-09,700.0,42967.72,0.6951,5,1,0,0
CRHIST0001088,CUST0000353,2024-03-02,706.0,15930.39,0.2816,5,5,0,1
CRHIST0001089,CUST0000353,2024-05-20,706.0,34360.76,0.4441,5,4,0,1
CRHIST0001090,CUST0000354,2021-05-05,725.0,2592.99,0.1202,3,2,0,0
CRHIST0001091,CUST0000354,2022-07-06,719.0,12269.72,0.4546,6,2,0,0
CRHIST0001092,CUST0000354,2022-07-31,718.0,6845.11,0.4083,2,5,0,0
CRHIST0001093,CUST0000355,2021-02-04,676.0,1563.97,0.2235,5,3,0,0
CRHIST0001094,CUST0000355,2022-03-01,654.0,1003.72,0.1686,8,2,0,0
CRHIST0001095,CUST0000356,2023-10-06,792.0,0.0,0.0,2,2,0,0
