payment_id,loan_id,due_date,amount_due,amount_paid,payment_status
488,LN-10071,2025-02-02,2591.2,2591.2,PAID
489,LN-10026,2024-04-10,1681.62,1319.47,LATE
490,LN-10026,2024-05-10,1681.62,1681.62,PAID
491,LN-10026,2024-06-09,1681.62,1681.62,PAID
492,LN-10026,2024-07-09,1681.62,1385.58,LATE
493,LN-10026,2024-08-08,1681.62,1681.62,PAID
494,LN-10026,2024-09-07,1681.62,1681.62,PAID
495,LN-10026,2024-10-07,1681.62,1681.62,PAID
496,LN-10026,2024-11-06,1681.62,1681.62,PAID
497,LN-10246,2023-10-30,1735.0,1735.0,PAID
498,LN-10246,2023-11-29,1735.0,1735.0,PAID
499,LN-10246,2023-12-29,1735.0,1735.0,PAID
500,LN-10246,2024-01-28,1735.0,1735.0,PAID
501,LN-10246,2024-02-27,1735.0,1735.0,PAID
502,LN-10626,2024-02-06,71.43,71.43,PAID
503,LN-10626,2024-03-07,71.43,71.43,PAID
504,LN-10626,2024-04-06,71.43,71.43,PAID
505,LN-10626,2024-05-06,71.43,71.43,PAID
506,LN-10626,2024-06-05,71.43,30.25,PARTIAL
507,LN-10626,2024-07-05,71.43,71.43,PAID
508,LN-10626,2024-08-04,71.43,59.9,LATE
509,LN-11681,2023-03-24,3270.5,3270.5,PAID
510,LN-11681,2023-04-23,3270.5,3270.5,PAID
511,LN-11681,2023-05-23,3270.5,3270.5,PAID
512,LN-11681,2023-06-22,3270.5,3270.5,PAID
513,LN-10975,2024-10-13,1614.12,1614.12,PAID
514,LN-10975,2024-11-12,1614.12,0.0,MISSED
515,LN-10975,2024-12-12,1614.12,1614.12,PAID
516,LN-10975,2025-01-11,1614.12,1614.12,PAID
517,LN-10975,2025-02-10,1614.12,1614.12,PAID
518,LN-10975,2025-03-12,1614.12,1614.12,PAID
519,LN-10975,2025-04-11,1614.12,1614.12,PAID
520,LN-10975,2025-05-11,1614.12,955.11,PARTIAL
521,LN-11324,2024-06-28,3040.33,3040.33,PAID
522,LN-11324,2024-07-28,3040.33,3040.33,PAID
523,LN-11324,2024-08-27,3040.33,1332.64,PARTIAL
524,LN-10935,2023-08-23,62.5,62.5,PAID
525,LN-10935,2023-09-22,62.5,62.5,PAID
526,LN-10935,2023-10-22,62.5,62.5,PAID
527,LN-10935,2023-11-21,62.5,20.1,LATE
528,LN-10935,2023-12-21,62.5,62.5,PAID
529,LN-10935,2024-01-20,62.5,62.5,PAID
530,LN-10935,2024-02-19,62.5,54.49,LATE
531,LN-10935,2024-03-20,62.5,62.5,PAID
532,LN-11150,2023-03-20,5476.67,5476.67,PAID
533,LN-11150,2023-04-19,5476.67,5476.67,PAID
534,LN-11150,2023-05-19,5476.67,5476.67,PAID
535,LN-11781,2023-12-05,5202.67,5202.67,PAID
536,LN-11781,2024-01-04,5202.67,2759.3,LATE
537,LN-11781,2024-02-03,5202.67,5202.67,PAID
538,LN-11507,2023-06-22,1544.67,1544.67,PAID
539,LN-11507,2023-07-22,1544.67,1544.67,PAID
540,LN-11507,2023-08-21,1544.67,1544.67,PAID
541,LN-11507,2023-09-20,1544.67,1544.67,PAID
542,LN-11507,2023-10-20,1544.67,1544.67,PAID
543,LN-11507,2023-11-19,1544.67,1544.67,PAID
544,LN-11428,2023-12-27,3466.4,3466.4,PAID
545,LN-11428,2024-01-26,3466.4,2989.2,LATE
546,LN-11428,2024-02-25,3466.4,0.0,MISSED
547,LN-11428,2024-03-26,3466.4,1739.2,LATE
548,LN-11428,2024-04-25,3466.4,1585.95,LATE
549,LN-10212,2023-10-16,1878.57,1878.57,PAID
550,LN-10212,2023-11-15,1878.57,1878.57,PAID
551,LN-10212,2023-12-15,1878.57,1878.57,PAID
552,LN-10212,2024-01-14,1878.57,1878.57,PAID
553,LN-10212,2024-02-13,1878.57,1445.69,LATE
554,LN-10212,2024-03-14,1878.57,1411.63,PARTIAL
555,LN-10212,2024-04-13,1878.57,1187.21,LATE
556,LN-11009,2023-06-15,1088.62,514.32,PARTIAL
557,LN-11009,2023-07-15,1088.62,675.88,PARTIAL
558,LN-11009,2023-08-14,1088.62,1088.62,PAID
559,LN-11009,2023-09-13,1088.62,1088.62,PAID
560,LN-11009,2023-10-13,1088.62,496.48,LATE
561,LN-11009,2023-11-12,1088.62,631.83,PARTIAL
562,LN-11009,2023-12-12,1088.62,482.19,PARTIAL
563,LN-11009,2024-01-11,1088.62,0.0,MISSED
564,LN-10404,2024-03-31,3208.6,2793.34,LATE
565,LN-10404,2024-04-30,3208.6,3208.6,PAID
566,LN-10404,2024-05-30,3208.6,3208.6,PAID
567,LN-10404,2024-06-29,3208.6,3208.6,PAID
568,LN-10404,2024-07-29,3208.6,3208.6,PAID
569,LN-10842,2024-12-27,815.33,815.33,PAID
570,LN-10842,2025-01-26,815.33,815.33,PAID
571,LN-10842,2025-02-25,815.33,815.33,PAID
572,LN-10842,2025-03-27,815.33,815.33,PAID
573,LN-10842,2025-04-26,815.33,815.33,PAID
574,LN-10842,2025-05-26,815.33,250.64,LATE
575,LN-11564,2023-06-16,2190.0,2190.0,PAID
576,LN-11564,2023-07-16,2190.0,2190.0,PAID
577,LN-11564,2023-08-15,2190.0,2190.0,PAID
578,LN-11564,2023-09-14,2190.0,2190.0,PAID
579,LN-11564,2023-10-14,2190.0,2190.0,PAID
580,LN-11870,2024-06-02,3135.17,3135.17,PAID
581,LN-11870,2024-07-02,3135.17,3135.17,PAID
582,LN-11870,2024-08-01,3135.17,3135.17,PAID
583,LN-11870,2024-08-31,3135.17,3135.17,PAID
584,LN-11870,2024-09-30,3135.17,3135.17,PAID
585,LN-11870,2024-10-30,3135.17,3135.17,PAID
586,LN-10689,2023-03-19,1041.57,485.23,PARTIAL
587,LN-10689,2023-04-18,1041.57,1041.57,PAID
588,LN-10689,2023-05-18,1041.57,1041.57,PAID
589,LN-10689,2023-06-17,1041.57,1041.57,PAID
590,LN-10689,2023-07-17,1041.57,1041.57,PAID
591,LN-10689,2023-08-16,1041.57,485.05,LATE
592,LN-10689,2023-09-15,1041.57,391.98,LATE
593,LN-10924,2023-06-19,1818.88,1818.88,PAID
594,LN-10924,2023-07-19,1818.88,0.0,MISSED
595,LN-10924,2023-08-18,1818.88,1818.88,PAID
596,LN-10924,2023-09-17,1818.88,1818.88,PAID
597,LN-10924,2023-10-17,1818.88,1818.88,PAID
598,LN-10924,2023-11-16,1818.88,1818.88,PAID
599,LN-10924,2023-12-16,1818.88,1818.88,PAID
600,LN-10924,2024-01-15,1818.88,1818.88,PAID
601,LN-10565,2024-07-10,2754.8,2754.8,PAID
602,LN-10565,2024-08-09,2754.8,2754.8,PAID
603,LN-10565,2024-09-08,2754.8,2754.8,PAID
604,LN-10565,2024-10-08,2754.8,2754.8,PAID
605,LN-10565,2024-11-07,2754.8,2754.8,PAID
606,LN-11376,2024-07-09,268.8,268.8,PAID
607,LN-11376,2024-08-08,268.8,217.63,LATE
608,LN-11376,2024-09-07,268.8,268.8,PAID
609,LN-11376,2024-10-07,268.8,268.8,PAID
610,LN-11376,2024-11-06,268.8,268.8,PAID
611,LN-11021,2024-08-24,1974.0,1974.0,PAID
612,LN-11021,2024-09-23,1974.0,1974.0,PAID
613,LN-11021,2024-10-23,1974.0,1974.0,PAID
614,LN-10938,2023-08-14,2049.25,2049.25,PAID
615,LN-10938,2023-09-13,2049.25,2049.25,PAID
616,LN-10938,2023-10-13,2049.25,1452.12,LATE
617,LN-10938,2023-11-12,2049.25,2049.25,PAID
618,LN-11047,2023-03-08,183.17,0.0,MISSED
619,LN-11047,2023-04-07,183.17,183.17,PAID
620,LN-11047,2023-05-07,183.17,183.17,PAID
621,LN-11047,2023-06-06,183.17,91.77,LATE
622,LN-11047,2023-07-06,183.17,183.17,PAID
623,LN-11047,2023-08-05,183.17,183.17,PAID
624,LN-11365,2024-07-20,2519.83,1200.54,PARTIAL
625,LN-11365,2024-08-19,2519.83,2519.83,PAID
626,LN-11365,2024-09-18,2519.83,2519.83,PAID
627,LN-11365,2024-10-18,2519.83,2519.83,PAID
628,LN-11365,2024-11-17,2519.83,2519.83,PAID
629,LN-11365,2024-12-17,2519.83,2519.83,PAID
630,LN-11348,2023-12-21,1825.0,1825.0,PAID
631,LN-11348,2024-01-20,1825.0,1106.82,LATE
632,LN-11348,2024-02-19,1825.0,1103.96,LATE
633,LN-10430,2023-03-03,2159.43,2159.43,PAID
634,LN-10430,2023-04-02,2159.43,1138.68,PARTIAL
635,LN-10430,2023-05-02,2159.43,2159.43,PAID
636,LN-10430,2023-06-01,2159.43,2159.43,PAID
637,LN-10430,2023-07-01,2159.43,2159.43,PAID
638,LN-10430,2023-07-31,2159.43,1488.99,LATE
639,LN-10430,2023-08-30,2159.43,1889.88,PARTIAL
640,LN-10421,2024-05-30,2901.25,2901.25,PAID
641,LN-10421,2024-06-29,2901.25,1967.61,PARTIAL
642,LN-10421,2024-07-29,2901.25,2901.25,PAID
643,LN-10421,2024-08-28,2901.25,2901.25,PAID
644,LN-11621,2024-04-21,406.0,250.36,LATE
645,LN-11621,2024-05-21,406.0,406.0,PAID
646,LN-11621,2024-06-20,406.0,406.0,PAID
647,LN-11469,2023-04-20,2253.14,2253.14,PAID
648,LN-11469,2023-05-20,2253.14,2253.14,PAID
649,LN-11469,2023-06-19,2253.14,2253.14,PAID
650,LN-11469,2023-07-19,2253.14,2253.14,PAID
651,LN-11469,2023-08-18,2253.14,0.0,MISSED
652,LN-11469,2023-09-17,2253.14,2253.14,PAID
653,LN-11469,2023-10-17,2253.14,1997.37,LATE
654,LN-10617,2023-04-19,4124.75,4124.75,PAID
655,LN-10617,2023-05-19,4124.75,4124.75,PAID
656,LN-10617,2023-06-18,4124.75,4124.75,PAID
657,LN-10617,2023-07-18,4124.75,4124.75,PAID
658,LN-10015,2024-12-27,62.5,34.12,PARTIAL
659,LN-10015,2025-01-26,62.5,62.5,PAID
660,LN-10015,2025-02-25,62.5,62.5,PAID
661,LN-10015,2025-03-27,62.5,62.5,PAID
662,LN-10015,2025-04-26,62.5,62.5,PAID
663,LN-10015,2025-05-26,62.5,62.5,PAID
664,LN-10015,2025-06-25,62.5,62.5,PAID
665,LN-10015,2025-07-25,62.5,27.37,LATE
666,LN-10961,2024-09-24,125.0,55.87,PARTIAL
667,LN-10961,2024-10-24,125.0,0.0,MISSED
668,LN-10961,2024-11-23,125.0,125.0,PAID
669,LN-10961,2024-12-23,125.0,125.0,PAID
670,LN-11059,2023-11-02,495.71,495.71,PAID
671,LN-11059,2023-12-02,495.71,495.71,PAID
672,LN-11059,2024-01-01,495.71,495.71,PAID
673,LN-11059,2024-01-31,495.71,495.71,PAID
674,LN-11059,2024-03-01,495.71,495.71,PAID
675,LN-11059,2024-03-31,495.71,320.03,PARTIAL
676,LN-11059,2024-04-30,495.71,495.71,PAID
677,LN-10004,2024-01-08,1300.5,0.0,MISSED
678,LN-10004,2024-02-07,1300.5,0.0,MISSED
679,LN-10004,2024-03-08,1300.5,1300.5,PAID
680,LN-10004,2024-04-07,1300.5,1300.5,PAID
681,LN-10253,2023-02-18,2861.6,2079.89,LATE
682,LN-10253,2023-03-20,2861.6,2861.6,PAID
683,LN-10253,2023-04-19,2861.6,2861.6,PAID
684,LN-10253,2023-05-19,2861.6,2290.18,LATE
685,LN-10253,2023-06-18,2861.6,2861.6,PAID
686,LN-11073,2023-12-05,910.25,345.37,PARTIAL
687,LN-11073,2024-01-04,910.25,774.78,LATE
688,LN-11073,2024-02-03,910.25,0.0,MISSED
689,LN-11073,2024-03-04,910.25,910.25,PAID
690,LN-11191,2024-06-17,2292.0,2292.0,PAID
691,LN-11191,2024-07-17,2292.0,2292.0,PAID
692,LN-11191,2024-08-16,2292.0,2292.0,PAID
693,LN-11191,2024-09-15,2292.0,2292.0,PAID
694,LN-11191,2024-10-15,2292.0,1150.55,LATE
695,LN-11191,2024-11-14,2292.0,2292.0,PAID
696,LN-11394,2023-08-01,3173.33,1038.13,PARTIAL
697,LN-11394,2023-08-31,3173.33,3173.33,PAID
698,LN-11394,2023-09-30,3173.33,3173.33,PAID
699,LN-11310,2024-03-25,2832.5,0.0,MISSED
700,LN-11310,2024-04-24,2832.5,2832.5,PAID
701,LN-11310,2024-05-24,2832.5,2832.5,PAID
702,LN-11310,2024-06-23,2832.5,2832.5,PAID
703,LN-11310,2024-07-23,2832.5,2039.59,LATE
704,LN-11310,2024-08-22,2832.5,2832.5,PAID
705,LN-10334,2023-08-23,1908.25,1621.64,LATE
706,LN-10334,2023-09-22,1908.25,668.41,PARTIAL
707,LN-10334,2023-10-22,1908.25,0.0,MISSED
708,LN-10334,2023-11-21,1908.25,1908.25,PAID
709,LN-10334,2023-12-21,1908.25,1908.25,PAID
710,LN-10334,2024-01-20,1908.25,1908.25,PAID
711,LN-10334,2024-02-19,1908.25,1908.25,PAID
712,LN-10334,2024-03-20,1908.25,1908.25,PAID
713,LN-11156,2024-07-30,72.29,72.29,PAID
714,LN-11156,2024-08-29,72.29,72.29,PAID
715,LN-11156,2024-09-28,72.29,31.76,LATE
716,LN-11156,2024-10-28,72.29,72.29,PAID
717,LN-11156,2024-11-27,72.29,72.29,PAID
718,LN-11156,2024-12-27,72.29,72.29,PAID
719,LN-11156,2025-01-26,72.29,72.29,PAID
720,LN-11718,2024-12-26,456.71,253.94,LATE
721,LN-11718,2025-01-25,456.71,456.71,PAID
722,LN-11718,2025-02-24,456.71,456.71,PAID
723,LN-11718,2025-03-26,456.71,456.71,PAID
724,LN-11718,2025-04-25,456.71,456.71,PAID
725,LN-11718,2025-05-25,456.71,338.32,LATE
726,LN-11718,2025-06-24,456.71,194.74,PARTIAL
727,LN-10756,2023-11-08,255.43,255.43,PAID
728,LN-10756,2023-12-08,255.43,0.0,MISSED
729,LN-10756,2024-01-07,255.43,255.43,PAID
730,LN-10756,2024-02-06,255.43,255.43,PAID
731,LN-10756,2024-03-07,255.43,255.43,PAID
732,LN-10756,2024-04-06,255.43,255.43,PAID
733,LN-10756,2024-05-06,255.43,255.43,PAID
734,LN-11092,2024-08-25,3935.25,0.0,MISSED
735,LN-11092,2024-09-24,3935.25,3935.25,PAID
736,LN-11092,2024-10-24,3935.25,0.0,MISSED
737,LN-11092,2024-11-23,3935.25,2959.63,PARTIAL
738,LN-11722,2023-12-04,6182.75,6182.75,PAID
739,LN-11722,2024-01-03,6182.75,6182.75,PAID
740,LN-11722,2024-02-02,6182.75,6182.75,PAID
741,LN-11722,2024-03-03,6182.75,4655.11,LATE
742,LN-10149,2023-06-25,2197.33,2197.33,PAID
743,LN-10149,2023-07-25,2197.33,2197.33,PAID
744,LN-10149,2023-08-24,2197.33,0.0,MISSED
745,LN-11069,2024-07-16,2748.14,835.43,LATE
746,LN-11069,2024-08-15,2748.14,866.95,LATE
747,LN-11069,2024-09-14,2748.14,2748.14,PAID
748,LN-11069,2024-10-14,2748.14,1766.23,PARTIAL
749,LN-11069,2024-11-13,2748.14,2748.14,PAID
750,LN-11069,2024-12-13,2748.14,2748.14,PAID
751,LN-11069,2025-01-12,2748.14,1310.77,LATE
752,LN-10176,2023-08-22,2649.0,2649.0,PAID
753,LN-10176,2023-09-21,2649.0,0.0,MISSED
754,LN-10176,2023-10-21,2649.0,2649.0,PAID
755,LN-11197,2023-07-04,1983.17,1983.17,PAID
756,LN-11197,2023-08-03,1983.17,1983.17,PAID
757,LN-11197,2023-09-02,1983.17,1983.17,PAID
758,LN-11197,2023-10-02,1983.17,1983.17,PAID
759,LN-11197,2023-11-01,1983.17,1983.17,PAID
760,LN-11197,2023-12-01,1983.17,1551.21,PARTIAL
761,LN-11811,2024-06-11,455.38,335.35,LATE
762,LN-11811,2024-07-11,455.38,455.38,PAID
763,LN-11811,2024-08-10,455.38,455.38,PAID
764,LN-11811,2024-09-09,455.38,455.38,PAID
765,LN-11811,2024-10-09,455.38,455.38,PAID
766,LN-11811,2024-11-08,455.38,455.38,PAID
767,LN-11811,2024-12-08,455.38,329.73,LATE
768,LN-11811,2025-01-07,455.38,455.38,PAID
769,LN-10292,2024-09-29,4757.0,4757.0,PAID
770,LN-10292,2024-10-29,4757.0,3693.9,PARTIAL
771,LN-10292,2024-11-28,4757.0,4757.0,PAID
772,LN-11430,2024-09-15,1645.43,1645.43,PAID
773,LN-11430,2024-10-15,1645.43,0.0,MISSED
774,LN-11430,2024-11-14,1645.43,1645.43,PAID
775,LN-11430,2024-12-14,1645.43,1645.43,PAID
776,LN-11430,2025-01-13,1645.43,1645.43,PAID
777,LN-11430,2025-02-12,1645.43,1645.43,PAID
778,LN-11430,2025-03-14,1645.43,1645.43,PAID
779,LN-10698,2023-08-06,329.0,329.0,PAID
780,LN-10698,2023-09-05,329.0,329.0,PAID
781,LN-10698,2023-10-05,329.0,329.0,PAID
782,LN-10698,2023-11-04,329.0,243.5,LATE
783,LN-11660,2024-03-26,2645.8,2645.8,PAID
784,LN-11660,2024-04-25,2645.8,2645.8,PAID
785,LN-11660,2024-05-25,2645.8,2645.8,PAID
786,LN-11660,2024-06-24,2645.8,2645.8,PAID
787,LN-11660,2024-07-24,2645.8,2645.8,PAID
788,LN-10293,2023-02-08,829.0,829.0,PAID
789,LN-10293,2023-03-10,829.0,829.0,PAID
790,LN-10293,2023-04-09,829.0,829.0,PAID
791,LN-10293,2023-05-09,829.0,829.0,PAID
792,LN-10118,2024-08-30,2836.0,2836.0,PAID
793,LN-10118,2024-09-29,2836.0,2836.0,PAID
794,LN-10118,2024-10-29,2836.0,2836.0,PAID
795,LN-10118,2024-11-28,2836.0,2836.0,PAID
796,LN-10766,2024-06-20,4155.25,4155.25,PAID
797,LN-10766,2024-07-20,4155.25,4155.25,PAID
798,LN-10766,2024-08-19,4155.25,4155.25,PAID
799,LN-10766,2024-09-18,4155.25,4155.25,PAID
800,LN-11121,2024-08-16,2591.6,2138.13,LATE
801,LN-11121,2024-09-15,2591.6,2591.6,PAID
802,LN-11121,2024-10-15,2591.6,2591.6,PAID
803,LN-11121,2024-11-14,2591.6,2591.6,PAID
804,LN-11121,2024-12-14,2591.6,2591.6,PAID
805,LN-10482,2023-08-18,525.71,525.71,PAID
806,LN-10482,2023-09-17,525.71,525.71,PAID
807,LN-10482,2023-10-17,525.71,525.71,PAID
808,LN-10482,2023-11-16,525.71,0.0,MISSED
809,LN-10482,2023-12-16,525.71,248.33,LATE
810,LN-10482,2024-01-15,525.71,260.35,PARTIAL
811,LN-10482,2024-02-14,525.71,525.71,PAID
812,LN-10675,2023-08-15,4246.67,4246.67,PAID
813,LN-10675,2023-09-14,4246.67,2957.24,PARTIAL
814,LN-10675,2023-10-14,4246.67,4246.67,PAID
815,LN-10944,2024-02-09,242.17,242.17,PAID
816,LN-10944,2024-03-10,242.17,142.94,LATE
817,LN-10944,2024-04-09,242.17,143.73,LATE
818,LN-10944,2024-05-09,242.17,242.17,PAID
819,LN-10944,2024-06-08,242.17,242.17,PAID
820,LN-10944,2024-07-08,242.17,242.17,PAID
821,LN-11398,2023-06-19,925.0,925.0,PAID
822,LN-11398,2023-07-19,925.0,504.5,LATE
823,LN-11398,2023-08-18,925.0,925.0,PAID
824,LN-11398,2023-09-17,925.0,925.0,PAID
825,LN-11398,2023-10-17,925.0,925.0,PAID
826,LN-11398,2023-11-16,925.0,925.0,PAID
827,LN-11398,2023-12-16,925.0,513.49,LATE
828,LN-11124,2023-12-23,3067.6,0.0,MISSED
829,LN-11124,2024-01-22,3067.6,3067.6,PAID
830,LN-11124,2024-02-21,3067.6,3067.6,PAID
831,LN-11124,2024-03-22,3067.6,3067.6,PAID
832,LN-11124,2024-04-21,3067.6,1488.11,LATE
833,LN-10985,2023-01-31,2497.5,2497.5,PAID
834,LN-10985,2023-03-02,2497.5,0.0,MISSED
835,LN-10985,2023-04-01,2497.5,2497.5,PAID
836,LN-10985,2023-05-01,2497.5,914.56,LATE
837,LN-10985,2023-05-31,2497.5,1664.46,PARTIAL
838,LN-10985,2023-06-30,2497.5,2497.5,PAID
839,LN-11355,2024-03-30,2353.86,2353.86,PAID
840,LN-11355,2024-04-29,2353.86,2353.86,PAID
841,LN-11355,2024-05-29,2353.86,833.62,LATE
842,LN-11355,2024-06-28,2353.86,2353.86,PAID
843,LN-11355,2024-07-28,2353.86,0.0,MISSED
844,LN-11355,2024-08-27,2353.86,1487.02,LATE
845,LN-11355,2024-09-26,2353.86,2353.86,PAID
846,LN-10926,2023-09-02,2509.14,2509.14,PAID
847,LN-10926,2023-10-02,2509.14,2509.14,PAID
848,LN-10926,2023-11-01,2509.14,2014.56,PARTIAL
849,LN-10926,2023-12-01,2509.14,2509.14,PAID
850,LN-10926,2023-12-31,2509.14,2509.14,PAID
851,LN-10926,2024-01-30,2509.14,2509.14,PAID
852,LN-10926,2024-02-29,2509.14,2509.14,PAID
853,LN-10070,2023-10-15,3947.0,3947.0,PAID
854,LN-10070,2023-11-14,3947.0,3947.0,PAID
855,LN-10070,2023-12-14,3947.0,3947.0,PAID
856,LN-10070,2024-01-13,3947.0,1269.53,PARTIAL
857,LN-10070,2024-02-12,3947.0,3947.0,PAID
858,LN-10108,2024-01-30,2301.0,2301.0,PAID
859,LN-10108,2024-02-29,2301.0,2301.0,PAID
860,LN-10108,2024-03-30,2301.0,2301.0,PAID
861,LN-10108,2024-04-29,2301.0,2301.0,PAID
862,LN-10108,2024-05-29,2301.0,2301.0,PAID
863,LN-10108,2024-06-28,2301.0,2301.0,PAID
864,LN-10108,2024-07-28,2301.0,1031.73,LATE
865,LN-10181,2024-06-19,4389.2,4389.2,PAID
866,LN-10181,2024-07-19,4389.2,2311.85,LATE
867,LN-10181,2024-08-18,4389.2,4389.2,PAID
868,LN-10181,2024-09-17,4389.2,3625.36,LATE
869,LN-10181,2024-10-17,4389.2,1518.3,LATE
870,LN-10046,2023-09-05,1309.14,1309.14,PAID
871,LN-10046,2023-10-05,1309.14,719.02,LATE
872,LN-10046,2023-11-04,1309.14,1309.14,PAID
873,LN-10046,2023-12-04,1309.14,867.86,LATE
874,LN-10046,2024-01-03,1309.14,1309.14,PAID
875,LN-10046,2024-02-02,1309.14,1309.14,PAID
876,LN-10046,2024-03-03,1309.14,545.35,LATE
877,LN-11779,2023-06-09,1639.0,1263.44,LATE
878,LN-11779,2023-07-09,1639.0,1639.0,PAID
879,LN-11779,2023-08-08,1639.0,1639.0,PAID
880,LN-11779,2023-09-07,1639.0,1639.0,PAID
881,LN-11779,2023-10-07,1639.0,1639.0,PAID
882,LN-11779,2023-11-06,1639.0,1639.0,PAID
883,LN-11779,2023-12-06,1639.0,1058.34,PARTIAL
884,LN-10863,2024-07-15,150.17,150.17,PAID
885,LN-10863,2024-08-14,150.17,150.17,PAID
886,LN-10863,2024-09-13,150.17,95.6,PARTIAL
887,LN-10863,2024-10-13,150.17,150.17,PAID
888,LN-10863,2024-11-12,150.17,0.0,MISSED
889,LN-10863,2024-12-12,150.17,150.17,PAID
890,LN-10463,2024-03-28,2164.75,2164.75,PAID
891,LN-10463,2024-04-27,2164.75,1594.41,PARTIAL
892,LN-10463,2024-05-27,2164.75,1640.06,PARTIAL
893,LN-10463,2024-06-26,2164.75,2164.75,PAID
894,LN-10433,2024-03-10,1741.5,1741.5,PAID
895,LN-10433,2024-04-09,1741.5,937.64,PARTIAL
896,LN-10433,2024-05-09,1741.5,1741.5,PAID
897,LN-10433,2024-06-08,1741.5,1741.5,PAID
898,LN-10433,2024-07-08,1741.5,1741.5,PAID
899,LN-10433,2024-08-07,1741.5,1741.5,PAID
900,LN-11267,2024-01-06,1546.0,1546.0,PAID
901,LN-11267,2024-02-05,1546.0,1546.0,PAID
902,LN-11267,2024-03-06,1546.0,1546.0,PAID
903,LN-11267,2024-04-05,1546.0,1546.0,PAID
904,LN-11267,2024-05-05,1546.0,1546.0,PAID
905,LN-10631,2023-08-28,2353.83,2353.83,PAID
906,LN-10631,2023-09-27,2353.83,2353.83,PAID
907,LN-10631,2023-10-27,2353.83,2353.83,PAID
908,LN-10631,2023-11-26,2353.83,1445.35,LATE
909,LN-10631,2023-12-26,2353.83,1780.32,LATE
910,LN-10631,2024-01-25,2353.83,2353.83,PAID
911,LN-10315,2023-12-11,471.0,471.0,PAID
912,LN-10315,2024-01-10,471.0,471.0,PAID
913,LN-10315,2024-02-09,471.0,471.0,PAID
914,LN-10315,2024-03-10,471.0,471.0,PAID
915,LN-10315,2024-04-09,471.0,471.0,PAID
916,LN-10315,2024-05-09,471.0,471.0,PAID
917,LN-11034,2024-11-03,2620.0,0.0,MISSED
918,LN-11034,2024-12-03,2620.0,2620.0,PAID
919,LN-11034,2025-01-02,2620.0,2620.0,PAID
920,LN-11034,2025-02-01,2620.0,2620.0,PAID
921,LN-11034,2025-03-03,2620.0,2620.0,PAID
922,LN-11034,2025-04-02,2620.0,2620.0,PAID
923,LN-10461,2023-06-24,1367.12,1367.12,PAID
924,LN-10461,2023-07-24,1367.12,1367.12,PAID
925,LN-10461,2023-08-23,1367.12,1367.12,PAID
926,LN-10461,2023-09-22,1367.12,1367.12,PAID
927,LN-10461,2023-10-22,1367.12,1367.12,PAID
928,LN-10461,2023-11-21,1367.12,1367.12,PAID
929,LN-10461,2023-12-21,1367.12,759.33,PARTIAL
930,LN-10461,2024-01-20,1367.12,1367.12,PAID
931,LN-10441,2023-11-04,3081.5,1224.14,LATE
932,LN-10441,2023-12-04,3081.5,3081.5,PAID
933,LN-10441,2024-01-03,3081.5,3081.5,PAID
934,LN-10441,2024-02-02,3081.5,3081.5,PAID
935,LN-11489,2023-07-17,2181.33,2181.33,PAID
936,LN-11489,2023-08-16,2181.33,2181.33,PAID
937,LN-11489,2023-09-15,2181.33,2181.33,PAID
938,LN-10949,2024-09-09,1433.29,1433.29,PAID
939,LN-10949,2024-10-09,1433.29,1433.29,PAID
940,LN-10949,2024-11-08,1433.29,1433.29,PAID
941,LN-10949,2024-12-08,1433.29,1433.29,PAID
942,LN-10949,2025-01-07,1433.29,1433.29,PAID
943,LN-10949,2025-02-06,1433.29,1433.29,PAID
944,LN-10949,2025-03-08,1433.29,1433.29,PAID
945,LN-10444,2024-03-18,581.62,581.62,PAID
946,LN-10444,2024-04-17,581.62,581.62,PAID
947,LN-10444,2024-05-17,581.62,0.0,MISSED
948,LN-10444,2024-06-16,581.62,581.62,PAID
949,LN-10444,2024-07-16,581.62,581.62,PAID
950,LN-10444,2024-08-15,581.62,581.62,PAID
951,LN-10444,2024-09-14,581.62,581.62,PAID
952,LN-10444,2024-10-14,581.62,506.71,LATE
953,LN-11031,2023-11-25,1805.6,1805.6,PAID
954,LN-11031,2023-12-25,1805.6,1805.6,PAID
955,LN-11031,2024-01-24,1805.6,1805.6,PAID
956,LN-11031,2024-02-23,1805.6,1546.04,PARTIAL
957,LN-11031,2024-03-24,1805.6,1805.6,PAID
958,LN-11103,2024-11-11,3123.75,3123.75,PAID
959,LN-11103,2024-12-11,3123.75,3123.75,PAID
960,LN-11103,2025-01-10,3123.75,3123.75,PAID
961,LN-11103,2025-02-09,3123.75,3123.75,PAID
962,LN-10534,2024-11-04,3312.75,3312.75,PAID
963,LN-10534,2024-12-04,3312.75,3312.75,PAID
964,LN-10534,2025-01-03,3312.75,1613.65,PARTIAL
965,LN-10534,2025-02-02,3312.75,3312.75,PAID
966,LN-11033,2024-11-03,746.5,746.5,PAID
967,LN-11033,2024-12-03,746.5,746.5,PAID
968,LN-11033,2025-01-02,746.5,746.5,PAID
969,LN-11033,2025-02-01,746.5,746.5,PAID
970,LN-11033,2025-03-03,746.5,746.5,PAID
971,LN-11033,2025-04-02,746.5,746.5,PAID
972,LN-11033,2025-05-02,746.5,746.5,PAID
973,LN-11033,2025-06-01,746.5,0.0,MISSED
974,LN-11201,2024-01-21,100.0,100.0,PAID
975,LN-11201,2024-02-20,100.0,46.47,PARTIAL
