issue_id,entity,record_id,issue_type,issue_description,severity,injected_at
351,payments,PAY0009180,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
352,payments,PAY0009239,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
353,payments,PAY0009254,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
354,payments,PAY0009315,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
355,payments,PAY0009497,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
356,payments,PAY0009530,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
357,payments,PAY0009598,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
358,payments,PAY0009601,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
359,payments,PAY0009678,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
360,payments,PAY0009798,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
361,payments,PAY0009846,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
362,payments,PAY0009850,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
363,payments,PAY0009857,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
364,payments,PAY0009862,missing_payment_date,payment_date was set to NULL (simulated missing operational data),medium,2026-08-24
365,payments,PAY0000086,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
366,payments,PAY0000108,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
367,payments,PAY0000140,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
368,payments,PAY0000166,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
369,payments,PAY0000185,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
370,payments,PAY0000229,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
371,payments,PAY0000230,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
372,payments,PAY0000246,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
373,payments,PAY0000249,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
374,payments,PAY0000252,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
375,payments,PAY0000265,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
376,payments,PAY0000311,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
377,payments,PAY0000313,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
378,payments,PAY0000336,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
379,payments,PAY0000343,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
380,payments,PAY0000455,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
381,payments,PAY0000501,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
382,payments,PAY0000525,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
383,payments,PAY0000642,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
384,payments,PAY0000646,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
385,payments,PAY0000672,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
386,payments,PAY0000709,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
387,payments,PAY0000768,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
388,payments,PAY0000772,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
389,payments,PAY0000823,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
390,payments,PAY0000826,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
391,payments,PAY0000857,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
392,payments,PAY0000971,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
393,payments,PAY0000984,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
394,payments,PAY0000987,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
395,payments,PAY0000989,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
396,payments,PAY0001027,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
397,payments,PAY0001043,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
398,payments,PAY0001089,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
399,payments,PAY0001130,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
400,payments,PAY0001195,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
401,payments,PAY0001217,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
402,payments,PAY0001278,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
403,payments,PAY0001285,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
404,payments,PAY0001312,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
405,payments,PAY0001339,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
406,payments,PAY0001422,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
407,payments,PAY0001445,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
408,payments,PAY0001478,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
409,payments,PAY0001480,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
410,payments,PAY0001516,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
411,payments,PAY0001593,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
412,payments,PAY0001646,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
413,payments,PAY0001718,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
414,payments,PAY0001842,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
415,payments,PAY0001867,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
416,payments,PAY0001951,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
417,payments,PAY0001973,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
418,payments,PAY0002110,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
419,payments,PAY0002125,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
420,payments,PAY0002128,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
421,payments,PAY0002180,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
422,payments,PAY0002181,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
423,payments,PAY0002202,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
424,payments,PAY0002277,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
425,payments,PAY0002437,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
426,payments,PAY0002594,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
427,payments,PAY0002755,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
428,payments,PAY0002786,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
429,payments,PAY0002816,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
430,payments,PAY0002828,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
431,payments,PAY0002918,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
432,payments,PAY0003040,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
433,payments,PAY0003090,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
434,payments,PAY0003183,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
435,payments,PAY0003199,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
436,payments,PAY0003208,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
437,payments,PAY0003235,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
438,payments,PAY0003286,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
439,payments,PAY0003326,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
440,payments,PAY0003340,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
441,payments,PAY0003440,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
442,payments,PAY0003468,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
443,payments,PAY0003479,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
444,payments,PAY0003522,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
445,payments,PAY0003528,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
446,payments,PAY0003557,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
447,payments,PAY0003562,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
448,payments,PAY0003630,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
449,payments,PAY0003672,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
450,payments,PAY0003701,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
451,payments,PAY0003862,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
452,payments,PAY0003973,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
453,payments,PAY0003976,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
454,payments,PAY0004055,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
455,payments,PAY0004059,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
456,payments,PAY0004126,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
457,payments,PAY0004379,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
458,payments,PAY0004387,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
459,payments,PAY0004456,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
460,payments,PAY0004490,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
461,payments,PAY0004530,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
462,payments,PAY0004585,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
463,payments,PAY0004628,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
464,payments,PAY0004637,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
465,payments,PAY0004720,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
466,payments,PAY0004882,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
467,payments,PAY0004956,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
468,payments,PAY0005054,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
469,payments,PAY0005201,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
470,payments,PAY0005242,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
471,payments,PAY0005298,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
472,payments,PAY0005306,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
473,payments,PAY0005347,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
474,payments,PAY0005366,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
475,payments,PAY0005392,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
476,payments,PAY0005435,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
477,payments,PAY0005449,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
478,payments,PAY0005463,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
479,payments,PAY0005473,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
480,payments,PAY0005481,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
481,payments,PAY0005496,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
482,payments,PAY0005517,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
483,payments,PAY0005555,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
484,payments,PAY0005560,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
485,payments,PAY0005605,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
486,payments,PAY0005614,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
487,payments,PAY0005676,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
488,payments,PAY0005782,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
489,payments,PAY0005826,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
490,payments,PAY0005906,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
491,payments,PAY0005959,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
492,payments,PAY0005993,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
493,payments,PAY0006063,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
494,payments,PAY0006140,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
495,payments,PAY0006154,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
496,payments,PAY0006155,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
497,payments,PAY0006161,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
498,payments,PAY0006183,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
499,payments,PAY0006217,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
500,payments,PAY0006229,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
501,payments,PAY0006230,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
502,payments,PAY0006328,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
503,payments,PAY0006422,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
504,payments,PAY0006479,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
505,payments,PAY0006480,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
506,payments,PAY0006540,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
507,payments,PAY0006572,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
508,payments,PAY0006604,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
509,payments,PAY0006622,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
510,payments,PAY0006781,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
511,payments,PAY0006818,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
512,payments,PAY0006925,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
513,payments,PAY0007001,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
514,payments,PAY0007037,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
515,payments,PAY0007070,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
516,payments,PAY0007077,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
517,payments,PAY0007101,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
518,payments,PAY0007121,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
519,payments,PAY0007148,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
520,payments,PAY0007201,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
521,payments,PAY0007229,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
522,payments,PAY0007249,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
523,payments,PAY0007268,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
524,payments,PAY0007317,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
525,payments,PAY0007400,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
526,payments,PAY0007412,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
527,payments,PAY0007518,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
528,payments,PAY0007521,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
529,payments,PAY0007528,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
530,payments,PAY0007636,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
531,payments,PAY0007637,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
532,payments,PAY0007697,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
533,payments,PAY0007795,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
534,payments,PAY0007938,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
535,payments,PAY0008023,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
536,payments,PAY0008067,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
537,payments,PAY0008090,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
538,payments,PAY0008113,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
539,payments,PAY0008153,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
540,payments,PAY0008158,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
541,payments,PAY0008212,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
542,payments,PAY0008302,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
543,payments,PAY0008413,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
544,payments,PAY0008459,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
545,payments,PAY0008547,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
546,payments,PAY0008569,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
547,payments,PAY0008714,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
548,payments,PAY0008717,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
549,payments,PAY0008970,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
550,payments,PAY0009315,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
551,payments,PAY0009325,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
552,payments,PAY0009386,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
553,payments,PAY0009519,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
554,payments,PAY0009602,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
555,payments,PAY0009606,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
556,payments,PAY0009644,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
557,payments,PAY0009692,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
558,payments,PAY0009729,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
559,payments,PAY0009750,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
560,payments,PAY0009758,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
561,payments,PAY0009790,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
562,payments,PAY0009825,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
563,payments,PAY0009868,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
564,payments,PAY0009966,missing_amount_paid,amount_paid was set to NULL (simulated missing operational data),medium,2026-08-24
565,credit_history,CRHIST0000004,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
566,credit_history,CRHIST0000031,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
567,credit_history,CRHIST0000038,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
568,credit_history,CRHIST0000058,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
569,credit_history,CRHIST0000062,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
570,credit_history,CRHIST0000111,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
571,credit_history,CRHIST0000115,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
572,credit_history,CRHIST0000117,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
573,credit_history,CRHIST0000176,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
574,credit_history,CRHIST0000199,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
575,credit_history,CRHIST0000200,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
576,credit_history,CRHIST0000240,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
577,credit_history,CRHIST0000284,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
578,credit_history,CRHIST0000423,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
579,credit_history,CRHIST0000524,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
580,credit_history,CRHIST0000638,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
581,credit_history,CRHIST0000696,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
582,credit_history,CRHIST0000844,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
583,credit_history,CRHIST0000858,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
584,credit_history,CRHIST0000870,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
585,credit_history,CRHIST0000927,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
586,credit_history,CRHIST0000985,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
587,credit_history,CRHIST0001008,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
588,credit_history,CRHIST0001231,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
589,credit_history,CRHIST0001253,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
590,credit_history,CRHIST0001286,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
591,credit_history,CRHIST0001426,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
592,credit_history,CRHIST0001437,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
593,credit_history,CRHIST0001586,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
594,credit_history,CRHIST0001590,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
595,credit_history,CRHIST0001651,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
596,credit_history,CRHIST0001678,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
597,credit_history,CRHIST0001694,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
598,credit_history,CRHIST0001781,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
599,credit_history,CRHIST0001785,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
600,credit_history,CRHIST0001947,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
601,credit_history,CRHIST0001978,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
602,credit_history,CRHIST0002047,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
603,credit_history,CRHIST0002111,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
604,credit_history,CRHIST0002189,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
605,credit_history,CRHIST0002214,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
606,credit_history,CRHIST0002228,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
607,credit_history,CRHIST0002230,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
608,credit_history,CRHIST0002362,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
609,credit_history,CRHIST0002364,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
610,credit_history,CRHIST0002409,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
611,credit_history,CRHIST0002467,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
612,credit_history,CRHIST0002493,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
613,credit_history,CRHIST0002510,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
614,credit_history,CRHIST0002559,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
615,credit_history,CRHIST0002629,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
616,credit_history,CRHIST0002685,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
617,credit_history,CRHIST0002716,missing_credit_score,credit_score was set to NULL (simulated missing operational data),medium,2026-08-24
