loan_id,person_id,application_date,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
LN-10290,P-100470,2024-01-08,MEDICAL,D,8682,13.32,1,0.1146,N,5
LN-10291,P-101057,2023-09-16,MEDICAL,C,9506,13.22,0,0.1444,N,6
LN-10292,P-100508,2024-08-30,DEBTCONSOLIDATION,B,14271,9.82,1,0.4124,N,7
LN-10293,P-100700,2023-01-09,VENTURE,A,3316,7.43,0,0.1276,N,2
LN-10294,P-100642,2023-03-06,MEDICAL,B,7253,8.01,0,0.1934,N,3
LN-10295,P-100374,2024-04-10,EDUCATION,F,10053,17.33,1,0.9194,N,2
LN-10296,P-101021,2024-06-15,EDUCATION,D,3099,17.94,0,0.0327,N,3
LN-10297,P-100543,2024-07-20,EDUCATION,A,14057,5.65,0,0.5923,N,8
LN-10298,P-101266,2024-11-16,PERSONAL,B,23466,11.63,1,0.8522,N,18
LN-10299,P-100160,2023-08-18,HOMEIMPROVEMENT,C,500,11.48,0,0.0223,N,5
LN-10300,P-100013,2023-02-24,PERSONAL,D,7503,13.15,0,0.1496,N,6
LN-10301,P-100987,2023-06-14,HOMEIMPROVEMENT,B,15774,10.45,0,0.4261,N,2
LN-10302,P-100562,2024-11-17,HOMEIMPROVEMENT,B,8120,9.14,0,0.2527,N,12
LN-10303,P-100573,2024-02-02,EDUCATION,B,10193,10.84,0,0.2417,N,5
LN-10304,P-100110,2024-02-15,HOMEIMPROVEMENT,C,5145,12.01,0,0.2798,N,3
LN-10305,P-100066,2023-09-25,DEBTCONSOLIDATION,B,500,9.49,0,0.0058,N,8
LN-10306,P-101589,2024-11-13,DEBTCONSOLIDATION,A,16697,11.02,0,0.2703,N,11
LN-10307,P-101061,2024-11-29,PERSONAL,B,19759,13.83,0,0.3342,N,11
LN-10308,P-101380,2023-01-18,MEDICAL,A,8268,7.43,0,0.1905,N,4
LN-10309,P-100740,2023-08-05,HOMEIMPROVEMENT,C,8353,8.76,0,0.1975,N,6
LN-10310,P-100538,2023-10-08,HOMEIMPROVEMENT,A,12233,10.12,0,0.7539,N,2
LN-10311,P-100702,2023-03-08,EDUCATION,B,23884,12.46,0,0.3432,N,15
LN-10312,P-100858,2023-01-21,VENTURE,C,2488,12.48,0,0.0733,N,10
LN-10313,P-100572,2024-11-30,HOMEIMPROVEMENT,B,12693,14.04,0,0.2727,N,16
LN-10314,P-101404,2023-09-04,MEDICAL,A,6143,6.7,0,0.0694,Y,10
LN-10315,P-100482,2023-11-11,EDUCATION,C,2826,14.33,0,0.0743,N,2
LN-10316,P-100298,2023-05-05,VENTURE,D,6333,16.11,1,0.083,N,11
LN-10317,P-100019,2023-12-19,DEBTCONSOLIDATION,A,15994,6.94,0,0.2249,N,8
LN-10318,P-101058,2024-02-15,VENTURE,C,12323,10.37,0,0.1372,N,6
LN-10319,P-100614,2023-08-16,PERSONAL,A,4933,8.77,0,0.1335,N,2
LN-10320,P-100815,2023-07-31,EDUCATION,A,7496,7.18,0,0.113,N,5
LN-10321,P-100520,2023-04-25,VENTURE,B,7140,10.77,0,0.1385,N,15
LN-10322,P-101524,2023-10-10,HOMEIMPROVEMENT,B,12429,9.05,0,0.1846,N,14
LN-10323,P-101141,2024-09-10,PERSONAL,E,5897,18.88,1,0.2821,N,15
LN-10324,P-100843,2023-02-03,HOMEIMPROVEMENT,A,17245,7.85,0,0.1939,N,7
LN-10325,P-100407,2023-01-29,HOMEIMPROVEMENT,C,19581,13.14,0,0.1295,N,5
LN-10326,P-100357,2024-09-29,MEDICAL,F,2221,20.5,1,0.0198,N,2
LN-10327,P-101378,2024-04-28,VENTURE,B,10263,12.57,0,0.078,N,18
LN-10328,P-100160,2024-05-08,DEBTCONSOLIDATION,B,6948,10.75,0,0.3106,N,9
LN-10329,P-100296,2023-03-15,MEDICAL,E,15484,18.43,0,0.1964,N,10
LN-10330,P-100863,2024-06-20,PERSONAL,C,21287,14.62,0,0.5828,N,5
LN-10331,P-100162,2024-02-29,MEDICAL,A,18473,7.55,0,0.2773,N,4
LN-10332,P-101337,2024-04-13,DEBTCONSOLIDATION,B,13254,10.04,0,0.2188,N,12
LN-10333,P-100809,2024-07-28,MEDICAL,A,500,7.35,0,0.0078,N,9
LN-10334,P-101531,2023-07-24,VENTURE,C,15266,12.34,0,0.3103,N,2
LN-10335,P-100342,2024-08-20,DEBTCONSOLIDATION,A,13036,6.9,0,0.1266,Y,9
LN-10336,P-100480,2023-12-09,DEBTCONSOLIDATION,C,16864,14.87,0,0.353,N,12
LN-10337,P-101535,2024-08-01,PERSONAL,A,8975,6.25,0,0.2029,N,12
LN-10338,P-100195,2023-07-06,HOMEIMPROVEMENT,A,9247,5.62,0,0.2285,N,5
LN-10339,P-100110,2024-08-25,PERSONAL,A,11482,9.73,0,0.6245,N,7
LN-10340,P-100212,2023-11-30,DEBTCONSOLIDATION,A,8475,8.18,0,0.6576,N,10
LN-10341,P-100798,2024-06-01,MEDICAL,B,15689,10.16,0,0.2862,N,10
LN-10342,P-100907,2023-08-20,EDUCATION,C,11568,14.05,1,0.2163,Y,12
LN-10343,P-100058,2024-02-06,MEDICAL,A,16500,7.83,0,0.3821,N,7
LN-10344,P-100975,2023-01-24,MEDICAL,B,10666,8.44,0,0.1348,N,11
LN-10345,P-101123,2023-02-25,DEBTCONSOLIDATION,B,10495,7.54,0,0.1981,N,7
LN-10346,P-101104,2023-01-22,DEBTCONSOLIDATION,A,12598,6.8,0,0.2701,N,5
LN-10347,P-101533,2023-02-20,HOMEIMPROVEMENT,C,9612,13.27,0,0.0985,N,5
LN-10348,P-101310,2024-02-13,MEDICAL,C,7391,17.51,0,0.1304,N,24
LN-10349,P-100986,2023-05-01,VENTURE,C,12026,10.52,0,0.2618,N,3
LN-10350,P-100630,2024-07-26,MEDICAL,B,14954,10.12,0,0.3345,N,10
LN-10351,P-100021,2024-05-26,EDUCATION,A,15337,8.28,0,0.2365,N,11
LN-10352,P-100704,2023-07-20,DEBTCONSOLIDATION,B,16755,10.74,0,0.2184,N,9
LN-10353,P-101007,2024-04-05,PERSONAL,F,11008,19.75,1,0.2934,N,7
LN-10354,P-101568,2024-03-18,EDUCATION,B,10827,9.75,0,0.1468,N,11
LN-10355,P-100014,2024-09-06,HOMEIMPROVEMENT,C,13478,13.3,0,0.2147,N,16
LN-10356,P-100895,2024-03-13,DEBTCONSOLIDATION,B,8648,10.35,1,0.1444,N,15
LN-10357,P-101322,2023-04-21,MEDICAL,B,17816,11.3,0,0.3807,N,11
LN-10358,P-100162,2024-02-05,HOMEIMPROVEMENT,B,9942,10.16,0,0.1492,N,9
LN-10359,P-101421,2023-12-02,DEBTCONSOLIDATION,C,10725,14.09,0,0.2314,N,11
LN-10360,P-101089,2024-09-27,PERSONAL,D,4062,14.47,0,0.1382,N,13
LN-10361,P-100373,2024-10-09,VENTURE,A,3685,6.24,0,0.157,Y,5
LN-10362,P-101265,2023-10-26,VENTURE,B,8371,8.68,0,0.2033,N,11
LN-10363,P-100384,2023-10-26,HOMEIMPROVEMENT,B,12725,10.63,0,0.2217,N,3
LN-10364,P-100045,2024-06-27,MEDICAL,A,17239,8.88,0,0.7458,Y,6
LN-10365,P-100256,2023-03-31,EDUCATION,C,2730,13.32,1,0.0836,N,3
LN-10366,P-100184,2023-11-15,MEDICAL,A,625,5.0,0,0.0046,N,3
LN-10367,P-100860,2023-09-30,MEDICAL,B,13404,10.38,0,0.207,N,7
LN-10368,P-100949,2024-06-07,PERSONAL,C,4777,13.21,0,0.1185,Y,3
LN-10369,P-101537,2024-02-07,VENTURE,F,15009,18.89,0,0.3137,Y,2
LN-10370,P-100146,2023-11-08,MEDICAL,C,5433,13.69,0,0.0948,N,8
LN-10371,P-100781,2023-05-25,DEBTCONSOLIDATION,D,20526,14.98,1,0.6385,Y,3
LN-10372,P-100509,2023-12-09,EDUCATION,B,12021,6.28,0,0.106,N,2
LN-10373,P-101510,2023-05-11,DEBTCONSOLIDATION,G,12061,23.13,0,0.8184,N,3
LN-10374,P-101578,2024-09-07,EDUCATION,A,6654,5.76,0,0.144,N,6
LN-10375,P-100968,2023-01-07,MEDICAL,B,19546,9.21,0,0.5135,N,2
LN-10376,P-100324,2024-05-28,HOMEIMPROVEMENT,C,9936,15.13,0,0.2365,Y,10
LN-10377,P-101066,2023-04-18,MEDICAL,A,12027,6.53,0,0.1621,N,4
LN-10378,P-100406,2023-07-07,DEBTCONSOLIDATION,B,13195,13.85,0,0.1487,Y,11
LN-10379,P-100446,2023-10-20,VENTURE,F,734,20.33,0,0.0202,N,5
LN-10380,P-100664,2023-05-02,HOMEIMPROVEMENT,A,22471,7.04,0,0.5937,N,3
LN-10381,P-100245,2024-02-05,PERSONAL,B,6815,12.75,1,0.0932,N,2
LN-10382,P-101190,2023-08-26,HOMEIMPROVEMENT,D,12763,14.79,0,0.4564,N,13
LN-10383,P-100317,2023-05-05,EDUCATION,B,20154,8.97,0,0.327,Y,9
LN-10384,P-101023,2023-09-14,DEBTCONSOLIDATION,A,4355,7.99,0,0.0638,N,8
LN-10385,P-100122,2024-09-27,DEBTCONSOLIDATION,A,9927,7.79,0,0.2725,N,5
LN-10386,P-101098,2023-03-30,EDUCATION,D,8788,15.42,1,0.3034,Y,2
LN-10387,P-100648,2023-01-16,MEDICAL,G,5117,21.0,0,0.4265,N,16
LN-10388,P-100898,2023-02-22,VENTURE,D,9613,15.82,1,0.2895,Y,2
LN-10389,P-100733,2023-12-18,PERSONAL,D,8481,13.81,0,0.1205,N,2
LN-10390,P-100993,2023-01-22,HOMEIMPROVEMENT,C,2731,15.64,0,0.0291,N,14
LN-10391,P-101427,2024-02-13,HOMEIMPROVEMENT,B,13537,9.68,0,0.2241,N,13
LN-10392,P-100712,2024-09-29,HOMEIMPROVEMENT,B,9887,14.99,0,0.2355,N,7
LN-10393,P-101135,2023-09-11,VENTURE,A,17516,10.55,0,0.2972,N,5
LN-10394,P-100605,2024-04-28,VENTURE,D,3302,13.29,0,0.0663,N,8
LN-10395,P-100001,2024-06-23,DEBTCONSOLIDATION,D,12837,12.16,1,0.5923,N,6
LN-10396,P-100379,2024-03-05,MEDICAL,E,12694,18.62,0,0.6477,N,2
LN-10397,P-101589,2023-12-22,PERSONAL,C,9842,13.36,0,0.1593,N,8
LN-10398,P-101348,2024-09-24,EDUCATION,F,7333,17.08,0,0.2164,N,5
LN-10399,P-101073,2023-08-02,EDUCATION,C,6724,15.22,1,0.3791,N,8
LN-10400,P-101255,2024-03-20,MEDICAL,B,6856,11.33,0,0.3554,N,11
LN-10401,P-100226,2024-04-23,PERSONAL,A,13137,5.02,0,0.5372,N,6
LN-10402,P-100265,2023-02-07,PERSONAL,A,5144,5.58,1,0.1086,Y,6
LN-10403,P-100994,2023-11-04,DEBTCONSOLIDATION,A,9083,6.07,0,0.4791,Y,5
LN-10404,P-100795,2024-03-01,DEBTCONSOLIDATION,C,16043,12.71,0,0.3958,N,2
LN-10405,P-101208,2023-02-22,HOMEIMPROVEMENT,A,8956,5.28,0,0.2157,N,4
LN-10406,P-101470,2024-04-23,EDUCATION,A,11791,5.08,0,0.23,N,10
LN-10407,P-101342,2024-08-15,PERSONAL,B,14945,9.12,0,0.1387,N,8
LN-10408,P-100958,2023-01-27,HOMEIMPROVEMENT,D,18782,12.83,1,0.9495,Y,6
LN-10409,P-101522,2023-09-17,MEDICAL,E,500,16.45,0,0.0076,N,9
LN-10410,P-101450,2023-10-09,HOMEIMPROVEMENT,A,14358,5.86,0,0.311,N,2
LN-10411,P-100083,2024-02-24,PERSONAL,D,1570,15.09,0,0.0375,N,6
LN-10412,P-100442,2023-10-05,DEBTCONSOLIDATION,F,1917,19.89,1,0.0188,Y,9
LN-10413,P-100473,2023-08-14,HOMEIMPROVEMENT,C,10740,10.4,0,0.1273,N,6
LN-10414,P-101345,2023-12-23,EDUCATION,A,8500,9.39,0,0.1042,N,15
LN-10415,P-900005,2024-04-24,PERSONAL,D,14016,13.73,0,0.2704,N,13
LN-10416,P-101569,2023-04-28,VENTURE,C,10168,11.66,1,0.1767,N,5
LN-10417,P-101438,2024-10-25,EDUCATION,C,12649,11.0,0,0.4766,N,13
LN-10418,P-100369,2024-05-11,DEBTCONSOLIDATION,C,10766,15.25,1,0.2348,N,2
LN-10419,P-100323,2023-01-02,MEDICAL,C,2865,14.37,0,0.0735,N,6
LN-10420,P-100645,2024-05-29,MEDICAL,C,11530,15.65,0,0.1369,N,7
LN-10421,P-100844,2024-04-30,DEBTCONSOLIDATION,D,11605,15.22,0,0.2309,N,4
LN-10422,P-100662,2023-11-30,EDUCATION,C,10220,13.8,1,0.1996,N,8
LN-10423,P-100768,2023-05-30,MEDICAL,D,14233,15.85,1,0.25,N,4
LN-10424,P-100737,2024-05-01,VENTURE,F,5715,21.7,0,0.0906,N,8
LN-10425,P-100000,2024-10-16,HOMEIMPROVEMENT,D,500,14.47,0,0.0075,N,7
LN-10426,P-100033,2024-07-13,MEDICAL,B,10207,5.07,0,0.2274,N,10
LN-10427,P-100013,2024-10-16,MEDICAL,B,15274,10.12,0,0.3045,N,2
LN-10428,P-100044,2024-04-06,MEDICAL,D,8272,13.23,0,0.1736,N,15
LN-10429,P-101133,2024-04-13,HOMEIMPROVEMENT,B,7876,10.9,0,0.5343,N,2
LN-10430,P-100316,2023-02-01,EDUCATION,A,15116,5.0,0,0.1721,N,4
LN-10431,P-100283,2023-01-23,EDUCATION,A,10882,6.19,0,0.1733,N,3
LN-10432,P-100477,2023-06-17,HOMEIMPROVEMENT,A,5007,6.11,0,0.2067,N,9
LN-10433,P-100818,2024-02-09,PERSONAL,C,10449,14.73,0,0.3702,N,11
LN-10434,P-101481,2024-02-06,VENTURE,B,8466,11.28,0,0.5396,N,9
LN-10435,P-101412,2023-09-19,PERSONAL,C,12087,13.86,0,0.147,N,15
LN-10436,P-101219,2023-06-06,HOMEIMPROVEMENT,C,6740,13.76,0,0.1761,Y,6
LN-10437,P-100781,2024-08-04,MEDICAL,A,5580,5.0,0,0.1736,Y,10
LN-10438,P-100712,2024-09-23,PERSONAL,E,12218,23.11,0,0.2911,N,7
LN-10439,P-101577,2023-03-24,HOMEIMPROVEMENT,A,3651,6.79,0,0.108,N,5
LN-10440,P-100023,2024-01-07,PERSONAL,C,1140,15.87,0,0.0314,N,11
LN-10441,P-100624,2023-10-05,HOMEIMPROVEMENT,C,12326,13.5,0,0.2133,N,8
LN-10442,P-100306,2023-06-05,EDUCATION,B,13521,11.86,0,0.4345,N,15
LN-10443,P-100103,2024-07-04,VENTURE,C,6632,13.7,0,0.1622,N,4
LN-10444,P-101541,2024-02-17,EDUCATION,C,4653,12.36,0,0.064,N,4
LN-10445,P-100884,2024-08-17,EDUCATION,B,11097,12.78,1,0.1666,N,2
LN-10446,P-100688,2024-06-07,PERSONAL,A,13347,6.5,0,0.3846,N,7
LN-10447,P-101122,2023-06-28,HOMEIMPROVEMENT,B,8886,10.46,0,0.2866,Y,7
LN-10448,P-100889,2023-06-22,EDUCATION,D,16013,17.19,1,0.2349,Y,13
LN-10449,P-100984,2023-03-06,DEBTCONSOLIDATION,C,6752,14.29,0,0.114,N,2
LN-10450,P-101170,2023-02-24,DEBTCONSOLIDATION,A,21358,5.78,0,0.5904,N,5
LN-10451,P-101073,2024-06-18,VENTURE,A,9231,5.16,0,0.5205,Y,2
LN-10452,P-100662,2024-11-20,PERSONAL,C,7127,14.67,0,0.1392,N,12
LN-10453,P-101375,2023-06-17,EDUCATION,B,9457,9.52,0,0.3461,N,7
LN-10454,P-100656,2023-02-02,MEDICAL,B,2506,13.83,0,0.0331,N,5
LN-10455,P-100346,2023-09-23,VENTURE,G,16579,20.56,1,0.5346,N,4
LN-10456,P-101276,2024-04-28,EDUCATION,A,17460,9.0,0,0.6007,Y,11
LN-10457,P-100408,2023-08-26,DEBTCONSOLIDATION,C,7900,12.7,0,0.2007,N,3
LN-10458,P-100175,2023-01-08,HOMEIMPROVEMENT,A,9527,8.06,0,0.3794,Y,6
LN-10459,P-100302,2024-01-23,PERSONAL,E,15668,14.18,0,0.6993,N,5
LN-10460,P-100703,2024-03-01,VENTURE,C,15260,12.92,0,0.2555,Y,5
LN-10461,P-100964,2023-05-25,HOMEIMPROVEMENT,A,10937,6.86,0,0.499,N,2
LN-10462,P-100433,2023-08-22,MEDICAL,A,4557,8.32,0,0.1052,N,14
LN-10463,P-101123,2024-02-27,EDUCATION,B,8659,7.11,0,0.1634,N,2
LN-10464,P-101423,2023-11-16,HOMEIMPROVEMENT,C,9381,12.88,1,0.2766,Y,2
LN-10465,P-101358,2024-02-24,PERSONAL,C,7021,13.06,0,0.2432,N,4
LN-10466,P-100581,2023-05-10,MEDICAL,A,14908,6.38,0,0.7551,N,13
LN-10467,P-100108,2024-02-11,PERSONAL,B,8703,9.25,0,0.5906,N,18
LN-10468,P-100795,2024-09-01,DEBTCONSOLIDATION,C,10758,15.22,0,0.2654,N,8
LN-10469,P-100737,2023-01-28,DEBTCONSOLIDATION,E,1804,17.13,1,0.0286,Y,5
LN-10470,P-100791,2024-11-30,DEBTCONSOLIDATION,A,5000,6.98,0,0.0698,N,2
LN-10471,P-100203,2023-07-02,HOMEIMPROVEMENT,E,5023,14.77,0,0.0833,N,10
LN-10472,P-101088,2023-11-15,VENTURE,A,11039,6.08,0,0.1569,N,2
LN-10473,P-101148,2023-01-21,EDUCATION,E,13951,18.97,1,0.4987,Y,4
LN-10474,P-101084,2023-02-25,DEBTCONSOLIDATION,B,16576,9.61,0,0.137,N,6
LN-10475,P-100321,2024-01-10,MEDICAL,A,500,6.96,0,0.006,N,5
LN-10476,P-101280,2024-08-26,HOMEIMPROVEMENT,B,20037,8.41,0,0.2626,N,5
LN-10477,P-100564,2023-08-02,VENTURE,D,15688,18.16,0,0.3102,N,4
LN-10478,P-100060,2023-01-13,EDUCATION,F,2557,21.85,0,0.0567,N,2
LN-10479,P-100310,2023-12-23,EDUCATION,B,1660,10.81,0,0.0517,N,2
LN-10480,P-100179,2024-01-14,DEBTCONSOLIDATION,D,7572,18.41,0,0.1317,N,11
LN-10481,P-101254,2023-02-05,VENTURE,E,2994,16.97,0,0.0255,N,3
LN-10482,P-100492,2023-07-19,MEDICAL,C,3680,15.71,0,0.1448,N,5
LN-10483,P-101239,2023-05-10,EDUCATION,B,9346,11.51,0,0.3124,N,10
LN-10484,P-101336,2023-02-05,EDUCATION,A,500,8.29,0,0.019,N,12
LN-10485,P-100282,2023-08-02,HOMEIMPROVEMENT,B,13233,8.16,0,0.263,N,4
LN-10486,P-100276,2024-05-31,EDUCATION,B,10617,6.84,0,0.2227,N,6
LN-10487,P-101343,2024-10-14,MEDICAL,E,12651,17.9,0,0.4014,N,2
LN-10488,P-100138,2024-07-23,PERSONAL,C,10300,11.28,0,0.1056,N,15
LN-10489,P-100377,2024-04-19,DEBTCONSOLIDATION,B,9271,11.5,0,0.1343,N,9
LN-10490,P-100060,2023-12-08,VENTURE,D,9140,17.71,0,0.2026,N,13
LN-10491,P-100842,2023-04-23,DEBTCONSOLIDATION,B,8947,8.5,1,0.2515,N,2
LN-10492,P-101512,2024-05-14,PERSONAL,A,9111,8.12,0,0.2955,N,7
LN-10493,P-100269,2023-01-10,HOMEIMPROVEMENT,A,8090,5.49,0,0.3435,N,6
LN-10494,P-101263,2023-11-14,EDUCATION,A,13081,6.9,0,0.3086,N,2
LN-10495,P-101221,2024-10-10,MEDICAL,A,8536,6.77,0,0.1041,N,2
LN-10496,P-100162,2023-08-22,HOMEIMPROVEMENT,C,6037,11.38,1,0.0906,N,10
LN-10497,P-101238,2024-08-27,EDUCATION,B,15320,10.24,0,0.4654,N,2
LN-10498,P-100793,2024-10-27,EDUCATION,B,14658,8.23,0,0.8999,Y,9
LN-10499,P-100463,2023-07-14,PERSONAL,A,12329,5.82,0,0.2845,N,11
LN-10500,P-100552,2024-01-25,DEBTCONSOLIDATION,F,5723,14.55,0,0.133,N,10
LN-10501,P-100415,2024-05-18,VENTURE,D,17856,15.53,1,0.4357,Y,8
LN-10502,P-101263,2024-04-03,VENTURE,B,19024,8.59,0,0.4488,N,7
LN-10503,P-100505,2023-05-17,HOMEIMPROVEMENT,B,16413,9.72,0,0.356,N,18
LN-10504,P-101505,2024-08-28,VENTURE,D,11192,16.49,0,0.4085,N,2
LN-10505,P-101252,2024-02-19,HOMEIMPROVEMENT,E,17038,17.99,1,0.3002,N,8
LN-10506,P-101075,2024-10-20,PERSONAL,C,500,12.66,0,0.0074,N,12
LN-10507,P-101066,2023-02-28,PERSONAL,A,12960,8.21,0,0.1747,N,10
LN-10508,P-100503,2023-06-13,DEBTCONSOLIDATION,B,13276,12.74,0,0.4294,N,6
LN-10509,P-100080,2024-11-15,DEBTCONSOLIDATION,C,5046,13.31,0,0.0985,N,6
LN-10510,P-100100,2023-01-24,MEDICAL,A,15665,5.52,0,0.1568,N,6
LN-10511,P-101584,2024-02-08,VENTURE,D,2128,15.41,0,0.1042,N,4
LN-10512,P-100602,2023-09-19,HOMEIMPROVEMENT,C,14742,12.89,0,0.1422,Y,7
LN-10513,P-100291,2023-04-20,PERSONAL,B,6123,10.49,0,0.0624,N,5
LN-10514,P-101479,2024-07-12,HOMEIMPROVEMENT,B,12610,9.04,0,0.9109,N,12
LN-10515,P-101425,2024-11-20,MEDICAL,C,9865,15.74,0,0.2453,N,2
LN-10516,P-100923,2024-03-29,DEBTCONSOLIDATION,A,5802,5.01,0,0.1248,N,7
LN-10517,P-100413,2024-02-09,MEDICAL,E,6621,16.8,1,0.7585,Y,16
LN-10518,P-101416,2023-03-15,EDUCATION,C,5086,10.62,1,0.1937,N,18
LN-10519,P-101471,2023-07-05,DEBTCONSOLIDATION,D,6342,17.02,1,0.142,Y,5
LN-10520,P-100920,2024-05-29,DEBTCONSOLIDATION,C,5042,14.33,1,0.1176,Y,2
LN-10521,P-100786,2023-05-06,HOMEIMPROVEMENT,D,500,16.57,1,0.0178,N,7
LN-10522,P-100327,2024-01-25,EDUCATION,B,500,8.52,0,0.011,N,8
LN-10523,P-100686,2023-07-27,EDUCATION,C,13000,17.09,1,0.2473,N,13
LN-10524,P-100332,2023-08-23,DEBTCONSOLIDATION,E,4520,14.49,0,0.0959,N,8
LN-10525,P-100105,2024-05-22,VENTURE,B,4817,6.98,0,0.1635,N,5
LN-10526,P-100591,2023-05-30,EDUCATION,C,500,14.62,0,0.025,Y,4
LN-10527,P-100415,2024-03-02,PERSONAL,A,6254,8.12,0,0.1526,N,11
LN-10528,P-100939,2023-02-27,PERSONAL,B,8961,11.45,0,0.6448,N,7
LN-10529,P-101245,2023-01-31,HOMEIMPROVEMENT,E,828,18.58,1,0.0101,N,5
LN-10530,P-101350,2024-10-08,PERSONAL,B,17166,7.93,0,0.6031,N,9
LN-10531,P-101231,2023-06-28,HOMEIMPROVEMENT,C,7129,10.0,0,0.2587,N,9
LN-10532,P-100569,2023-08-10,EDUCATION,C,13557,12.64,0,0.3511,N,18
LN-10533,P-100100,2024-11-12,MEDICAL,A,2944,10.07,0,0.0295,Y,7
LN-10534,P-100075,2024-10-05,HOMEIMPROVEMENT,A,13251,6.02,0,0.2629,Y,10
LN-10535,P-101235,2023-09-24,PERSONAL,B,7894,11.69,0,0.1543,N,7
LN-10536,P-100223,2023-05-10,DEBTCONSOLIDATION,B,19878,9.4,0,0.3602,N,2
LN-10537,P-100582,2024-01-13,HOMEIMPROVEMENT,C,10782,13.01,0,0.3162,N,9
LN-10538,P-101172,2024-09-15,VENTURE,D,10377,15.37,0,0.0669,N,6
LN-10539,P-101534,2023-12-23,PERSONAL,C,10339,11.84,0,0.1981,N,9
LN-10540,P-101573,2024-11-19,VENTURE,B,1044,9.45,0,0.0082,N,2
LN-10541,P-100138,2024-08-18,PERSONAL,D,12055,15.95,0,0.1236,N,14
LN-10542,P-100599,2023-04-17,MEDICAL,B,16794,9.69,1,0.5352,Y,8
LN-10543,P-100674,2024-11-17,DEBTCONSOLIDATION,C,4736,12.66,0,0.0759,N,10
LN-10544,P-100428,2024-05-11,DEBTCONSOLIDATION,C,500,13.27,0,0.0158,Y,13
LN-10545,P-101288,2023-10-28,DEBTCONSOLIDATION,C,13027,15.07,1,0.4401,Y,4
LN-10546,P-101410,2024-07-07,DEBTCONSOLIDATION,C,18493,10.36,0,0.3572,N,3
LN-10547,P-100588,2024-07-22,MEDICAL,B,13186,12.2,0,0.195,N,9
LN-10548,P-101076,2023-01-16,EDUCATION,C,10291,13.95,0,0.2512,N,9
LN-10549,P-101258,2024-10-26,DEBTCONSOLIDATION,C,14556,10.07,0,0.2345,N,2
LN-10550,P-101019,2023-08-14,HOMEIMPROVEMENT,B,11160,13.46,0,0.2008,N,11
LN-10551,P-100476,2023-12-31,PERSONAL,C,500,12.06,0,0.0075,N,2
LN-10552,P-100242,2023-12-05,PERSONAL,A,3639,9.48,0,0.0313,N,12
LN-10553,P-101510,2023-04-19,VENTURE,D,10790,16.5,0,0.7321,N,8
LN-10554,P-100847,2024-06-10,DEBTCONSOLIDATION,A,5705,9.77,0,0.2252,N,5
LN-10555,P-100434,2023-05-21,MEDICAL,A,3777,9.8,0,0.063,N,9
LN-10556,P-100521,2024-03-02,HOMEIMPROVEMENT,D,5698,16.27,0,0.1656,N,14
LN-10557,P-101126,2024-10-15,DEBTCONSOLIDATION,B,19286,11.78,0,0.287,Y,8
LN-10558,P-100682,2024-04-08,HOMEIMPROVEMENT,B,22338,8.94,0,0.5282,N,11
LN-10559,P-100059,2023-09-18,MEDICAL,D,24380,14.18,1,0.8909,N,14
LN-10560,P-101377,2024-02-10,PERSONAL,B,2324,10.15,0,0.0528,N,11
LN-10561,P-101322,2023-03-15,VENTURE,A,12242,6.78,0,0.2616,N,28
LN-10562,P-101099,2024-07-09,VENTURE,E,13647,17.68,0,0.2239,N,6
LN-10563,P-101520,2023-10-18,HOMEIMPROVEMENT,A,6292,7.47,0,0.0824,N,14
LN-10564,P-101484,2024-06-16,PERSONAL,C,8547,10.83,0,0.0895,N,2
LN-10565,P-100426,2024-06-10,MEDICAL,C,13774,14.85,0,0.259,N,3
LN-10566,P-100135,2023-04-29,PERSONAL,F,8837,20.82,1,0.1646,N,11
LN-10567,P-100694,2023-08-04,EDUCATION,G,6690,22.48,0,0.176,N,2
LN-10568,P-101169,2024-10-14,PERSONAL,C,14031,13.45,0,0.4187,N,4
LN-10569,P-101539,2023-02-14,DEBTCONSOLIDATION,B,17664,7.76,0,0.3971,N,14
LN-10570,P-100064,2023-03-04,EDUCATION,A,14660,6.26,0,0.0828,Y,2
LN-10571,P-100761,2024-03-23,EDUCATION,B,3729,11.66,0,0.085,N,2
LN-10572,P-101075,2023-12-02,PERSONAL,B,13556,11.32,0,0.2015,Y,13
LN-10573,P-101592,2023-04-25,HOMEIMPROVEMENT,A,12362,9.26,0,0.3947,Y,7
LN-10574,P-100051,2023-01-09,EDUCATION,D,9266,15.06,1,0.1019,N,9
LN-10575,P-100389,2023-02-05,HOMEIMPROVEMENT,B,8438,9.18,0,0.1567,N,9
LN-10576,P-100635,2023-10-18,PERSONAL,D,3388,15.15,1,0.123,Y,10
LN-10577,P-101057,2024-09-18,DEBTCONSOLIDATION,C,8309,11.97,0,0.1262,Y,2
LN-10578,P-100074,2023-08-03,HOMEIMPROVEMENT,B,13738,14.44,1,0.6598,N,2
LN-10579,P-100237,2024-06-13,DEBTCONSOLIDATION,A,1327,6.76,0,0.0833,N,4
LN-10580,P-101217,2023-06-05,PERSONAL,E,7542,17.32,0,0.2571,N,4
LN-10581,P-100211,2024-05-21,MEDICAL,C,8541,12.65,0,0.1765,N,9
LN-10582,P-100046,2023-08-26,EDUCATION,C,500,13.75,0,0.0177,N,2
