application_id,customer_id,application_date,requested_amount,loan_purpose,application_status,application_channel,decision_date
APP0000307,CUST0000238,2026-04-08,26403.58,Medical,Rejected,Branch,2026-04-18
APP0000308,CUST0000852,2024-02-11,16312.59,Home Improvement,Rejected,Online,2024-02-17
APP0000309,CUST0000844,2024-12-11,8206.94,Medical,Rejected,Online,2024-12-16
APP0000310,CUST0000604,2023-01-11,4453.78,Wedding,Approved,Partner Referral,2023-01-15
APP0000311,CUST0000297,2021-11-27,16583.78,Education,Approved,Branch,2021-12-14
APP0000312,CUST0000355,2026-02-10,3705.65,Wedding,Rejected,Branch,2026-02-24
APP0000313,CUST0000440,2024-12-09,5895.03,Education,Rejected,Online,2024-12-15
APP0000314,CUST0000188,2025-03-16,16823.8,Personal,Approved,Online,2025-03-26
APP0000315,CUST0000306,2024-04-24,8995.1,Home Improvement,Approved,Mobile App,2024-05-05
APP0000316,CUST0000135,2023-09-02,30562.64,Auto,Rejected,Mobile App,2023-09-03
APP0000317,CUST0000155,2023-10-05,4821.35,Auto,Rejected,Branch,2023-10-24
APP0000318,CUST0000745,2025-06-16,3014.16,Personal,Rejected,Call Center,2025-07-02
APP0000319,CUST0000129,2022-10-13,5030.74,Education,Approved,Online,2022-10-24
APP0000320,CUST0000470,2023-05-10,74419.06,Home Improvement,Approved,Call Center,2023-05-25
APP0000321,CUST0000430,2023-03-09,41693.57,Home Improvement,Rejected,Online,2023-03-12
APP0000322,CUST0000047,2024-04-03,3376.75,Medical,Rejected,Online,2024-04-23
APP0000323,CUST0000832,2026-06-26,26056.55,Home Improvement,Approved,Call Center,2026-07-09
APP0000324,CUST0000984,2026-04-06,31469.31,Business,Rejected,Call Center,2026-04-25
APP0000325,CUST0000639,2024-05-15,16958.25,Personal,Rejected,Mobile App,2024-06-02
APP0000326,CUST0000672,2022-08-25,30149.96,Wedding,Rejected,Mobile App,2022-09-06
APP0000327,CUST0000233,2026-05-08,62272.32,Home Improvement,Approved,Mobile App,2026-05-14
APP0000328,CUST0000845,2023-03-19,500.0,Medical,Rejected,Mobile App,2023-04-02
APP0000329,CUST0000785,2023-06-06,1585.13,Education,Withdrawn,Online,2023-06-17
APP0000330,CUST0000439,2026-01-28,7630.71,,Approved,Branch,2026-02-06
APP0000331,CUST0000706,2022-12-18,33019.84,Medical,Rejected,Mobile App,2023-01-02
APP0000332,CUST0000956,2023-12-16,13450.88,Home Improvement,Approved,Branch,2024-01-03
APP0000333,CUST0000603,2026-03-26,92162.66,Debt Consolidation,Approved,Call Center,2026-03-30
APP0000334,CUST0000200,2023-03-28,17032.48,Medical,Pending,Branch,2026-08-24
APP0000335,CUST0000331,2024-10-07,49660.61,Debt Consolidation,Withdrawn,Online,2024-10-23
APP0000336,CUST0000186,2021-11-01,7516.17,Debt Consolidation,Approved,Online,2021-11-08
APP0000337,CUST0000332,2026-08-16,9609.55,Education,Pending,Mobile App,2026-08-24
APP0000338,CUST0000891,2023-09-29,7265.58,Personal,Approved,Online,2023-09-30
APP0000339,CUST0000190,2024-12-30,40772.42,Education,Rejected,Call Center,2025-01-06
APP0000340,CUST0000892,2024-02-25,1434.67,Debt Consolidation,Rejected,Online,2024-03-08
APP0000341,CUST0000286,2023-10-26,1371.77,Personal,Approved,Online,2023-11-15
APP0000342,CUST0000500,2023-09-05,10645.56,Business,Rejected,Mobile App,2023-09-16
APP0000343,CUST0000529,2021-09-26,10337.44,Auto,Rejected,Online,2021-10-02
APP0000344,CUST0000126,2023-01-13,17541.25,Auto,Approved,Mobile App,2023-01-30
APP0000345,CUST0000185,2023-07-21,67609.51,Wedding,Withdrawn,Online,2023-07-25
APP0000346,CUST0000306,2023-06-30,21055.61,Medical,Approved,Branch,2023-07-04
APP0000347,CUST0000060,2023-01-06,2699.74,Home Improvement,Approved,Branch,2023-01-17
APP0000348,CUST0000755,2024-11-10,28195.48,Auto,Withdrawn,Call Center,2024-11-27
APP0000349,CUST0000547,2025-10-16,10822.67,Auto,Approved,Online,2025-10-21
APP0000350,CUST0000846,2026-02-07,66326.25,Medical,Rejected,Online,2026-02-08
APP0000351,CUST0000864,2026-07-05,34532.15,Auto,Approved,Mobile App,2026-07-20
APP0000352,CUST0000348,2024-11-23,15745.64,Education,Approved,Partner Referral,2024-12-05
APP0000353,CUST0000818,2023-09-14,25532.16,Auto,Approved,Mobile App,2023-09-28
APP0000354,CUST0000062,2024-11-16,3518.95,Business,Approved,Mobile App,2024-11-24
APP0000355,CUST0000430,2022-04-23,81211.16,Medical,Rejected,Branch,2022-04-26
APP0000356,CUST0000666,2025-09-24,3129.42,Wedding,Approved,Branch,2025-10-01
APP0000357,CUST0000467,2024-04-27,86720.57,Personal,Pending,Call Center,2026-08-24
APP0000358,CUST0000740,2022-06-22,25861.98,Auto,Pending,Call Center,2026-08-24
APP0000359,CUST0000859,2023-10-11,20237.62,Debt Consolidation,Approved,Mobile App,2023-10-29
APP0000360,CUST0000425,2023-02-25,6808.37,Education,Withdrawn,Mobile App,2023-03-02
APP0000361,CUST0000275,2023-05-25,4619.87,Auto,Pending,Call Center,2026-08-24
APP0000362,CUST0000584,2021-11-25,27013.55,Wedding,Pending,Online,2026-08-24
APP0000363,CUST0000869,2021-09-23,6420.3,Medical,Rejected,Online,2021-10-05
APP0000364,CUST0000988,2023-05-25,29351.87,Auto,Approved,Partner Referral,2023-06-11
APP0000365,CUST0000816,2023-02-26,14000.06,Auto,Approved,Branch,2023-03-16
APP0000366,CUST0000245,2026-08-22,16592.1,Personal,Pending,Online,2026-08-24
APP0000367,CUST0000206,2022-12-17,32721.34,Debt Consolidation,Rejected,Branch,2022-12-26
APP0000368,CUST0000573,2023-04-18,12761.19,Wedding,Pending,Mobile App,2026-08-24
APP0000369,CUST0000403,2026-03-23,22976.62,Home Improvement,Rejected,Mobile App,2026-03-24
APP0000370,CUST0000611,2025-12-11,1384.03,Personal,Approved,Mobile App,2025-12-26
APP0000371,CUST0000924,2021-12-06,35449.84,Education,REJECTED,Online,2021-12-09
APP0000372,CUST0000550,2022-01-28,28184.85,Education,Withdrawn,Branch,2022-01-29
APP0000373,CUST0000356,2022-02-14,65423.26,Home Improvement,Approved,Online,2022-02-17
APP0000374,CUST0000870,2023-12-12,12211.13,Business,Rejected,Call Center,2023-12-30
APP0000375,CUST0000440,2024-07-05,4763.63,Business,Withdrawn,Online,2024-07-19
APP0000376,CUST0000606,2023-05-28,48638.37,Medical,Approved,Mobile App,2023-06-13
APP0000377,CUST0000136,2021-09-17,20409.18,Medical,Approved,Branch,2021-10-01
APP0000378,CUST0000508,2022-08-28,20198.25,Education,Rejected,Mobile App,2022-09-13
APP0000379,CUST0000427,2024-09-20,36262.28,Medical,Pending,Branch,2026-08-24
APP0000380,CUST0000124,2023-07-06,7644.68,Wedding,Rejected,Mobile App,2023-07-23
APP0000381,CUST0000212,2022-04-07,9569.86,Debt Consolidation,Approved,Mobile App,2022-04-09
APP0000382,CUST0000704,2024-11-26,80927.82,Auto,Approved,Online,2024-12-08
APP0000383,CUST0000181,2024-09-18,1759.79,Personal,Approved,Online,2024-10-04
APP0000384,CUST0000133,2024-02-06,24927.44,Personal,Rejected,Branch,2024-02-26
APP0000385,CUST0000058,2026-05-07,120219.2,Auto,Approved,Online,2026-05-15
APP0000386,CUST0000027,2025-11-13,41837.73,Education,Rejected,Mobile App,2025-11-17
APP0000387,CUST0000435,2021-11-05,12136.79,Debt Consolidation,Approved,Online,2021-11-20
APP0000388,CUST0000489,2026-03-04,,Home Improvement,Pending,Mobile App,2026-08-24
APP0000389,CUST0000625,2021-11-23,26324.46,Wedding,Withdrawn,Online,2021-12-09
APP0000390,CUST0000573,2024-01-21,7060.37,Business,Rejected,Mobile App,2024-02-05
APP0000391,CUST0000537,2026-02-26,5585.89,Debt Consolidation,Rejected,Online,2026-03-12
APP0000392,CUST0001000,2026-07-22,703.87,Personal,Approved,Branch,2026-07-28
APP0000393,CUST0000250,2021-10-05,4584.54,Medical,Rejected,Online,2021-10-08
APP0000394,CUST0000713,2022-01-03,13750.27,Education,Approved,Mobile App,2022-01-16
APP0000395,CUST0000080,2022-11-08,41023.27,Personal,Approved,Online,2022-11-16
APP0000396,CUST0000849,2023-01-11,81609.41,Personal,Rejected,Mobile App,2023-01-19
APP0000397,CUST0000363,2023-01-17,34903.29,Home Improvement,Approved,Branch,2023-01-21
APP0000398,CUST0000347,2023-09-24,24965.08,Auto,Approved,Partner Referral,2023-10-01
APP0000399,CUST0000136,2023-03-30,3544.52,Auto,Rejected,Mobile App,2023-04-16
APP0000400,CUST0000509,2024-07-24,26684.02,Wedding,Rejected,Mobile App,2024-08-11
APP0000401,CUST0000400,2025-12-01,3379.5,Personal,Approved,Mobile App,2025-12-08
APP0000402,CUST0000975,2024-05-17,13700.24,,Approved,Online,2024-05-20
APP0000403,CUST0000179,2023-04-23,2573.35,Debt Consolidation,Approved,Mobile App,2023-04-24
APP0000404,CUST0000418,2024-06-27,2225.82,Personal,Rejected,Online,2024-07-01
APP0000405,CUST0000901,2024-09-30,25976.6,Education,Rejected,Mobile App,2024-10-01
APP0000406,CUST0000808,2026-02-16,13551.91,Auto,Approved,Online,2026-03-02
APP0000407,CUST0000765,2026-05-20,113531.53,Medical,Rejected,Branch,2026-06-02
APP0000408,CUST0000526,2023-01-13,13479.82,Medical,Withdrawn,Mobile App,2023-01-29
APP0000409,CUST0000874,2026-03-28,6190.06,Auto,Rejected,Branch,2026-04-04
APP0000410,CUST0000224,2025-09-24,21177.62,Wedding,Rejected,Online,2025-10-11
APP0000411,CUST0000810,2022-04-16,6823.42,Wedding,Rejected,Branch,2022-04-20
APP0000412,CUST0000581,2024-06-08,8913.89,Debt Consolidation,Pending,Mobile App,2026-08-24
APP0000413,CUST0000350,2022-05-29,5680.85,Wedding,Withdrawn,Online,2022-06-17
APP0000414,CUST0000219,2024-02-06,46722.19,Medical,Approved,Online,2024-02-24
APP0000415,CUST0000522,2021-11-14,30814.0,Personal,Approved,Partner Referral,2021-11-26
APP0000416,CUST0000004,2023-02-22,50357.54,Personal,Approved,Call Center,2023-03-07
APP0000417,CUST0000715,2024-08-02,555.39,Education,Pending,Online,2026-08-24
APP0000418,CUST0000236,2023-03-03,5301.66,Business,Approved,Branch,2023-03-20
APP0000419,CUST0000390,2021-09-12,34821.48,Business,Pending,Online,2026-08-24
APP0000420,CUST0000194,2023-08-04,2627.12,Personal,Approved,Call Center,2023-08-06
APP0000421,CUST0000466,2024-05-09,47412.15,Medical,Rejected,Branch,2024-05-13
APP0000422,CUST0000371,2025-06-19,23472.57,Business,Approved,Online,2025-06-27
APP0000423,CUST0000188,2022-05-01,48580.07,Wedding,Rejected,Online,2022-05-06
APP0000424,CUST0000889,2024-01-12,9172.24,Wedding,Approved,Branch,2024-01-23
APP0000425,CUST0000760,2022-08-22,11341.35,Home Improvement,Rejected,Online,2022-08-25
APP0000426,CUST0000388,2022-06-01,12688.25,Medical,Approved,Mobile App,2022-06-13
APP0000427,CUST0000058,2022-04-04,45671.66,Education,Rejected,Branch,2022-04-19
APP0000428,CUST0000846,2025-06-12,5404.38,Education,Rejected,Branch,2025-06-14
APP0000429,CUST0000697,2026-03-31,9542.36,Business,Pending,Mobile App,2026-08-24
APP0000430,CUST0000556,2024-12-18,7688.29,Personal,Pending,Online,2026-08-24
APP0000431,CUST0000605,2023-07-16,2020.16,Education,Rejected,Online,2023-07-18
APP0000432,CUST0000008,2026-05-24,5044.31,Business,Rejected,Branch,2026-06-07
APP0000433,CUST0000474,2024-02-18,11925.6,Wedding,pending,Mobile App,2026-08-24
APP0000434,CUST0000189,2024-04-17,31674.12,Debt Consolidation,Rejected,Online,2024-04-25
APP0000435,CUST0000652,2024-10-26,37008.11,Business,Pending,Mobile App,2026-08-24
APP0000436,CUST0000932,2024-12-01,2015.45,,Rejected,Branch,2024-12-12
APP0000437,CUST0000531,2024-02-09,81035.12,Wedding,Approved,Branch,2024-02-27
APP0000438,CUST0000605,2024-01-17,7234.28,Education,Approved,Branch,2024-01-23
APP0000439,CUST0000668,2023-03-28,24528.34,Education,Rejected,Online,2023-04-14
APP0000440,CUST0000930,2025-01-19,4737.73,Personal,Rejected,Online,2025-02-06
APP0000441,CUST0000039,2025-01-03,45086.17,Home Improvement,Rejected,Mobile App,2025-01-09
APP0000442,CUST0000311,2023-10-30,30835.14,Education,Withdrawn,Online,2023-11-11
APP0000443,CUST0000269,2025-03-17,15261.16,Personal,Rejected,Branch,2025-03-18
APP0000444,CUST0000717,2022-05-03,20498.62,Personal,Rejected,Partner Referral,2022-05-15
APP0000445,CUST0000448,2023-09-23,17004.4,Home Improvement,Rejected,Online,2023-10-11
APP0000446,CUST0000773,2026-07-31,27025.76,Personal,Approved,Branch,2026-08-19
APP0000447,CUST0000473,2025-04-25,6003.23,Home Improvement,Rejected,Online,2025-04-29
APP0000448,CUST0000976,2025-04-01,55492.8,Auto,Pending,Online,2026-08-24
APP0000449,CUST0000767,2025-12-18,41927.13,Personal,Approved,Partner Referral,2025-12-20
APP0000450,CUST0000019,2024-09-09,35806.01,Education,Rejected,Partner Referral,2024-09-15
APP0000451,CUST0000989,2024-12-16,21853.62,Education,Pending,Online,2026-08-24
APP0000452,CUST0000953,2024-01-21,23690.88,Education,Approved,Partner Referral,2024-02-03
APP0000453,CUST0000044,2025-10-11,16737.99,Wedding,Pending,Online,2026-08-24
APP0000454,CUST0000392,2025-03-16,13437.22,Home Improvement,Rejected,Partner Referral,2025-04-05
APP0000455,CUST0000971,2024-04-07,7116.32,Auto,Rejected,Mobile App,2024-04-23
APP0000456,CUST0000838,2022-04-13,60460.23,Medical,Approved,Online,2022-04-14
APP0000457,CUST0000469,2025-09-04,21993.9,Personal,Approved,Branch,2025-09-06
APP0000458,CUST0000545,2023-04-12,34099.41,Education,Rejected,Mobile App,2023-04-25
APP0000459,CUST0000030,2023-06-11,65842.81,Business,Approved,Online,2023-06-29
APP0000460,CUST0000565,2022-04-09,19743.41,Personal,Rejected,Online,2022-04-13
APP0000461,CUST0000667,2022-09-25,14281.92,Wedding,Withdrawn,Mobile App,2022-10-06
APP0000462,CUST9267218,2022-04-12,37717.0,Medical,Rejected,Online,2022-04-29
APP0000463,CUST0000307,2022-02-18,58858.79,Medical,Rejected,Online,2022-03-08
APP0000464,CUST0000829,2021-10-02,4673.47,Debt Consolidation,Withdrawn,Online,2021-10-15
APP0000465,CUST0000449,2023-02-14,21833.07,Debt Consolidation,Approved,Mobile App,2023-03-06
APP0000466,CUST0000265,2025-06-05,12531.02,Medical,Approved,Online,2025-06-24
APP0000467,CUST0000375,2025-12-19,30112.79,Business,Rejected,Branch,2026-01-05
APP0000468,CUST0000493,2022-10-14,88980.84,Personal,Rejected,Online,2022-10-28
APP0000469,CUST0000260,2023-10-07,33106.42,Medical,Approved,Online,2023-10-27
APP0000470,CUST0000561,2025-10-22,27657.12,Education,Rejected,Mobile App,2025-10-23
APP0000471,CUST0000862,2025-03-07,10073.14,Personal,Approved,Online,2025-03-09
APP0000472,CUST0000743,2026-03-03,44902.07,Auto,Rejected,Mobile App,2026-03-14
APP0000473,CUST0000232,2023-10-01,9583.07,Home Improvement,Rejected,Online,2023-09-13
APP0000474,CUST0000472,2022-06-28,4557.96,Wedding,Rejected,Mobile App,2022-07-17
APP0000475,CUST0000544,2022-05-13,77866.22,Education,Rejected,Online,2022-05-27
APP0000476,CUST0000681,2025-03-11,5519.4,Home Improvement,Approved,Mobile App,2025-03-16
APP0000477,CUST0000757,2021-10-11,30664.21,Auto,Pending,Online,2026-08-24
APP0000478,CUST0000486,2023-12-13,17442.33,Auto,Pending,Call Center,2026-08-24
APP0000479,CUST0000316,2023-06-01,4451.56,Home Improvement,Approved,Online,2023-06-03
APP0000480,CUST0000660,2026-03-30,8859.28,Medical,Approved,Online,2026-04-14
APP0000481,CUST0000126,2026-08-21,37895.55,Personal,DECL,Branch,2026-08-24
APP0000482,CUST0000675,2024-01-26,53855.66,Business,Rejected,Online,2024-02-06
APP0000483,CUST0000897,2024-07-19,12538.05,Wedding,Approved,Branch,2024-07-22
APP0000484,CUST0000710,2023-07-17,43830.91,Personal,Approved,Mobile App,2023-07-18
APP0000485,CUST0000434,2025-07-13,25593.69,Auto,Approved,Mobile App,2025-08-02
APP0000486,CUST0000824,2023-02-13,,Debt Consolidation,Approved,Mobile App,2023-02-19
APP0000487,CUST0000533,2025-05-15,25006.52,Home Improvement,Approved,Partner Referral,2025-05-28
APP0000488,CUST0000541,2026-03-02,39660.69,Personal,Pending,Branch,2026-08-24
APP0000489,CUST0000853,2022-07-04,89554.36,Auto,Rejected,Online,2022-07-09
APP0000490,CUST0000194,2022-10-12,34617.74,Business,Rejected,Mobile App,2022-10-26
APP0000491,CUST0000780,2023-07-16,9978.08,Medical,Approved,Online,2023-07-31
APP0000492,CUST0000680,2025-10-14,98746.14,Wedding,Pending,Online,2026-08-24
APP0000493,CUST0000530,2024-11-07,20751.09,Education,Approved,Online,2024-11-18
APP0000494,CUST0000078,2022-08-14,17467.42,Wedding,Approved,Online,2022-08-24
APP0000495,CUST0000766,2023-06-28,7938.57,Auto,Rejected,Online,2023-07-10
APP0000496,CUST0000219,2024-11-11,9762.7,Personal,Rejected,Online,2024-11-28
APP0000497,CUST0000896,2026-06-21,21432.98,Education,Rejected,Branch,2026-07-06
APP0000498,CUST0000793,2023-11-26,8398.2,Home Improvement,Rejected,Mobile App,2023-12-02
APP0000499,CUST0000364,2022-01-08,,Home Improvement,Approved,Partner Referral,2022-01-13
APP0000500,CUST0000436,2022-03-04,644.85,Auto,Approved,Online,2022-03-18
APP0000501,CUST0000026,2021-10-16,2683.31,Home Improvement,Rejected,Online,2021-10-29
APP0000502,CUST0000499,2022-04-11,37754.19,,Rejected,Branch,2022-04-19
APP0000503,CUST0000058,2023-09-17,35497.29,Home Improvement,Approved,Online,2023-10-04
APP0000504,CUST0000988,2023-01-21,5443.6,Education,Approved,Online,2023-01-30
APP0000505,CUST0000641,2023-02-25,11843.85,Education,Withdrawn,Mobile App,2023-03-04
APP0000506,CUST0000236,2025-06-24,21424.27,Education,Approved,Mobile App,2025-07-06
APP0000507,CUST0000804,2024-01-13,3431.81,Business,Approved,Online,2024-01-17
APP0000508,CUST0000020,2025-04-17,15503.16,Wedding,Pending,Mobile App,2026-08-24
APP0000509,CUST0000550,2024-05-10,12537.89,Wedding,Rejected,Mobile App,2024-05-28
APP0000510,CUST0000112,2022-09-03,24995.72,Personal,Rejected,Call Center,2022-09-22
APP0000511,CUST0000055,2026-05-22,5080.15,Medical,Rejected,Online,2026-05-31
APP0000512,CUST0000245,2024-01-11,14180.88,Business,Approved,Mobile App,2024-01-17
APP0000513,CUST0000295,2025-10-29,1499.55,Home Improvement,Pending,Mobile App,2026-08-24
APP0000514,CUST0000726,2022-02-18,19505.57,Wedding,Approved,Online,2022-02-21
APP0000515,CUST0000891,2025-11-23,23066.72,Home Improvement,Withdrawn,Mobile App,2025-12-07
APP0000516,CUST0000776,2025-03-24,22281.83,Debt Consolidation,Approved,Mobile App,2025-04-02
APP0000517,CUST0000740,2022-11-24,2267.73,Personal,Rejected,Online,2022-11-27
APP0000518,CUST0000566,2025-08-12,23567.55,Personal,Rejected,Branch,2025-08-23
APP0000519,CUST0000372,2025-05-11,50806.45,Home Improvement,Approved,Branch,2025-05-26
APP0000520,CUST0000256,2026-02-11,37128.76,Wedding,Rejected,Mobile App,2026-02-16
APP0000521,CUST0000946,2022-09-11,4503.12,Debt Consolidation,Pending,Online,2026-08-24
APP0000522,CUST0000522,2026-01-28,13256.66,Debt Consolidation,Approved,Branch,2026-02-15
APP0000523,CUST0000565,2025-06-16,12401.38,Wedding,Withdrawn,Online,2025-07-01
APP0000524,CUST0000015,2023-05-03,12300.43,Home Improvement,Approved,Mobile App,2023-05-19
APP0000525,CUST0000458,2023-05-26,13629.24,Home Improvement,Rejected,Mobile App,2023-06-04
APP0000526,CUST0000682,2022-12-02,28081.84,Personal,Rejected,Branch,2022-12-12
APP0000527,CUST0000496,2024-01-12,10274.79,Education,Rejected,Branch,2024-01-22
APP0000528,CUST9013577,2026-02-17,5867.37,Education,Rejected,Online,2026-02-27
APP0000529,CUST0000810,2025-11-01,25188.95,Wedding,Rejected,Online,2025-11-04
APP0000530,CUST0000022,2022-05-18,6773.85,Debt Consolidation,Rejected,Mobile App,2022-05-19
APP0000531,CUST0000905,2022-04-21,11398.08,Wedding,Rejected,Online,2022-05-08
APP0000532,CUST0000818,2021-12-11,22143.75,Auto,Rejected,Mobile App,2021-12-22
APP0000533,CUST0000420,2024-09-19,20251.98,Education,Approved,Mobile App,2024-09-30
APP0000534,CUST0000764,2023-03-21,46578.9,Auto,Approved,Call Center,2023-04-02
APP0000535,CUST0000067,2025-06-14,8899.7,Auto,Approved,Online,2025-06-23
APP0000536,CUST0000309,2025-06-13,24123.6,Auto,Rejected,Branch,2025-07-01
APP0000537,CUST0000108,2022-08-21,14184.46,Education,Pending,Online,2026-08-24
APP0000538,CUST0000636,2025-02-12,18967.98,Wedding,Approved,Call Center,2025-02-23
APP0000539,CUST0000857,2025-06-20,8373.78,Debt Consolidation,Rejected,Mobile App,2025-07-01
APP0000540,CUST0000602,2026-08-01,43461.7,Business,Approved,Mobile App,2026-08-05
APP0000541,CUST0000712,2025-04-05,16854.56,Personal,Rejected,Mobile App,2025-04-09
APP0000542,CUST0000144,2023-06-12,25266.79,Business,Rejected,Online,2023-06-16
APP0000543,CUST0000935,2026-08-24,54697.02,Wedding,Rejected,Mobile App,2026-08-24
APP0000544,CUST0000194,2023-01-10,34758.1,Debt Consolidation,Rejected,Mobile App,2023-01-14
APP0000545,CUST0000527,2025-09-03,43418.48,Auto,Rejected,Online,2025-09-08
APP0000546,CUST0000684,2023-07-16,17174.12,Medical,Approved,Partner Referral,2023-08-04
APP0000547,CUST0000857,2026-04-28,8646.92,Education,Rejected,Call Center,2026-05-06
APP0000548,CUST0000934,2025-07-23,10827.44,Auto,Approved,Partner Referral,2025-08-08
APP0000549,CUST0000599,2024-08-24,70039.62,Auto,Pending,Mobile App,2026-08-24
APP0000550,CUST0000577,2022-09-20,40454.43,Personal,Rejected,Online,2022-10-07
APP0000551,CUST0000418,2022-08-04,3854.21,Home Improvement,Approved,Branch,2022-08-20
APP0000552,CUST0000568,2026-05-21,18883.89,Wedding,Approved,Online,2026-06-07
APP0000553,CUST0000675,2025-08-27,23356.31,Debt Consolidation,Rejected,Mobile App,2025-09-02
APP0000554,CUST0000647,2024-03-17,6859.47,Medical,Withdrawn,Online,2024-03-19
APP0000555,CUST0000593,2026-01-13,18967.28,,Approved,Call Center,2026-01-20
APP0000556,CUST0000441,2025-07-25,13632.75,Wedding,Rejected,Online,2025-08-09
APP0000557,CUST0000196,2023-08-02,141970.38,Personal,Rejected,Online,2023-08-16
APP0000558,CUST0000055,2025-10-13,16059.36,Debt Consolidation,Rejected,Online,2025-10-28
APP0000559,CUST0000421,2025-08-17,14296.83,Business,Rejected,Mobile App,2025-09-06
APP0000560,CUST0000397,2024-01-16,9755.65,Auto,Approved,Online,2024-01-21
APP0000561,CUST0000609,2021-09-29,5677.02,Personal,Rejected,Online,2021-10-08
APP0000562,CUST0000901,2025-05-09,63752.38,Personal,Approved,Online,2025-05-19
APP0000563,CUST0000702,2023-05-07,42214.68,Home Improvement,Pending,Online,2026-08-24
APP0000564,CUST0000805,2023-06-21,28343.9,Auto,Approved,Partner Referral,2023-07-05
APP0000565,CUST0000579,2025-03-20,19737.03,Personal,Rejected,Branch,2025-03-21
APP0000566,CUST0000928,2025-09-13,27896.42,Wedding,Approved,Online,2025-10-01
APP0000567,CUST0000940,2022-02-01,19886.8,,Rejected,Online,2022-02-03
APP0000568,CUST0000153,2025-10-07,,Home Improvement,Approved,Online,2025-10-10
APP0000569,CUST0000640,2023-02-10,24410.98,Medical,Rejected,Online,2023-02-14
APP0000570,CUST0000506,2024-06-23,7864.92,Personal,Approved,Online,2024-07-11
APP0000571,CUST0000973,2025-12-27,10117.01,Education,Approved,Online,2026-01-14
APP0000572,CUST0000585,2022-09-27,24058.66,Home Improvement,Pending,Online,2026-08-24
APP0000573,CUST0000016,2022-10-02,14056.97,Auto,Approved,Online,2022-10-19
APP0000574,CUST0000210,2026-07-01,22997.78,Home Improvement,Rejected,Mobile App,2026-07-20
APP0000575,CUST0000130,2023-07-07,7670.88,Medical,Rejected,Online,2023-07-17
APP0000576,CUST0000201,2026-05-20,20601.7,Medical,Rejected,Mobile App,2026-05-21
APP0000577,CUST0000096,2023-06-08,6760.0,Education,Pending,Mobile App,2026-08-24
APP0000578,CUST0000783,2024-09-29,5249.62,Wedding,Approved,Call Center,2024-10-04
APP0000579,CUST0000495,2024-03-13,5624.78,Business,Withdrawn,Online,2024-03-18
APP0000580,CUST0000672,2026-07-26,21668.11,Education,Pending,Mobile App,2026-08-24
APP0000581,CUST0001000,2024-05-25,1413.95,Auto,Rejected,Call Center,2024-05-29
APP0000582,CUST0000648,2024-02-29,25571.65,Business,Rejected,Partner Referral,2024-03-07
APP0000583,CUST0000480,2023-12-24,10362.04,Wedding,Declined,Mobile App,2024-01-01
APP0000584,CUST0000267,2023-07-11,9000.11,Debt Consolidation,Rejected,Online,2023-07-13
APP0000585,CUST0000755,2023-11-06,18039.64,Auto,Approved,Partner Referral,2023-11-21
APP0000586,CUST0000507,2023-12-13,42665.83,Debt Consolidation,Approved,Mobile App,2023-12-29
APP0000587,CUST0000757,2025-06-19,9746.55,Home Improvement,Approved,Online,2025-07-01
APP0000588,CUST0000024,2021-11-16,17352.25,Debt Consolidation,Rejected,Online,2021-11-17
APP0000589,CUST0000164,2024-02-25,60037.35,Education,Rejected,Partner Referral,2024-03-12
APP0000590,CUST0000130,2024-05-23,60768.44,Personal,Approved,Online,2024-06-01
APP0000591,CUST0000682,2025-05-31,11292.82,Wedding,Rejected,Mobile App,2025-06-06
APP0000592,CUST0000519,2024-12-23,5235.08,Home Improvement,Pending,Online,2026-08-24
APP0000593,CUST0000317,2023-10-22,9092.03,Business,Withdrawn,Mobile App,2023-11-09
APP0000594,CUST0000310,2022-03-12,49891.44,Auto,Approved,Online,2022-03-21
APP0000595,CUST0000607,2023-07-05,24572.71,Auto,Approved,Mobile App,2023-07-14
APP0000596,CUST0000966,2022-12-04,46867.63,Education,Approved,Branch,2022-12-23
APP0000597,CUST0000996,2022-09-01,11150.91,Business,DECL,Call Center,2022-09-05
APP0000598,CUST0000472,2025-04-02,6226.58,Education,Approved,Online,2025-04-11
APP0000599,CUST0000671,2024-01-15,9015.93,Debt Consolidation,Approved,Online,2024-01-27
APP0000600,CUST0000084,2025-08-13,7155.48,Medical,Pending,Online,2026-08-24
APP0000601,CUST0000946,2022-05-04,13978.3,Auto,Rejected,Online,2022-05-11
APP0000602,CUST0000018,2026-07-30,20704.69,Debt Consolidation,Approved,Partner Referral,2026-08-02
APP0000603,CUST0000343,2024-01-06,104715.3,Debt Consolidation,Rejected,Online,2024-01-12
APP0000604,CUST0000726,2022-11-30,24716.19,Medical,Approved,Online,2022-12-08
APP0000605,CUST0000970,2023-06-18,22068.55,,Rejected,Mobile App,2023-07-05
APP0000606,CUST0000172,2025-11-08,16419.52,Business,Rejected,Online,2025-11-15
APP0000607,CUST0000662,2025-03-13,11633.27,Debt Consolidation,Approved,Online,2025-03-17
APP0000608,CUST0000188,2022-07-05,52349.99,Home Improvement,Approved,Mobile App,2022-07-22
APP0000609,CUST0000051,2026-08-06,500.0,Wedding,Pending,Online,2026-08-24
APP0000610,CUST0000424,2022-04-20,18582.51,Business,Pending,Mobile App,2026-08-24
APP0000611,CUST0000577,2023-01-09,44722.82,Education,Approved,Mobile App,2023-01-12
