loan_id,application_id,customer_id,loan_amount,interest_rate,term_months,start_date,maturity_date,loan_status,monthly_payment
LOAN0000256,APP0001855,CUST0000881,9237.16,7.72,36,2026-06-17,2029-06-16,Active,288.27
LOAN0000257,APP0000632,CUST0000990,2367.73,10.65,48,2024-07-19,2028-07-19,Active,60.79
LOAN0000258,APP0000548,CUST0001958,12676.15,13.53,12,2026-05-07,2027-05-07,Delinquent,1135.35
LOAN0000259,APP0002783,CUST0000431,5269.91,14.01,24,2023-10-25,2025-10-24,Paid Off,253.05
LOAN0000260,APP0001498,CUST0000970,17466.38,10.48,24,2023-05-05,2025-05-04,Paid Off,809.86
LOAN0000261,APP0000346,CUST0000075,13398.69,9.96,72,2025-05-03,2031-05-03,Active,247.95
LOAN0000262,APP0002929,CUST0000546,6728.47,8.76,12,2022-09-14,2023-09-14,Paid Off,587.67
LOAN0000263,APP0001230,CUST0000812,114556.34,5.89,36,2023-08-30,2026-08-29,Defaulted,3479.32
LOAN0000264,APP0002019,CUST0001534,12848.47,8.56,60,2025-06-04,2030-06-04,Active,263.98
LOAN0000265,APP0001272,CUST0000540,10738.63,12.33,72,2025-08-04,2031-08-04,Delinquent,211.79
LOAN0000266,APP0002868,CUST0001209,29288.73,6.24,60,2024-05-30,2029-05-30,Active,569.51
LOAN0000267,APP0000761,CUST0001406,21281.44,11.2,24,2024-04-30,2026-04-30,Paid Off,993.86
LOAN0000268,APP0000792,CUST0000054,20403.76,7.82,24,2024-11-12,2026-11-12,Active,921.13
LOAN0000269,APP0001286,CUST0000992,9017.39,9.46,24,2022-07-25,2024-07-24,Paid Off,413.86
LOAN0000270,APP9338881,CUST0001718,6384.51,6.75,60,2024-04-14,2029-04-14,Active,125.67
LOAN0000271,APP0002043,CUST0001508,4616.26,11.27,36,2025-07-30,2028-07-29,Active,151.72
LOAN0000272,APP0002373,CUST0000260,16729.05,10.37,36,2022-06-20,2025-06-19,Paid Off,542.71
LOAN0000273,APP0001790,CUST0001881,1393.7,8.85,24,2025-06-13,2027-06-13,Active,63.57
LOAN0000274,APP0000410,CUST0000770,3009.91,14.79,36,2022-03-01,2025-02-28,Paid Off,104.03
LOAN0000275,APP0001021,CUST0000768,33883.75,9.5,36,2023-09-24,2026-09-23,Active,1085.4
LOAN0000276,APP0001818,CUST0000226,8091.37,9.96,36,2026-07-27,2029-07-26,Defaulted,260.93
LOAN0000277,APP0001285,CUST0000682,15358.46,5.1,12,2026-01-12,2027-01-12,Active,1315.5
LOAN0000278,APP0002839,CUST0000974,27836.14,5.99,36,2025-09-22,2028-09-21,Active,846.7
LOAN0000279,APP0001461,CUST0000453,9860.32,10.66,24,2021-10-20,2023-10-20,Paid Off,458.01
LOAN0000280,APP0000157,CUST0001304,96233.66,6.94,48,2024-12-21,2028-12-21,Active,2301.76
LOAN0000281,APP0001807,CUST0000980,50730.36,7.27,48,2024-11-18,2028-11-18,Delinquent,1221.17
LOAN0000282,APP0002152,CUST0000417,23962.49,6.23,48,2026-05-29,2030-05-29,Active,565.29
LOAN0000283,APP0000480,CUST0000106,28043.02,6.65,24,2026-07-26,2028-07-25,Active,1251.11
LOAN0000284,APP0001567,CUST0001743,23307.93,,48,2023-12-31,2027-12-31,Delinquent,602.63
LOAN0000285,APP0002308,CUST0000375,14660.55,13.73,36,2021-09-22,2024-09-21,Paid Off,499.14
LOAN0000286,APP0001936,CUST0001615,16272.24,8.86,36,2025-04-26,2028-04-25,Active,516.39
LOAN0000287,APP0002667,CUST0001521,4564.2,7.43,24,2021-10-31,2023-10-31,Paid Off,205.24
LOAN0000288,APP0000992,CUST0001299,6211.55,10.37,84,2023-10-11,2030-10-10,Defaulted,104.31
LOAN0000289,APP0000602,CUST0001179,5353.97,11.84,36,2026-04-07,2029-04-06,Defaulted,177.42
LOAN0000290,APP0000968,CUST0001378,27358.22,5.98,36,2026-04-22,2029-04-21,Active,832.04
LOAN0000291,APP0002216,CUST0000996,2476.08,6.65,12,2024-01-11,2025-01-10,Paid Off,213.85
LOAN0000292,APP0002769,CUST0000929,19710.02,10.07,48,2026-06-27,2030-06-27,Active,500.56
LOAN0000293,APP0000785,CUST0000005,25574.27,8.53,36,2023-10-08,2026-10-07,Active,807.67
LOAN0000294,APP0001588,CUST0001403,14958.18,8.99,60,2024-02-04,2029-02-03,Active,310.43
LOAN0000295,APP0002984,CUST0000823,16085.8,15.63,12,2026-06-04,2027-06-04,Active,1456.66
LOAN0000296,APP0000564,CUST0000022,11236.9,8.28,36,2025-02-11,2028-02-11,Active,353.58
LOAN0000297,APP0002006,CUST0000654,41797.48,8.42,60,2024-05-27,2029-05-27,Delinquent,855.93
LOAN0000298,APP0000542,CUST0001943,10085.56,13.26,36,2022-03-30,2025-03-29,Paid Off,341.09
LOAN0000299,APP0002452,CUST0001668,7673.04,8.22,12,2023-10-14,2024-10-13,Paid Off,668.25
LOAN0000300,APP0000280,CUST0000810,45049.22,9.03,60,2026-07-30,2031-07-30,Active,935.8
LOAN0000301,APP0002684,CUST0000803,66077.67,6.5,84,2025-12-03,2032-12-02,Active,981.22
LOAN0000302,APP0002849,CUST0000200,16970.29,9.88,36,2026-06-10,2029-06-09,Delinquent,546.63
LOAN0000303,APP0002799,CUST0001037,38013.98,6.58,48,2025-09-05,2029-09-05,Active,902.9
LOAN0000304,APP0001152,CUST0001978,1425.25,14.33,36,2025-08-03,2028-08-02,Active,48.94
LOAN0000305,APP0001717,CUST0001523,6760.24,13.45,48,2024-07-05,2028-07-05,Active,182.87
LOAN0000306,APP0001034,CUST0000320,5287.41,-15.54,60,2026-03-30,2031-03-30,Active,127.29
LOAN0000307,APP9492821,CUST0000352,73346.91,8.17,48,2023-04-03,2027-04-03,Active,1796.47
LOAN0000308,APP0001097,CUST0001185,26374.83,7.14,36,2024-08-03,2027-08-03,Delinquent,816.07
LOAN0000309,APP0002719,CUST0001904,6623.4,11.95,24,2025-07-07,2027-07-07,Active,311.63
LOAN0000310,APP0002139,CUST0000725,2586.2,9.19,48,2026-01-13,2030-01-13,Delinquent,64.59
LOAN0000311,APP0000194,CUST0000225,16812.39,10.0,48,2024-08-02,2028-08-02,Active,426.41
LOAN0000312,APP0001412,CUST0001305,540.27,16.02,48,2023-11-15,2027-11-15,Active,15.32
LOAN0000313,APP0000525,CUST0000738,27500.59,8.76,24,2024-05-21,2026-05-21,Paid Off,1253.33
LOAN0000314,APP0001484,CUST0000834,11641.65,9.14,36,2023-02-21,2026-02-20,Paid Off,370.96
LOAN0000315,APP0002249,CUST0000351,5632.39,10.62,60,2024-12-08,2029-12-08,Active,121.4
LOAN0000316,APP0001789,CUST0001906,59322.86,9.74,24,2024-02-09,2026-02-08,Paid Off,2730.34
LOAN0000317,APP0001509,CUST0000904,17505.12,6.38,72,2025-05-06,2031-05-06,Defaulted,293.26
LOAN0000318,APP0000130,CUST0000134,8957.15,15.3,36,2026-07-08,2029-07-07,Active,311.82
LOAN0000319,APP0002942,CUST0000323,3297.93,15.44,60,2022-04-05,2027-04-05,Defaulted,79.22
LOAN0000320,APP0000558,CUST0001682,9144.69,11.1,36,2022-05-15,2025-05-14,Paid Off,299.82
LOAN0000321,APP0001169,CUST0000156,16783.47,5.49,36,2022-02-22,2025-02-21,Paid Off,506.72
LOAN0000322,APP0002821,CUST0001398,1023.6,12.17,84,2026-04-14,2033-04-13,Active,18.16
LOAN0000323,APP0002413,CUST0000319,7181.7,8.26,48,2023-09-03,2027-09-03,Active,176.2
LOAN0000324,APP0000591,CUST0001865,3949.37,6.77,24,2022-10-02,2024-10-01,Paid Off,176.41
LOAN0000325,APP9013680,CUST0000388,35298.41,8.96,84,2026-02-05,2033-02-04,Delinquent,567.2
LOAN0000326,APP0001534,CUST0001821,37608.36,8.31,36,2023-03-31,2026-03-30,Paid Off,1183.9
LOAN0000327,APP0001300,CUST0000432,7784.41,10.36,60,2024-06-02,2029-06-02,Defaulted,166.78
LOAN0000328,APP0002390,CUST0000645,8824.31,6.13,24,2024-05-17,2026-05-17,Paid Off,391.62
LOAN0000329,APP0000196,CUST0001212,4810.43,10.72,72,2025-09-15,2031-09-15,Active,90.87
LOAN0000330,APP0001666,CUST0000984,2905.83,11.22,84,2025-05-30,2032-05-29,Active,50.09
LOAN0000331,APP0002007,CUST0000064,888.22,14.19,36,2024-05-07,2027-05-07,Active,30.44
LOAN0000332,APP0001504,CUST0001489,14974.21,10.57,24,2022-04-04,2024-04-03,Paid Off,694.93
LOAN0000333,APP0001628,CUST0000338,23904.33,11.07,48,2026-06-06,2030-06-06,Active,618.63
LOAN0000334,APP0002327,CUST0000945,,9.87,24,2023-02-19,2025-02-18,Paid Off,872.89
LOAN0000335,APP0000290,CUST0001351,24620.84,7.32,36,2023-06-14,2026-06-13,Paid Off,763.83
LOAN0000336,APP0002184,CUST0000858,46823.87,11.4,48,2024-01-16,2028-01-16,Active,1219.3
LOAN0000337,APP0000120,CUST0000798,9765.87,10.49,24,2022-01-23,2024-01-23,Paid Off,452.86
LOAN0000338,APP0000662,CUST0001978,964.74,14.91,84,2026-04-19,2033-04-18,Active,18.57
LOAN0000339,APP0001253,CUST0001640,28376.69,-10.75,60,2026-06-30,2031-06-30,Defaulted,613.45
LOAN0000340,APP0000722,CUST0000863,5410.27,-13.49,36,2026-06-24,2029-06-23,Active,183.57
LOAN0000341,APP0001198,CUST0000729,33750.95,6.47,36,2026-01-23,2029-01-22,Active,1033.97
LOAN0000342,APP0002237,CUST0000900,20000.23,9.87,72,2024-08-21,2030-08-21,Delinquent,369.21
LOAN0000343,APP0000289,CUST0001292,17762.26,7.96,36,2022-06-26,2025-06-25,Paid Off,556.28
LOAN0000344,APP0002211,CUST0000257,,7.48,84,2026-08-14,2033-08-13,Active,172.69
LOAN0000345,APP0002597,CUST0000525,11560.22,12.79,12,2024-09-22,2025-09-22,Paid Off,1031.39
LOAN0000346,APP0002872,CUST0000381,1012.16,12.35,24,2024-06-30,2026-06-30,Paid Off,47.81
LOAN0000347,APP0000657,CUST0001311,46096.07,10.41,48,2023-04-17,2027-04-17,Active,1178.21
LOAN0000348,APP0002926,CUST0001631,16060.7,7.92,24,2022-06-06,2024-06-05,Paid Off,725.8
LOAN0000349,APP0000757,CUST0001707,4644.76,9.64,36,2026-04-05,2029-04-04,Delinquent,149.09
LOAN0000350,APP0001488,CUST0000752,14733.03,9.51,48,2025-07-17,2029-07-17,Active,370.21
LOAN0000351,APP0001557,CUST0000293,10190.88,7.02,24,2023-10-16,2025-10-15,Paid Off,456.36
LOAN0000352,APP0002852,CUST0000554,14365.05,12.15,24,2022-10-07,2024-10-06,Paid Off,677.22
LOAN0000353,APP0001269,CUST0000995,39068.3,7.03,24,2022-12-23,2024-12-22,Paid Off,1749.72
LOAN0000354,APP0000605,CUST0000423,17574.96,9.25,12,2023-03-13,2024-03-12,Paid Off,1538.99
LOAN0000355,APP0001336,CUST0001238,47455.67,6.88,24,2025-06-17,2027-06-17,Active,2122.13
LOAN0000356,APP0002830,CUST0000176,1070.59,13.65,12,2026-02-19,2027-02-19,Active,95.95
LOAN0000357,APP0001050,CUST0001213,18085.84,8.21,84,2023-02-26,2030-02-25,Active,283.79
LOAN0000358,APP0000813,CUST0000280,73894.19,8.21,24,2025-04-08,2027-04-08,Active,3349.12
LOAN0000359,APP0001572,CUST0000601,10472.26,6.44,12,2022-01-31,2023-01-31,Paid Off,903.43
LOAN0000360,APP0000074,CUST0000153,,9.72,84,2021-12-01,2028-11-30,Active,71.89
LOAN0000361,APP0000211,CUST0000210,1370.98,17.12,60,2023-03-25,2028-03-24,Active,34.16
LOAN0000362,APP0001940,CUST0001267,15185.51,9.65,24,2024-06-19,2026-06-19,Paid Off,698.28
LOAN0000363,APP0002141,CUST0001396,9977.32,10.37,72,2025-03-07,2031-03-07,Active,186.71
LOAN0000364,APP0000778,CUST0001753,22676.76,7.27,72,2025-07-03,2031-07-03,Active,389.56
LOAN0000365,APP0000551,CUST0001133,15958.1,9.84,60,2022-04-04,2027-04-04,Active,337.81
LOAN0000366,APP0000208,CUST0000504,4880.43,11.13,48,2026-08-18,2030-08-18,Defaulted,126.45
LOAN0000367,APP0002242,CUST0000182,1645.84,14.53,48,2026-04-23,2030-04-23,Defaulted,45.41
LOAN0000368,APP0000064,CUST0000229,2410.84,7.61,84,2025-05-10,2032-05-09,Active,37.11
LOAN0000369,APP0002907,CUST0000574,20291.07,10.98,36,2022-05-22,2025-05-21,Paid Off,664.11
LOAN0000370,APP0000671,CUST0001556,23372.34,6.07,60,2022-05-31,2027-05-31,Active,452.61
LOAN0000371,APP0000613,CUST0000732,3941.54,9.52,24,2026-02-02,2028-02-02,Active,181.01
LOAN0000372,APP0002285,CUST0001274,6188.67,9.03,60,2023-01-29,2028-01-29,Active,128.56
LOAN0000373,APP0001343,CUST0001008,3305.03,11.63,84,2023-12-05,2030-12-04,Active,57.69
LOAN0000374,APP0002361,CUST0001958,3555.74,9.8,12,2024-08-10,2025-08-10,Paid Off,312.28
LOAN0000375,APP0000529,CUST0001674,43283.89,9.59,24,2022-07-30,2024-07-29,Paid Off,1989.15
LOAN0000376,APP0002429,CUST0001450,35756.0,7.25,60,2026-03-04,2031-03-04,Active,712.24
LOAN0000377,APP0002986,CUST0000570,24533.52,,60,2022-05-22,2027-05-22,Active,476.59
LOAN0000378,APP0001261,CUST0001848,9633.77,9.45,60,2022-09-15,2027-09-15,Active,202.09
LOAN0000379,APP0002315,CUST0000974,30552.87,5.72,84,2026-05-28,2033-05-27,Delinquent,442.24
LOAN0000380,APP0000471,CUST0001449,53290.88,10.45,12,2025-04-09,2026-04-09,Paid Off,4696.28
LOAN0000381,APP0002631,CUST0001721,23656.46,6.98,48,2023-10-09,2027-10-09,Active,566.26
LOAN0000382,APP0000442,CUST0001630,5372.05,7.97,48,2025-10-07,2029-10-07,Active,131.07
LOAN0000383,APP0002654,CUST0000304,9400.56,10.72,24,2023-01-28,2025-01-27,Paid Off,436.92
LOAN0000384,APP0001413,CUST0001961,13691.19,6.51,24,2025-04-02,2027-04-02,Active,609.95
LOAN0000385,APP0002329,CUST0000705,21113.73,9.2,48,2024-12-08,2028-12-08,Active,527.42
LOAN0000386,APP0002867,CUST0001762,5199.08,8.36,48,2023-09-24,2027-09-24,Active,127.81
LOAN0000387,APP0000936,CUST0000823,3050.26,13.72,48,2022-12-18,2026-12-18,Active,82.93
LOAN0000388,APP0000956,CUST0000230,12580.79,9.26,36,2022-05-28,2025-05-27,Paid Off,401.59
LOAN0000389,APP0002148,CUST0001932,21390.29,12.01,60,2026-08-11,2031-08-11,Active,475.92
LOAN0000390,APP0001421,CUST0001268,12001.17,8.91,36,2022-01-06,2025-01-05,Paid Off,381.13
LOAN0000391,APP0002718,CUST0001729,43068.69,10.27,24,2022-07-05,2024-07-04,Paid Off,1992.77
LOAN0000392,APP0002358,CUST0000816,43391.95,8.73,48,2026-03-04,2030-03-04,Delinquent,1074.26
LOAN0000393,APP0000709,CUST0001043,1606.64,17.14,48,2024-12-11,2028-12-11,Active,46.48
LOAN0000394,APP0002964,CUST0001630,16833.25,10.42,60,2021-10-18,2026-10-18,Active,361.15
LOAN0000395,APP0001648,CUST0001233,45612.29,9.16,36,2026-04-21,2029-04-20,Defaulted,1453.86
LOAN0000396,APP0002113,CUST0000280,7219.57,,60,2025-01-08,2030-01-08,Active,146.42
LOAN0000397,APP0002474,CUST0001547,500.0,15.57,72,2023-11-22,2029-11-21,Active,10.73
LOAN0000398,APP0000154,CUST0000420,1023.68,14.51,36,2024-02-28,2027-02-27,Active,35.24
LOAN0000399,APP0001312,CUST0000647,33619.5,7.76,48,2024-07-27,2028-07-27,Active,816.97
LOAN0000400,APP0001406,CUST0001623,3555.94,9.24,72,2026-06-03,2032-06-02,Active,64.52
LOAN0000401,APP0002303,CUST0001367,15780.1,9.17,36,2026-07-17,2029-07-16,Active,503.05
LOAN0000402,APP0001310,CUST0001325,7804.97,10.05,60,2023-05-08,2028-05-07,Active,166.02
LOAN0000403,APP0002433,CUST0001248,8221.98,10.27,48,2025-10-13,2029-10-13,Active,209.6
LOAN0000404,APP0001744,CUST0000835,-27000.42,9.01,36,2024-04-27,2027-04-27,Defaulted,858.73
LOAN0000405,APP0000308,CUST0001706,32677.64,,72,2021-12-22,2027-12-22,Active,569.76
LOAN0000406,APP0000608,CUST0000646,42592.15,6.0,24,2025-06-07,2027-06-07,Delinquent,1887.71
LOAN0000407,APP0002628,CUST0000163,8088.31,12.06,12,2023-07-27,2024-07-26,Paid Off,718.86
LOAN0000408,APP0000966,CUST0000950,6999.72,8.91,24,2021-11-25,2023-11-25,Paid Off,319.49
LOAN0000409,APP0000335,CUST0000417,6042.8,6.4,72,2023-09-23,2029-09-22,Active,101.29
LOAN0000410,APP0001339,CUST0000949,23633.75,7.24,36,2023-06-17,2026-06-16,Paid Off,732.34
LOAN0000411,APP0002008,CUST0000818,8696.72,8.76,60,2023-02-17,2028-02-17,Active,179.52
LOAN0000412,APP0002262,CUST0000324,6856.49,15.12,24,2026-05-23,2028-05-22,Active,332.84
LOAN0000413,APP0001604,CUST0001622,84713.95,8.5,36,2024-03-12,2027-03-12,Active,2674.21
LOAN0000414,APP0002402,CUST0001464,24639.95,8.61,48,2026-05-25,2030-05-25,Active,608.61
LOAN0000415,APP0000386,CUST0001557,2385.62,17.0,24,2024-05-27,2026-05-27,Paid Off,117.95
LOAN0000416,APP0002134,CUST0000804,5705.75,7.23,36,2022-06-12,2025-06-11,Paid Off,176.78
LOAN0000417,APP0001338,CUST0001254,10980.78,5.47,24,2025-10-27,2025-10-01,Active,484.06
LOAN0000418,APP0001732,CUST0000184,3269.68,14.49,24,2021-09-19,2023-09-19,Paid Off,157.74
LOAN0000419,APP0001813,CUST0001398,2502.04,13.01,36,2023-11-11,2026-11-10,Active,84.32
LOAN0000420,APP0002996,CUST0001909,14749.05,9.61,48,2025-01-23,2029-01-23,Delinquent,371.32
LOAN0000421,APP0001467,CUST0001328,15675.32,8.4,12,2023-07-25,2024-07-24,Paid Off,1366.47
LOAN0000422,APP0000119,CUST0001171,18817.07,7.87,36,2026-01-29,2029-01-28,Active,588.53
LOAN0000423,APP0001565,CUST0000167,25643.03,6.56,36,2023-05-31,2026-05-30,Paid Off,786.63
LOAN0000424,APP0000957,CUST0000602,16898.58,12.32,72,2023-04-28,2029-04-27,Active,333.19
LOAN0000425,APP0001815,CUST0000296,43581.72,,48,2022-05-01,2026-05-01,Paid Off,1021.12
LOAN0000426,APP0002061,CUST0000398,7466.48,10.21,84,2025-08-28,2032-08-27,Active,124.76
LOAN0000427,APP0000991,CUST0001787,16274.17,9.95,48,2024-01-03,2028-01-03,Active,412.36
LOAN0000428,APP0002959,CUST0001150,34186.33,7.43,60,2025-10-21,2030-10-21,Active,683.89
LOAN0000429,APP0002855,CUST0000068,11898.08,8.4,12,2025-02-10,2026-02-10,Paid Off,1037.2
LOAN0000430,APP0001550,CUST0001481,9497.49,9.62,48,2022-06-11,2026-06-11,Paid Off,239.15
LOAN0000431,APP0001785,CUST0001490,13233.02,5.07,36,2024-02-03,2027-02-02,Active,397.02
LOAN0000432,APP0000727,CUST0000682,27432.0,9.97,60,2022-05-23,2027-05-23,Active,582.44
LOAN0000433,APP0001598,CUST0001596,15008.86,9.28,72,2023-07-26,2029-07-25,Active,272.63
LOAN0000434,APP0000408,CUST0001781,15288.54,9.23,60,2024-12-23,2029-12-23,Defaulted,319.07
LOAN0000435,APP0000926,CUST0000599,24360.17,5.56,12,2025-03-11,2026-03-11,Paid Off,2091.67
LOAN0000436,APP0002101,CUST0001384,32134.35,6.58,48,2024-03-29,2028-03-29,Active,763.25
LOAN0000437,APP0001539,CUST0000950,6589.54,10.49,60,2023-05-02,2028-05-01,Defaulted,141.6
LOAN0000438,APP0002322,CUST0000620,,9.41,12,2022-08-27,2023-08-27,Paid Off,6443.74
LOAN0000439,APP0001444,CUST0001833,1579.33,8.93,24,2024-04-14,2026-04-14,Paid Off,72.1
LOAN0000440,APP0002271,CUST0000716,9949.72,10.55,60,2026-02-24,2031-02-24,Active,214.1
LOAN0000441,APP0000215,CUST0001855,4328.05,11.06,36,2026-07-08,2029-07-07,Active,141.82
LOAN0000442,APP0000624,CUST0000743,40012.68,11.54,12,2026-06-22,2027-06-22,Delinquent,3546.47
LOAN0000443,APP0002691,CUST0001873,25493.71,7.16,72,2023-04-27,2029-04-26,Active,436.6
LOAN0000444,APP0000475,CUST0000538,24145.7,10.72,84,2026-08-15,2033-08-14,Active,409.89
LOAN0000445,APP0002838,CUST0000955,58827.43,6.75,36,2025-02-25,2028-02-25,Active,1809.7
LOAN0000446,APP0000740,CUST0001098,7788.03,8.78,84,2024-04-17,2031-04-17,Defaulted,124.43
LOAN0000447,APP0000826,CUST0001246,1860.51,7.68,72,2024-09-08,2030-09-08,Active,32.33
LOAN0000448,APP0001080,CUST0001607,,8.67,48,2025-06-07,2029-06-07,Active,358.45
LOAN0000449,APP0000200,CUST0001617,27859.41,10.17,60,2024-11-16,2029-11-16,Active,594.26
LOAN0000450,APP0001679,CUST0001652,77083.78,4.62,72,2026-02-07,2032-02-07,Active,1227.89
LOAN0000451,APP0000590,CUST0000958,23107.29,6.75,60,2024-08-21,2029-08-21,Delinquent,454.83
LOAN0000452,APP0001657,CUST0001048,17009.89,,36,2025-05-30,2028-05-29,Active,528.1
LOAN0000453,APP0000913,CUST0000101,19050.3,7.21,24,2026-02-05,2028-02-05,Active,854.75
LOAN0000454,APP0000690,CUST0000718,13709.7,7.87,36,2024-01-20,2027-01-19,Active,428.79
LOAN0000455,APP0002017,CUST0001120,4514.18,7.59,24,2025-09-04,2027-09-04,Active,203.32
LOAN0000456,APP0002283,CUST0000344,9185.68,6.79,12,2023-06-26,2024-06-25,Paid Off,793.92
LOAN0000457,APP0001071,CUST0000479,9692.02,7.98,36,2023-04-08,2026-04-07,Paid Off,303.62
LOAN0000458,APP0000374,CUST0001654,10308.11,6.75,36,2026-07-14,2029-07-13,Active,317.11
LOAN0000459,APP0001861,CUST0000203,25262.3,7.63,12,2022-06-28,2023-06-28,Paid Off,2193.21
LOAN0000460,APP0002506,CUST0000516,39808.31,6.96,72,2025-11-23,2031-11-23,Active,677.93
LOAN0000461,APP0001725,CUST0000063,47526.2,5.76,24,2021-10-18,2023-10-18,Paid Off,2101.25
LOAN0000462,APP0000152,CUST0001188,10972.15,7.86,48,2022-10-03,2026-10-03,Active,267.14
LOAN0000463,APP0000770,CUST0000672,6001.81,7.13,48,2023-07-31,2027-07-31,Defaulted,144.08
LOAN0000464,APP0000347,CUST0000116,4820.5,7.72,84,2025-10-29,2032-10-28,Active,74.46
LOAN0000465,APP0001346,CUST0000192,3874.98,7.64,24,2024-12-28,2026-12-28,Active,174.62
LOAN0000466,APP0001374,CUST0001682,13906.28,8.96,24,2021-09-27,2023-09-27,Paid Off,635.05
LOAN0000467,APP0000332,CUST0001994,27005.24,6.15,48,2026-06-08,2030-06-08,Active,636.08
LOAN0000468,APP0002891,CUST0000047,18877.13,4.38,48,2024-07-04,2028-07-04,Active,429.45
LOAN0000469,APP0002317,CUST0001758,8595.02,11.79,60,2025-10-19,2030-10-19,Active,190.28
LOAN0000470,APP0000586,CUST0000921,15317.21,12.13,24,2023-08-04,2025-08-03,Paid Off,721.96
LOAN0000471,APP0000583,CUST0001717,15380.24,14.12,36,2022-10-29,2025-10-28,Paid Off,526.56
LOAN0000472,APP0000637,CUST0001212,5089.69,9.02,12,2022-09-23,2023-09-23,Paid Off,445.15
LOAN0000473,APP0000191,CUST0000676,14274.88,10.16,60,2024-07-05,2029-07-05,Active,304.42
LOAN0000474,APP0002997,CUST0001906,12301.86,7.66,36,2021-11-11,2024-11-10,Paid Off,383.57
LOAN0000475,APP0000118,CUST0001588,1573.09,12.59,24,2025-02-20,2027-02-20,Active,74.48
LOAN0000476,APP0002129,CUST0000745,20967.79,9.67,48,2023-08-23,2027-08-23,Active,528.48
LOAN0000477,APP0002345,CUST0001985,53931.62,8.06,24,2026-02-28,2028-02-28,Active,2440.66
LOAN0000478,APP0001217,CUST0000965,-7370.79,7.32,12,2025-06-15,2026-06-15,Paid Off,638.86
LOAN0000479,APP0001860,CUST0000486,1716.37,10.3,24,2026-04-09,2028-04-08,Defaulted,79.44
LOAN0000480,APP0002466,CUST0000722,25701.68,7.22,72,2023-09-12,2029-09-11,Active,440.91
LOAN0000481,APP0002125,CUST0000471,12804.81,9.07,48,2024-01-06,2028-01-06,Delinquent,319.07
LOAN0000482,APP0002487,CUST0001154,7099.27,11.12,36,2025-10-06,2028-10-05,Active,232.82
LOAN0000483,APP0002370,CUST0001796,2406.26,15.15,36,2021-12-03,2024-12-02,Paid Off,83.59
LOAN0000484,APP0002328,CUST0000292,20724.76,7.42,84,2025-03-16,2032-03-15,Active,317.06
LOAN0000485,APP0002505,CUST0001297,4619.11,12.2,12,2022-10-28,2023-10-28,Paid Off,410.83
LOAN0000486,APP0002859,CUST0001214,2751.96,7.74,24,2023-07-13,2025-07-12,Paid Off,124.14
LOAN0000487,APP0002649,CUST0001787,31953.98,4.86,72,2024-12-26,2030-12-26,Active,512.54
LOAN0000488,APP0001538,CUST0001652,20546.22,6.47,48,2025-01-31,2029-01-31,Active,486.97
LOAN0000489,APP0001347,CUST0001318,26418.52,11.89,84,2022-06-09,2029-06-08,Active,464.81
LOAN0000490,APP0001654,CUST0001717,3969.33,7.38,60,2023-01-28,2028-01-28,Active,79.31
LOAN0000491,APP0000102,CUST0000123,8173.7,6.28,60,2024-04-28,2029-04-28,Active,159.09
LOAN0000492,APP0000971,CUST0000919,3340.65,13.62,48,2023-11-08,2027-11-08,Active,90.65
LOAN0000493,APP0000173,CUST0001883,1740.89,12.7,12,2023-05-24,2024-05-23,Paid Off,155.25
LOAN0000494,APP0000753,CUST0001767,3967.4,10.79,72,2024-11-01,2030-11-01,Active,75.09
LOAN0000495,APP0000479,CUST0001706,36373.45,10.53,48,2026-02-10,2030-02-10,Active,931.81
LOAN0000496,APP0001262,CUST0000639,7637.26,8.25,12,2023-05-27,2024-05-26,Paid Off,665.24
LOAN0000497,APP0002149,CUST0001204,2049.17,10.2,24,2025-12-15,2027-12-15,Defaulted,94.75
LOAN0000498,APP0002576,CUST0001547,990.05,16.74,36,2023-11-24,2026-11-23,Active,35.17
LOAN0000499,APP0002975,CUST0000438,3726.6,15.99,36,2024-10-16,2027-10-16,Delinquent,131.0
LOAN0000500,APP0000404,CUST0001757,4914.8,8.03,12,2023-03-27,2024-03-26,Paid Off,427.6
LOAN0000501,APP0000883,CUST0000484,1860.25,15.67,36,2024-07-07,2027-07-07,Active,65.1
LOAN0000502,APP0002673,CUST0000148,11420.59,7.52,72,2024-02-21,2030-02-20,Active,197.57
LOAN0000503,APP0000156,CUST0000489,2499.33,9.16,48,2025-01-27,2029-01-27,Active,62.39
LOAN0000504,APP0002657,CUST0001922,18232.12,8.29,36,2022-11-07,2022-09-30,Paid Off,573.77
LOAN0000505,APP0000310,CUST0000979,10140.71,9.16,12,2026-01-28,2027-01-28,Active,887.57
LOAN0000506,APP0002143,CUST0000532,3843.04,8.17,60,2024-09-24,2029-09-24,Defaulted,78.24
LOAN0000507,APP0000931,CUST0000375,8822.17,14.29,60,2025-03-22,2030-03-22,Active,206.61
LOAN0000508,APP0002878,CUST0000410,14569.53,7.32,12,2023-05-21,2024-05-20,Paid Off,1262.8
LOAN0000509,APP0001479,CUST0000572,2327.93,6.97,84,2022-10-14,2029-10-13,Active,35.1
LOAN0000510,APP0001417,CUST0001539,7440.39,9.72,24,2023-07-04,2025-07-03,Paid Off,342.38
LOAN0000511,APP0002994,CUST0001700,1195.06,17.37,24,2021-11-03,2023-11-03,Paid Off,59.3
