payment_id,loan_id,customer_id,due_date,payment_date,amount_due,amount_paid,days_late,payment_status
PAY0001827,LOAN0000873,CUST0000566,2024-12-31,2024-12-31,195.36,195.36,0.0,On-time
PAY0001828,LOAN0000694,CUST0000521,2023-10-14,2023-11-04,917.31,917.31,21.0,Late
PAY0001829,LOAN0000533,CUST0000572,2025-11-21,2025-11-19,661.39,661.39,0.0,On-time
PAY0001830,LOAN0000353,CUST0000995,2023-02-22,2023-02-28,1749.72,1749.72,6.0,Late
PAY0001831,LOAN0000710,CUST0001488,2022-12-14,2022-12-13,347.43,347.43,0.0,On-time
PAY0001832,LOAN0000213,CUST0001462,2023-09-21,2023-09-20,5905.93,5905.93,0.0,On-time
PAY0001833,LOAN0000852,CUST0001797,2025-05-04,2025-05-02,509.8,356.37,0.0,On-time
PAY0001834,LOAN0000419,CUST0001398,2025-03-12,2025-03-10,84.32,84.32,0.0,On-time
PAY0001835,LOAN0001144,CUST0000992,2023-10-24,2023-10-24,59.64,59.64,0.0,On-time
PAY0001836,LOAN0001024,CUST0000610,2025-06-09,2025-06-09,422.17,422.17,0.0,On-time
PAY0001837,LOAN0000298,CUST0001943,2024-09-28,2024-09-27,341.09,341.09,0.0,On-time
PAY0001838,LOAN0000001,CUST0000670,2025-04-16,,187.85,0.0,,Missed
PAY0001839,LOAN0000981,CUST0000925,2023-09-06,,616.62,616.62,0.0,On-time
PAY0001840,LOAN0000832,CUST0001010,2024-07-20,2024-07-19,28.71,28.71,0.0,On-time
PAY0001841,LOAN0000639,CUST0001538,2026-02-11,2026-02-09,107.46,107.46,0.0,On-time
PAY0001842,LOAN0000111,CUST0000233,2023-05-12,2023-06-15,211.45,211.45,34.0,Late
PAY0001843,LOAN0000062,CUST0000839,2026-01-16,2026-01-16,459.79,459.79,0.0,On-time
PAY0001844,LOAN0000998,CUST0000917,2025-01-08,,222.4,0.0,,Missed
PAY0001845,LOAN0000122,CUST0000588,2026-05-06,2026-05-05,286.2,286.2,0.0,On-time
PAY0001846,LOAN0000549,CUST0001995,2023-07-15,2023-07-15,621.34,621.34,0.0,On-time
PAY0001847,LOAN0000239,CUST0001775,2026-07-16,2026-07-14,115.38,115.38,0.0,On-time
PAY0001848,LOAN0000236,CUST0001896,2026-08-13,2026-08-12,759.48,759.48,0.0,On-time
PAY0001849,LOAN0000211,CUST0000532,2025-07-12,2025-07-12,123.95,58.69,0.0,Partial
PAY0001850,LOAN0000542,CUST0001749,2024-01-01,2023-12-31,292.37,292.37,0.0,On-time
PAY0001851,LOAN0000883,CUST0001189,2025-04-12,2025-04-12,1252.98,1252.98,0.0,On-time
PAY0001852,LOAN0001104,CUST0001267,2026-02-22,2026-02-21,897.57,897.57,0.0,On-time
PAY0001853,LOAN0000752,CUST0000055,2025-04-14,2025-04-14,114.64,114.64,0.0,On-time
PAY0001854,LOAN0001068,CUST0001987,2024-06-17,,409.59,409.59,0.0,On-time
PAY0001855,LOAN0000586,CUST0000243,2025-06-16,2025-06-14,503.39,503.39,0.0,On-time
PAY0001856,LOAN0000747,CUST0000235,2025-10-14,2025-10-14,596.76,596.76,0.0,On-time
PAY0001857,LOAN0000312,CUST0001305,2026-03-16,2026-03-14,15.32,15.32,0.0,On-time
PAY0001858,LOAN0000535,CUST0000894,2023-06-03,2023-06-01,19.34,-19.34,0.0,On-time
PAY0001859,LOAN0000889,CUST0001397,2024-12-15,2025-01-02,580.52,580.52,18.0,Late
PAY0001860,LOAN0000684,CUST0001256,2025-09-13,,345.84,0.0,,Missed
PAY0001861,LOAN0000942,CUST0001390,2022-11-22,2022-11-20,99.62,82.51,0.0,Partial
PAY0001862,LOAN0000094,CUST0000095,2024-11-30,2024-11-28,282.86,282.86,0.0,On-time
PAY0001863,LOAN0000466,CUST0001682,2021-12-27,,635.05,635.05,0.0,On-time
PAY0001864,LOAN0000924,CUST0001034,2026-05-02,2025-08-02,221.61,221.61,0.0,On-time
PAY0001865,LOAN0000535,CUST0000894,2026-06-03,,19.34,0.0,,Missed
PAY0001866,LOAN0000492,CUST0000919,2024-09-07,2024-09-06,90.65,90.65,0.0,On-time
PAY0001867,LOAN0000178,CUST0001260,2025-12-10,2025-12-09,233.31,233.31,0.0,On-time
PAY0001868,LOAN0000908,CUST0000130,2021-12-06,2021-12-14,85.5,85.5,8.0,Late
PAY0001869,LOAN0001173,CUST0000555,2023-12-27,2023-12-25,491.27,491.27,0.0,On-time
PAY0001870,LOAN0000352,CUST0000554,2024-09-06,2024-09-04,677.22,677.22,0.0,On-time
PAY0001871,LOAN0000437,CUST0000950,2024-12-31,2025-01-23,141.6,,23.0,Late
PAY0001872,LOAN0000460,CUST0000516,2026-04-24,2026-04-24,677.93,677.93,0.0,On-time
PAY0001873,LOAN0001129,CUST0001745,2024-12-22,2024-12-26,1666.08,1666.08,4.0,Late
PAY0001874,LOAN0000922,CUST0000524,2026-03-29,2026-03-27,690.04,690.04,0.0,On-time
PAY0001875,LOAN0000424,CUST0000602,2024-07-28,2024-08-28,333.19,333.19,31.0,Late
PAY0001876,LOAN0000713,CUST0001078,2026-05-31,,73.7,0.0,,Missed
PAY0001877,LOAN0000765,CUST0000587,2025-11-21,2025-11-19,29.14,29.14,0.0,On-time
PAY0001878,LOAN0001171,CUST0002000,2023-11-28,2023-11-27,865.89,865.89,0.0,On-time
PAY0001879,LOAN0000837,CUST0001209,2026-04-25,2026-04-24,703.78,703.78,0.0,On-time
PAY0001880,LOAN0000579,CUST0001918,2026-03-05,2026-03-04,51.21,51.21,0.0,On-time
PAY0001881,LOAN0000284,CUST0001743,2026-03-01,,602.63,0.0,,Missed
PAY0001882,LOAN0000074,CUST0001925,2022-04-11,2022-05-10,278.77,278.77,29.0,Late
PAY0001883,LOAN0000490,CUST0001717,2023-08-29,2023-08-28,79.31,79.31,0.0,On-time
PAY0001884,LOAN0000157,CUST0000764,2022-12-13,2022-12-12,829.0,829.0,0.0,On-time
PAY0001885,LOAN0000648,CUST0000078,2026-03-20,2026-03-18,141.5,141.5,0.0,On-time
PAY0001886,LOAN0000595,CUST0000267,2025-12-11,2025-12-11,516.29,163.44,0.0,Partial
PAY0001887,LOAN0001175,CUST0001640,2025-10-31,,548.57,0.0,,Missed
PAY0001888,LOAN0000132,CUST0000998,2025-10-18,2025-10-18,431.22,431.22,0.0,On-time
PAY0001889,LOAN0000192,CUST0000849,2024-02-29,2024-02-28,1011.72,1011.72,0.0,On-time
PAY0001890,LOAN0001120,CUST0000403,2025-11-15,2025-11-15,742.87,742.87,0.0,On-time
PAY0001891,LOAN0000944,CUST0000225,2022-11-09,2022-11-08,299.17,299.17,0.0,On-time
PAY0001892,LOAN0000923,CUST0001262,2023-10-13,2023-10-12,748.32,748.32,0.0,On-time
PAY0001893,LOAN0000355,CUST0001238,2026-08-17,2026-08-16,2122.13,2122.13,0.0,On-time
PAY0001894,LOAN0000090,CUST0001002,2023-05-08,2023-05-07,483.86,483.86,0.0,On-time
PAY0001895,LOAN0001098,CUST0001388,2026-02-19,2026-03-11,199.6,199.6,20.0,Late
PAY0001896,LOAN0000595,CUST0000267,2025-06-11,2025-06-23,516.29,516.29,12.0,Late
PAY0001897,LOAN0000742,CUST0000701,2026-01-11,2026-01-11,323.81,323.81,0.0,On-time
PAY0001898,LOAN0000907,CUST0000815,2026-01-23,2026-01-21,199.5,199.5,0.0,On-time
PAY0001899,LOAN0000187,CUST0001538,2024-06-29,2024-06-29,1361.16,1361.16,0.0,On-time
PAY0001900,LOAN0000490,CUST0001717,2025-11-28,2025-11-26,79.31,79.31,0.0,On-time
PAY0001901,LOAN0000089,CUST0001673,2026-01-03,2026-01-03,139.37,139.37,0.0,On-time
PAY0001902,LOAN0000542,CUST0001749,2025-03-02,2025-03-01,292.37,292.37,0.0,On-time
PAY0001903,LOAN0000622,CUST0001871,2023-11-21,2023-11-20,98.34,98.34,0.0,On-time
PAY0001904,LOAN0000690,CUST0001014,2026-02-26,2026-02-26,723.96,723.96,0.0,On-time
PAY0001905,LOAN0000065,CUST0001778,2023-09-21,2023-09-21,528.51,528.51,0.0,On-time
PAY0001906,LOAN0000249,CUST0001057,2025-07-26,2025-07-26,76.09,76.09,0.0,On-time
PAY0001907,LOAN0000022,CUST0001424,2025-03-16,2025-03-15,76.55,76.55,0.0,On-time
PAY0001908,LOAN0001118,CUST0000445,2024-03-09,2024-03-08,182.0,182.0,0.0,On-time
PAY0001909,LOAN0000331,CUST0000064,2025-06-07,2025-06-28,30.44,30.44,21.0,Late
PAY0001910,LOAN0000511,CUST0001700,2022-07-05,2022-07-04,59.3,59.3,0.0,On-time
PAY0001911,LOAN0001021,CUST0001012,2023-11-21,2023-11-19,464.74,464.74,0.0,On-time
PAY0001912,LOAN0000987,CUST0000318,2024-08-17,2024-08-17,624.27,624.27,0.0,On-time
PAY0001913,LOAN0001148,CUST0001315,2025-11-02,2025-10-31,138.49,138.49,0.0,On-time
PAY0001914,LOAN0000364,CUST0001753,2026-01-02,2026-01-01,389.56,389.56,0.0,On-time
PAY0001915,LOAN0000978,CUST0001864,2023-01-25,2023-01-23,17.06,17.06,0.0,On-time
PAY0001916,LOAN0000923,CUST0001262,2025-01-11,2025-01-10,748.32,748.32,0.0,On-time
PAY0001917,LOAN0000965,CUST0001104,2026-01-21,2026-01-19,159.69,-159.69,0.0,On-time
PAY0001918,LOAN0000928,CUST0000026,2024-02-13,2023-06-23,302.92,302.92,0.0,On-time
PAY0001919,LOAN0000814,CUST0001716,2026-07-26,2026-07-25,344.87,344.87,0.0,On-time
PAY0001920,LOAN0000750,CUST0000994,2023-10-05,2023-10-05,1728.35,1728.35,0.0,On-time
PAY0001921,LOAN0001137,CUST0001746,2023-11-20,2023-11-18,413.52,413.52,0.0,On-time
PAY0001922,LOAN9845462,CUST0000243,2026-03-17,2026-03-15,503.39,503.39,0.0,On-time
PAY0001923,LOAN0000152,CUST0001009,2022-03-01,,803.4,0.0,,Missed
PAY0001924,LOAN0000550,CUST0001303,2024-12-20,2024-12-18,502.84,502.84,0.0,On-time
PAY0001925,LOAN0000621,CUST0000791,2024-10-16,2024-10-14,284.31,284.31,0.0,On-time
PAY0001926,LOAN0000628,CUST0001554,2024-05-05,2024-05-04,1999.72,1999.72,0.0,On-time
PAY0001927,LOAN0000866,CUST0001543,2026-03-12,2026-03-10,89.97,89.97,0.0,On-time
PAY0001928,LOAN0000563,CUST0001937,2023-06-16,2023-06-15,612.87,612.87,0.0,On Time
PAY0001929,LOAN0000179,CUST0001569,2023-03-16,,65.53,0.0,,Missed
PAY0001930,LOAN0000143,CUST0001138,2026-08-18,2026-08-17,752.3,752.3,0.0,On-time
PAY0001931,LOAN0000423,CUST0000167,2024-12-29,2024-12-27,786.63,786.63,0.0,On-time
PAY0001932,LOAN0000661,CUST0001064,2026-02-26,,420.95,0.0,,Missed
PAY0001933,LOAN0000215,CUST0000529,2025-09-20,2025-09-20,36.49,36.49,0.0,On-time
PAY0001934,LOAN0000761,CUST0000539,2022-12-08,2022-12-07,259.33,,0.0,On-time
PAY0001935,LOAN0000043,CUST0000751,2024-06-24,2024-06-22,195.07,195.07,0.0,On-time
PAY0001936,LOAN0000763,CUST0001695,2022-10-19,2022-10-18,3151.72,3151.72,0.0,On-time
PAY0001937,LOAN0000617,CUST0001067,2024-02-26,2024-02-26,2276.98,2276.98,0.0,On-time
PAY0001938,LOAN0000200,CUST0001707,2026-01-18,2026-01-17,454.93,454.93,0.0,On-time
PAY0001939,LOAN0000834,CUST0000174,2023-10-29,2023-10-28,241.66,,0.0,On-time
PAY0001940,LOAN0000524,CUST0001284,2023-11-07,2023-11-07,666.74,666.74,0.0,On-time
PAY0001941,LOAN0000641,CUST0001373,2022-10-17,2022-10-16,370.14,370.14,0.0,On-time
PAY0001942,LOAN0000588,CUST0001021,2025-04-30,,1093.71,1093.71,0.0,On-time
PAY0001943,LOAN0000905,CUST0001824,2025-12-21,2025-12-21,533.67,533.67,0.0,On-time
PAY0001944,LOAN0001118,CUST0000445,2024-10-09,2024-10-07,182.0,182.0,0.0,On-time
PAY0001945,LOAN0000590,CUST0000392,2026-08-23,,327.25,0.0,,Missed
PAY0001946,LOAN0000957,CUST0001757,2025-08-08,,444.8,0.0,,Missed
PAY0001947,LOAN0000214,CUST0001262,2023-10-29,2023-10-28,304.51,304.51,0.0,On-time
PAY0001948,LOAN0000725,CUST0001597,2023-07-09,2023-07-09,53.97,53.97,0.0,On-time
PAY0001949,LOAN0001083,CUST0001738,2025-04-24,2025-04-24,525.84,525.84,0.0,On-time
PAY0001950,LOAN0000246,CUST0001432,2025-05-29,2025-05-29,67.85,67.85,0.0,On-time
PAY0001951,LOAN0000675,CUST0000218,2026-08-24,,842.01,0.0,,Missed
PAY0001952,LOAN0000033,CUST0000870,2026-01-11,2026-01-09,383.92,218.72,0.0,partial
PAY0001953,LOAN0000749,CUST0001713,2024-01-14,2024-01-14,3157.36,3157.36,0.0,On-time
PAY0001954,LOAN0000054,CUST0001080,2022-07-04,2022-07-02,354.33,354.33,0.0,On-time
PAY0001955,LOAN0000767,CUST0001063,2025-09-22,2025-09-20,1335.19,1335.19,0.0,On-time
PAY0001956,LOAN0000302,CUST0000200,2026-08-10,2026-08-10,546.63,398.28,0.0,Partial
PAY0001957,LOAN0000050,CUST0001199,2024-06-18,2024-06-18,170.73,170.73,0.0,On-time
PAY0001958,LOAN0000395,CUST0001233,2026-06-21,2026-06-19,1453.86,832.83,0.0,Partial
PAY0001959,LOAN0000968,CUST0000752,2023-07-08,2023-07-07,603.86,603.86,0.0,On-time
PAY0001960,LOAN0000394,CUST0001630,2023-07-19,2023-07-19,361.15,361.15,0.0,On-time
PAY0001961,LOAN0000285,CUST0000375,2023-09-23,,499.14,0.0,,Missed
PAY0001962,LOAN0000463,CUST0000672,2024-04-30,,144.08,0.0,,Missed
PAY0001963,LOAN0001157,CUST0000530,2025-01-06,2025-01-06,777.33,777.33,0.0,ON-TIME
PAY0001964,LOAN0001119,CUST0001739,2024-12-22,2024-12-21,630.25,630.25,0.0,On-time
PAY0001965,LOAN0001071,CUST0001010,2026-02-16,,88.07,88.07,0.0,On-time
PAY0001966,LOAN0001034,CUST0001087,2025-07-08,2025-07-07,165.33,165.33,0.0,On-time
PAY0001967,LOAN0000727,CUST0001874,2026-03-20,2026-04-28,218.1,218.1,39.0,Late
PAY0001968,LOAN0000936,CUST0000312,2023-07-16,2023-07-14,378.52,378.52,0.0,On-time
PAY0001969,LOAN0000033,CUST0000870,2024-11-11,2024-11-24,383.92,383.92,13.0,Late
PAY0001970,LOAN0000401,CUST0001367,2026-08-16,2026-08-15,503.05,503.05,0.0,On-time
PAY0001971,LOAN0000482,CUST0001154,2026-04-07,2026-04-07,232.82,232.82,0.0,On-time
PAY0001972,LOAN0000981,CUST0000925,2025-11-05,2025-11-03,616.62,616.62,0.0,On-time
PAY0001973,LOAN0000957,CUST0001757,2026-01-07,2026-01-06,444.8,444.8,0.0,On-time
PAY0001974,LOAN0000054,CUST0001080,2022-04-04,2022-04-04,354.33,354.33,0.0,On-time
PAY0001975,LOAN0001012,CUST0000088,2024-09-11,2024-09-09,201.01,201.01,0.0,On-time
PAY0001976,LOAN0001061,CUST0001081,2022-12-23,2022-12-22,3743.95,3743.95,0.0,On-time
PAY0001977,LOAN0000732,CUST0000308,2023-12-19,2023-12-19,1784.9,1784.9,0.0,On-time
PAY0001978,LOAN0000211,CUST0000532,2026-07-12,,123.95,0.0,,Missed
PAY0001979,LOAN0000515,CUST0000769,2025-12-19,2025-12-17,212.52,212.52,0.0,On-time
PAY0001980,LOAN0000284,CUST0001743,2024-05-01,2024-04-29,602.63,602.63,0.0,On-time
PAY0001981,LOAN0001003,CUST0001176,2023-11-08,2023-11-08,28.15,28.15,0.0,On-time
PAY0001982,LOAN0001176,CUST0001237,2026-03-05,2026-03-31,312.21,312.21,26.0,Late
PAY0001983,LOAN0000710,CUST0001488,2026-03-15,,347.43,0.0,,Missed
PAY0001984,LOAN0000549,CUST0001995,2022-12-14,2022-12-13,621.34,621.34,0.0,On-time
PAY0001985,LOAN0000521,CUST0001893,2025-04-05,2025-04-05,793.11,793.11,0.0,On-time
PAY0001986,LOAN0000765,CUST0000587,2023-12-22,,29.14,0.0,,Missed
PAY0001987,LOAN0000146,CUST0001023,2025-06-30,2025-06-29,136.19,,0.0,On-time
PAY0001988,LOAN0000056,CUST0001678,2026-01-02,2026-01-01,1141.35,1141.35,0.0,On-time
PAY0001989,LOAN0000710,CUST0001488,2023-01-13,2023-01-12,347.43,347.43,0.0,On-time
PAY0001990,LOAN0000117,CUST0001603,2025-01-29,2025-01-28,42.08,42.08,0.0,On-time
PAY0001991,LOAN0000139,CUST0001015,2025-10-11,2025-11-05,247.02,247.02,25.0,Late
PAY0001992,LOAN0000869,CUST0001175,2023-12-03,2023-12-01,63.75,63.75,0.0,On-time
PAY0001993,LOAN0000671,CUST0000122,2026-01-10,2026-01-19,951.78,951.78,9.0,Late
PAY0001994,LOAN0000929,CUST0001670,2026-07-06,2026-07-06,351.61,351.61,0.0,On-time
PAY0001995,LOAN0000352,CUST0000554,2024-02-06,2024-02-05,677.22,677.22,0.0,On-time
PAY0001996,LOAN0000702,CUST0001719,2024-08-28,2024-08-26,221.78,221.78,0.0,On-time
PAY0001997,LOAN0000562,CUST0000522,2024-04-26,2024-04-24,318.64,318.64,0.0,On-time
PAY0001998,LOAN0000149,CUST0001646,2026-04-30,2026-04-30,334.32,152.49,0.0,Partial
PAY0001999,LOAN0001039,CUST0000630,2025-02-15,2025-02-15,566.05,566.05,0.0,On-time
PAY0002000,LOAN0000564,CUST0000332,2023-02-24,2023-03-20,125.52,-125.52,24.0,Late
PAY0002001,LOAN0000916,CUST0000176,2024-07-05,2024-07-04,159.82,159.82,0.0,On-time
PAY0002002,LOAN0000416,CUST0000804,2022-11-11,2022-11-24,176.78,176.78,13.0,Late
PAY0002003,LOAN0000329,CUST0001212,2026-02-14,2026-02-13,90.87,90.87,0.0,On-time
PAY0002004,LOAN0000365,CUST0001133,2024-01-03,2024-01-03,337.81,337.81,0.0,On-time
PAY0002005,LOAN0000274,CUST0000770,2024-08-30,2024-08-30,104.03,104.03,0.0,On-time
PAY0002006,LOAN0000061,CUST0000864,2023-12-23,2023-12-23,326.94,326.94,0.0,On-time
PAY0002007,LOAN0000296,CUST0000022,2025-03-13,2025-03-12,353.58,353.58,0.0,On-time
PAY0002008,LOAN0000345,CUST0000525,2025-08-23,2025-09-30,1031.39,1031.39,38.0,Late
PAY0002009,LOAN0000403,CUST0001248,2026-06-14,2026-07-11,209.6,209.6,27.0,Late
PAY0002010,LOAN0001012,CUST0000088,2026-07-13,2026-07-11,201.01,,0.0,On-time
PAY0002011,LOAN0000249,CUST0001057,2025-05-26,2025-05-24,76.09,46.11,0.0,Partial
PAY0002012,LOAN0000376,CUST0001450,2026-07-04,2026-07-03,712.24,423.43,0.0,Partial
PAY0002013,LOAN0000490,CUST0001717,2025-03-29,,79.31,0.0,,Missed
PAY0002014,LOAN0000933,CUST0001255,2023-12-03,2023-12-03,35.32,35.32,0.0,On-time
PAY0002015,LOAN0001002,CUST0000872,2023-11-19,,274.52,274.52,25.0,Late
PAY0002016,LOAN0000724,CUST0000474,2022-04-04,2022-04-03,720.73,720.73,0.0,On Time
PAY0002017,LOAN0000360,CUST0000153,2022-04-02,2022-03-31,71.89,71.89,0.0,On-time
PAY0002018,LOAN0000603,CUST0000034,2025-11-10,2025-11-08,405.87,405.87,0.0,On-time
PAY0002019,LOAN0000494,CUST0001767,2026-02-01,2026-03-14,75.09,75.09,41.0,Late
PAY0002020,LOAN0000672,CUST0000889,2026-06-30,2026-06-29,239.78,239.78,0.0,On-time
PAY0002021,LOAN0000207,CUST0000771,2024-11-05,2024-11-04,234.28,234.28,0.0,On-time
PAY0002022,LOAN0001096,CUST0001402,2025-01-01,2025-01-18,566.28,566.28,17.0,Late
PAY0002023,LOAN0000224,CUST0001799,2026-04-27,2026-04-26,111.62,111.62,0.0,On-time
PAY0002024,LOAN0000386,CUST0001762,2024-03-25,2024-03-24,127.81,127.81,0.0,On-time
PAY0002025,LOAN0000010,CUST0000872,2022-12-14,2022-12-13,1240.82,1240.82,0.0,On-time
PAY0002026,LOAN0000696,CUST0000802,2025-03-13,2025-03-30,153.16,153.16,17.0,Late
PAY0002027,LOAN0000200,CUST0001707,2024-12-18,2024-12-29,454.93,454.93,11.0,Late
PAY0002028,LOAN0000614,CUST0000604,2024-01-28,2024-01-28,1152.66,1152.66,0.0,On-time
PAY0002029,LOAN0001135,CUST0000663,2024-07-18,,259.55,0.0,,Missed
PAY0002030,LOAN0000390,CUST0001268,2024-02-06,,381.13,0.0,,Missed
PAY0002031,LOAN0000522,CUST0000819,2022-12-19,2022-12-19,2030.52,2030.52,0.0,On-time
PAY0002032,LOAN0000215,CUST0000529,2025-04-21,,36.49,0.0,,Missed
PAY0002033,LOAN0001167,CUST0001223,2022-08-08,2022-08-06,412.03,412.03,0.0,On-time
PAY0002034,LOAN0000148,CUST0001024,2025-02-04,,70.45,0.0,,Missed
PAY0002035,LOAN0000985,CUST0001532,2025-05-05,2025-05-08,72.87,72.87,3.0,Late
PAY0002036,LOAN0000555,CUST0000963,2026-02-11,,124.57,0.0,,Missed
PAY0002037,LOAN0000481,CUST0000471,2026-03-07,2026-03-07,319.07,-319.07,0.0,On-time
PAY0002038,LOAN0000761,CUST0000539,2025-04-08,2025-04-06,259.33,259.33,0.0,On-time
PAY0002039,LOAN0001080,CUST0000037,2026-07-27,,777.82,0.0,,Missed
PAY0002040,LOAN0000837,CUST0001209,2025-11-23,2025-11-21,703.78,703.78,0.0,On-time
PAY0002041,LOAN0000267,CUST0001406,2026-01-29,,993.86,0.0,,Missed
PAY0002042,LOAN0000844,CUST0000514,2025-06-24,2025-06-23,612.02,612.02,0.0,On-time
PAY0002043,LOAN0000752,CUST0000055,2025-09-13,2025-09-11,114.64,114.64,0.0,On-time
PAY0002044,LOAN0000684,CUST0001256,2026-07-15,2026-08-20,345.84,345.84,36.0,Late
PAY0002045,LOAN0000964,CUST0000884,2024-11-10,2024-11-08,33.39,33.39,0.0,On-time
PAY0002046,LOAN0000206,CUST0001173,2025-01-19,2025-01-18,1163.69,1163.69,0.0,On-time
PAY0002047,LOAN0000907,CUST0000815,2023-05-25,2023-05-25,199.5,199.5,0.0,On-time
PAY0002048,LOAN0000234,CUST0000302,2026-03-14,2026-03-13,1173.4,1173.4,0.0,On-time
PAY0002049,LOAN0001135,CUST0000663,2023-09-17,2023-09-15,259.55,259.55,0.0,On-time
PAY0002050,LOAN0000353,CUST0000995,2024-06-23,2024-06-23,1749.72,1749.72,0.0,On-time
PAY0002051,LOAN0001145,CUST0000941,2025-08-20,2025-09-20,359.06,359.06,31.0,Late
PAY0002052,LOAN0000923,CUST0001262,2026-06-13,2026-06-12,748.32,748.32,0.0,On-time
PAY0002053,LOAN0000527,CUST0000440,2023-09-26,2023-09-25,191.51,106.22,0.0,Partial
PAY0002054,LOAN0000450,CUST0001652,2026-07-09,2026-08-08,1227.89,1227.89,30.0,Late
PAY0002055,LOAN0000051,CUST0000700,2024-11-08,2024-11-07,12.01,12.01,0.0,On-time
PAY0002056,LOAN0001061,CUST0001081,2024-03-23,,3743.95,0.0,,Missed
PAY0002057,LOAN0001146,CUST0001228,2023-10-13,2023-10-13,343.7,343.7,0.0,On-time
PAY0002058,LOAN0000861,CUST0000058,2026-07-23,2026-07-23,503.33,503.33,0.0,On-time
PAY0002059,LOAN0000646,CUST0000211,2025-07-26,2025-07-24,272.29,272.29,0.0,On-time
PAY0002060,LOAN0000971,CUST0001859,2023-05-30,2023-05-30,274.94,-274.94,0.0,On-time
PAY0002061,LOAN0000680,CUST0001225,2026-02-12,2026-02-11,1381.07,1381.07,0.0,On-time
PAY0002062,LOAN0000046,CUST0000434,2023-08-21,2023-08-21,334.91,178.74,0.0,Partial
PAY0002063,LOAN0000386,CUST0001762,2025-08-24,2025-08-22,127.81,127.81,0.0,On-time
PAY0002064,LOAN0000827,CUST0000292,2026-08-14,2026-08-13,336.71,336.71,0.0,On-time
PAY0002065,LOAN0000803,CUST0001873,2025-07-24,2025-08-18,520.77,,25.0,Late
PAY0002066,LOAN0000480,CUST0000722,2024-10-12,2024-10-11,440.91,440.91,0.0,On-time
PAY0002067,LOAN0000701,CUST0001802,2026-06-06,2026-07-05,361.35,361.35,29.0,Late
PAY0002068,LOAN0001063,CUST0001908,2023-07-18,2023-07-17,1402.11,1402.11,0.0,On-time
PAY0002069,LOAN0000408,CUST0000950,2022-11-25,2022-11-23,319.49,319.49,0.0,On-time
PAY0002070,LOAN0000913,CUST0001465,2026-04-03,2026-04-01,26.35,26.35,0.0,On-time
PAY0002071,LOAN0000517,CUST0001653,2023-08-26,2023-08-26,143.25,143.25,0.0,On-time
PAY0002072,LOAN0000390,CUST0001268,2023-07-08,2023-07-08,381.13,381.13,0.0,On Time
PAY0002073,LOAN0000105,CUST0000218,2023-03-28,2023-03-28,102.29,102.29,0.0,On-time
PAY0002074,LOAN0000604,CUST0001463,2023-07-10,2023-07-10,1020.24,1020.24,0.0,On-time
PAY0002075,LOAN0000764,CUST0000816,2024-03-29,2024-03-29,568.66,252.28,0.0,Partial
PAY0002076,LOAN0000471,CUST0001717,2024-05-29,2024-05-27,526.56,526.56,0.0,On-time
PAY0002077,LOAN0000132,CUST0000998,2025-02-17,2025-02-16,431.22,431.22,0.0,on time
PAY0002078,LOAN0000229,CUST0001776,2026-04-25,2026-04-24,104.87,104.87,0.0,On-time
PAY0002079,LOAN0000337,CUST0000798,2022-06-24,2022-06-24,452.86,452.86,0.0,On-time
PAY0002080,LOAN0000656,CUST0000323,2025-01-02,2025-01-01,56.87,56.87,0.0,On-time
PAY0002081,LOAN0000332,CUST0001489,2023-06-04,2023-06-02,694.93,694.93,0.0,On-time
PAY0002082,LOAN0000957,CUST0001757,2024-09-07,2024-09-06,444.8,145.27,0.0,Partial
PAY0002083,LOAN0000319,CUST0000323,2022-07-05,,79.22,0.0,,MISSED
PAY0002084,LOAN0000853,CUST0000649,2026-03-31,2026-03-30,608.35,608.35,0.0,On-time
PAY0002085,LOAN0000638,CUST0001539,2026-01-21,,744.27,0.0,,Missed
PAY0002086,LOAN0000298,CUST0001943,2025-03-30,2025-03-29,341.09,341.09,0.0,On-time
PAY0002087,LOAN0000418,CUST0000184,2023-08-20,2023-08-19,157.74,-157.74,0.0,On-time
PAY0002088,LOAN0000795,CUST0001172,2023-09-23,,222.51,0.0,,Missed
PAY0002089,LOAN0000646,CUST0000211,2023-09-26,2023-09-25,272.29,272.29,0.0,On-time
PAY0002090,LOAN0000108,CUST0000721,2026-02-10,2026-03-16,659.21,659.21,34.0,Late
PAY0002091,LOAN0000253,CUST0001984,2025-12-10,2025-12-09,1203.44,1203.44,0.0,On-time
PAY0002092,LOAN0000531,CUST0000769,2025-10-21,2025-10-21,262.83,262.83,0.0,On-time
PAY0002093,LOAN0000185,CUST0000563,2026-05-17,2026-05-15,246.08,246.08,0.0,On-time
PAY0002094,LOAN0001135,CUST0000663,2024-01-17,2024-01-21,259.55,259.55,4.0,Late
PAY0002095,LOAN0000916,CUST0000176,2024-01-04,2024-01-03,159.82,159.82,0.0,On-time
PAY0002096,LOAN0000810,CUST0000308,2024-02-12,2024-02-10,1021.84,-1021.84,0.0,On-time
PAY0002097,LOAN0000921,CUST0001691,2026-05-10,2026-05-08,2266.54,2266.54,0.0,On-time
PAY0002098,LOAN0000365,CUST0001133,2022-08-04,2022-08-27,337.81,337.81,23.0,Late
PAY0002099,LOAN0000721,CUST0000629,2026-05-24,2026-05-23,1704.27,1704.27,0.0,On-time
