application_id,customer_id,application_date,requested_amount,loan_purpose,application_status,application_channel,decision_date
APP0000552,CUST0001493,2025-03-31,2178.84,Wedding,Rejected,Call Center,2025-04-06
APP0000553,CUST0001373,2021-10-08,10789.36,Debt Consolidation,Rejected,Online,2021-10-13
APP0000554,CUST0000321,2022-08-05,19506.24,Medical,Withdrawn,Online,2022-08-10
APP0000555,CUST0000301,2026-03-11,17969.65,Education,Withdrawn,Online,2026-03-13
APP0000556,CUST0000978,2024-10-28,25967.55,Home Improvement,Pending,Online,2026-08-24
APP0000557,CUST0000743,2023-11-26,57274.03,Business,Rejected,Online,2023-12-03
APP0000558,CUST0001682,2022-05-03,9144.69,Education,Approved,Mobile App,2022-05-10
APP0000559,CUST0000613,2025-11-15,6501.55,Auto,Approved,Branch,2025-11-22
APP0000560,CUST0000658,2025-11-15,5784.91,Home Improvement,Withdrawn,Mobile App,2025-11-29
APP0000561,CUST0001059,2021-11-17,573.54,Auto,Withdrawn,Online,2021-12-05
APP0000562,CUST0000386,2025-05-11,32555.01,Personal,Rejected,Online,2025-05-26
APP0000563,CUST0001717,2023-04-17,4531.26,Education,Rejected,Branch,2023-04-29
APP0000564,CUST0000022,2025-01-19,11236.9,Personal,Approved,Branch,2025-02-03
APP0000565,CUST0001696,2023-02-14,10724.89,Business,APPR,Online,2023-02-19
APP0000566,CUST0001246,2021-09-20,16530.6,Personal,Rejected,Mobile App,2021-10-09
APP0000567,CUST0001776,2025-06-01,4519.01,Personal,Approved,Online,2025-06-14
APP0000568,CUST0000588,2025-10-30,5007.96,Education,Approved,Online,2025-11-19
APP0000569,CUST0001801,2025-01-24,1343.42,Auto,Pending,Online,2026-08-24
APP0000570,CUST0001728,2022-05-27,37872.92,Business,Rejected,Mobile App,2022-05-30
APP0000571,CUST0000914,2023-11-24,24258.38,Wedding,Pending,Online,2026-08-24
APP0000572,CUST0000568,2024-04-25,9459.79,Auto,APPR,Online,2024-05-02
APP0000573,CUST0000395,2025-08-12,34833.34,Medical,Rejected,Branch,2025-08-17
APP0000574,CUST0000304,2025-07-13,8933.66,Wedding,Rejected,Online,2025-07-29
APP0000575,CUST0001167,2026-02-01,24321.98,Education,Rejected,Online,2026-02-12
APP0000576,CUST0001921,2024-10-21,22024.22,Home Improvement,Withdrawn,Mobile App,2024-11-06
APP0000577,CUST0001132,2026-05-07,34316.63,Auto,Approved,Mobile App,2026-05-12
APP0000578,CUST0001930,2025-09-28,11829.07,Auto,Approved,Online,2025-09-30
APP0000579,CUST0001512,2022-08-25,20394.32,Medical,Rejected,Online,2022-09-03
APP0000580,CUST0001371,2025-03-11,7271.9,Wedding,Rejected,Online,2025-02-26
APP0000581,CUST0001450,2022-01-27,18850.69,Personal,Rejected,Partner Referral,2022-02-08
APP0000582,CUST0001857,2025-06-05,58809.08,Wedding,Rejected,Mobile App,2025-06-23
APP0000583,CUST0001717,2022-10-03,15380.24,Business,Approved,Online,2022-10-20
APP0000584,CUST0000324,2023-02-21,4028.67,Education,Rejected,Partner Referral,2023-03-11
APP0000585,CUST0001170,2024-07-08,14119.55,Business,Rejected,Branch,2024-07-18
APP0000586,CUST0000921,2023-07-18,15317.21,Medical,Approved,Online,2023-07-23
APP0000587,CUST0001759,2024-11-19,51947.14,Debt Consolidation,Pending,Partner Referral,2026-08-24
APP0000588,CUST0000409,2024-02-26,12196.72,Debt Consolidation,Rejected,Mobile App,2024-03-08
APP0000589,CUST0001640,2024-10-29,10027.86,Education,Approved,Branch,2024-11-05
APP0000590,CUST0000958,2024-07-30,23107.29,Business,Approved,Mobile App,2024-08-08
APP0000591,CUST0001865,2022-09-05,4706.5,Auto,Approved,Partner Referral,2022-09-21
APP0000592,CUST0001583,2025-02-07,38848.44,Debt Consolidation,Approved,Online,2025-02-15
APP0000593,CUST0000690,2026-06-10,67158.05,Debt Consolidation,Rejected,Online,2026-06-27
APP0000594,CUST0001690,2024-06-04,4266.48,Auto,Withdrawn,Branch,2024-06-09
APP0000595,CUST0000375,2024-09-06,9994.27,Personal,Approved,Partner Referral,2024-09-13
APP0000596,CUST0000009,2025-03-14,1173.75,Medical,Approved,Online,2025-03-17
APP0000597,CUST0001014,2022-01-26,41784.82,Wedding,Pending,Online,2026-08-24
APP0000598,CUST0000780,2022-05-27,47998.93,Wedding,Rejected,Branch,2022-06-14
APP0000599,CUST0000252,2024-06-09,13727.87,Personal,Approved,Online,2024-06-14
APP0000600,CUST0001989,2023-08-15,25291.24,Wedding,Rejected,Mobile App,2023-08-26
APP0000601,CUST0000079,2025-02-08,18089.74,Home Improvement,Approved,Online,2025-02-24
APP0000602,CUST0001179,2026-03-19,5353.97,Wedding,Approved,Mobile App,2026-04-01
APP0000603,CUST0000523,2025-07-23,1218.74,Wedding,Withdrawn,Mobile App,2025-08-05
APP0000604,CUST0000593,2022-09-25,1039.69,Personal,DECL,Branch,2022-10-01
APP0000605,CUST0000423,2023-03-09,17574.96,Home Improvement,Approved,Mobile App,2023-03-10
APP0000606,CUST0000778,2022-05-14,14798.0,Auto,Withdrawn,Online,2022-06-02
APP0000607,CUST0001335,2022-02-19,47660.81,Business,Rejected,Branch,2022-03-10
APP0000608,CUST0000646,2025-05-16,42592.15,Debt Consolidation,Approved,Mobile App,2025-06-04
APP0000609,CUST0001444,2025-02-08,5569.8,Personal,Withdrawn,Online,2025-02-09
APP0000610,CUST0000896,2022-08-15,50880.05,Medical,Rejected,Online,2022-08-29
APP0000611,CUST0001571,2025-03-04,23591.65,Debt Consolidation,Rejected,Branch,2025-03-10
APP0000612,CUST0000889,2023-12-08,33556.77,Auto,Approved,Branch,2023-12-15
APP0000613,CUST0000732,2026-01-10,4010.14,Medical,Approved,Mobile App,2026-01-19
APP0000614,CUST0001014,2025-03-16,36397.15,Business,Withdrawn,Online,2025-03-21
APP0000615,CUST0001374,2023-01-01,24499.69,Education,Approved,Online,2023-01-13
APP0000616,CUST0000930,2024-01-27,27017.18,,Pending,Partner Referral,2026-08-24
APP0000617,CUST0001813,2022-10-25,51361.5,Education,Rejected,Online,2022-11-13
APP0000618,CUST0001033,2026-02-26,105168.84,Wedding,Rejected,Partner Referral,2026-03-15
APP0000619,CUST0000593,2024-03-21,,Auto,Pending,Mobile App,2026-08-24
APP0000620,CUST0000056,2026-01-14,5113.29,Auto,Withdrawn,Mobile App,2026-02-03
APP0000621,CUST0000786,2024-03-15,930.12,Debt Consolidation,Pending,Online,2026-08-24
APP0000622,CUST0000109,2024-02-29,1130.22,Medical,Approved,Call Center,2024-03-02
APP0000623,CUST0000072,2022-07-28,22636.61,Auto,Rejected,Call Center,2022-08-15
APP0000624,CUST0000743,2026-06-14,40012.68,Personal,Approved,Mobile App,2026-06-21
APP0000625,CUST0000581,2025-01-04,4808.29,Debt Consolidation,Approved,Mobile App,2025-01-13
APP0000626,CUST0001770,2023-02-08,54373.69,Education,Pending,Branch,2026-08-24
APP0000627,CUST0001461,2025-11-05,2686.26,Personal,Withdrawn,Online,2025-11-24
APP0000628,CUST0001582,2022-10-26,23488.91,Auto,Approved,Partner Referral,2022-11-03
APP0000629,CUST0001091,2022-02-17,47453.35,Debt Consolidation,Rejected,Online,2022-03-03
APP0000630,CUST0000221,2024-12-30,19422.31,Business,Withdrawn,Branch,2025-01-13
APP0000631,CUST0001703,2025-05-22,1001.2,Education,Rejected,Online,2025-06-03
APP0000632,CUST0000990,2024-07-05,2878.5,Education,Approved,Mobile App,2024-07-16
APP0000633,CUST0000859,2025-03-19,24844.08,Wedding,Approved,Mobile App,2025-03-21
APP0000634,CUST0001210,2022-11-26,99868.91,Debt Consolidation,Rejected,Mobile App,2022-12-14
APP0000635,CUST0000328,2023-01-14,33143.11,Home Improvement,Withdrawn,Online,2023-01-21
APP0000636,CUST0000963,2023-07-03,4628.81,Medical,Approved,Online,2023-07-08
APP0000637,CUST0001212,2022-09-08,6574.04,Education,Approved,Online,2022-09-13
APP0000638,CUST0001396,2022-10-24,10908.88,Wedding,Pending,Partner Referral,2026-08-24
APP0000639,CUST0001001,2021-11-19,30509.92,Education,Pending,Online,2026-08-24
APP0000640,CUST0001995,2022-10-31,6768.42,,Withdrawn,Partner Referral,2022-11-11
APP0000641,CUST0001981,2024-05-20,14345.56,Personal,Pending,Online,2026-08-24
APP0000642,CUST0000193,2023-06-27,29368.82,Medical,Rejected,Call Center,2023-07-14
APP0000643,CUST0000166,2023-10-17,12690.5,Personal,Withdrawn,Branch,2023-10-24
APP0000644,CUST0001032,2026-04-08,27590.67,Auto,Rejected,Mobile App,2026-04-25
APP0000645,CUST0001656,2021-09-05,1330.73,Personal,Rejected,Mobile App,2021-09-19
APP0000646,CUST0001025,2025-10-27,11405.14,Education,Approved,Mobile App,2025-11-14
APP0000647,CUST0000435,2021-10-24,33692.81,Education,Rejected,Mobile App,2021-10-25
APP0000648,CUST0001125,2024-03-17,30903.3,Wedding,Appr.,Online,2024-03-28
APP0000649,CUST0001887,2022-04-19,662.59,Home Improvement,Pending,Partner Referral,2026-08-24
APP0000650,CUST0000334,2024-01-14,9869.65,Auto,Approved,Mobile App,2024-01-19
APP0000651,CUST0000891,2026-02-13,36579.24,Home Improvement,Approved,Online,2026-02-27
APP0000652,CUST0001277,2021-10-21,51174.4,Personal,Withdrawn,Online,2021-11-05
APP0000653,CUST0000787,2024-03-07,39971.74,Personal,Rejected,Branch,2024-03-10
APP0000654,CUST0000089,2023-12-17,55016.45,Personal,Rejected,Call Center,2024-01-06
APP0000655,CUST0001340,2023-11-27,740.54,Home Improvement,Rejected,Mobile App,2023-12-16
APP0000656,CUST0001483,2024-10-07,234989.14,Auto,Approved,Online,2024-10-13
APP0000657,CUST0001311,2023-04-12,46096.07,Medical,Approved,Mobile App,2023-04-16
APP0000658,CUST0001327,2025-07-16,8317.92,Personal,Pending,Online,2026-08-24
APP0000659,CUST0001314,2022-11-02,26723.03,Personal,Pending,Online,2026-08-24
APP0000660,CUST0000661,2023-06-06,25081.69,Wedding,Approved,Mobile App,2023-06-07
APP0000661,CUST0000034,2023-12-28,21944.28,Personal,Approved,Online,2024-01-04
APP0000662,CUST0001978,2026-03-30,964.74,Wedding,Approved,Online,2026-04-13
APP0000663,CUST0000409,2024-04-25,6540.08,Auto,Rejected,Online,2024-05-09
APP0000664,CUST0001658,2025-11-06,23135.99,Education,Approved,Online,2025-11-17
APP0000665,CUST0001082,2022-05-07,99829.47,Education,Approved,Online,2022-05-21
APP0000666,CUST0001080,2022-01-22,14907.47,Home Improvement,Approved,Online,2022-01-25
APP0000667,CUST0000042,2024-02-26,24244.38,Wedding,Rejected,Branch,2024-03-17
APP0000668,CUST0001982,2026-02-28,16057.19,Debt Consolidation,Rejected,Call Center,2026-03-04
APP0000669,CUST0001058,2022-10-26,10334.12,Personal,Rejected,Online,2022-11-03
APP0000670,CUST0001661,2022-10-05,8350.32,Auto,Approved,Call Center,2022-10-19
APP0000671,CUST0001556,2022-05-22,23372.34,Home Improvement,Approved,Mobile App,2022-05-25
APP0000672,CUST0000276,2026-04-06,9403.09,Education,Rejected,Online,2026-04-15
APP0000673,CUST0001896,2022-02-09,66749.84,Medical,Approved,Online,2022-02-28
APP0000674,CUST0001183,2024-10-19,15985.69,Medical,Pending,Online,2026-08-24
APP0000675,CUST0000371,2023-07-20,17508.26,Wedding,Approved,Mobile App,2023-08-02
APP0000676,CUST0001162,2023-09-16,19550.62,Business,Rejected,Mobile App,2023-09-29
APP0000677,CUST0001233,2025-03-14,68268.47,Education,Rejected,Online,2025-03-16
APP0000678,CUST0001306,2023-10-30,2682.76,Personal,Rejected,Online,2023-11-01
APP0000679,CUST0000643,2021-10-06,2442.96,Personal,Rejected,Online,2021-10-09
APP0000680,CUST0001882,2024-06-17,82188.06,Home Improvement,Approved,Mobile App,2024-06-18
APP0000681,CUST0000474,2021-10-10,22226.16,Medical,Approved,Online,2021-10-21
APP0000682,CUST0000985,2025-11-12,32393.04,Wedding,Approved,Branch,2025-11-18
APP0000683,CUST0001678,2026-05-17,5720.12,Personal,Approved,Mobile App,2026-05-29
APP0000684,CUST0000155,2025-10-31,24709.76,Debt Consolidation,Pending,Mobile App,2026-08-24
APP0000685,CUST0000808,2023-09-19,29844.64,Home Improvement,Rejected,Online,2023-09-27
APP0000686,CUST0000959,2023-09-21,11016.46,Auto,Rejected,Branch,2023-09-24
APP0000687,CUST0001546,2024-07-28,27387.42,Education,Approved,Branch,2024-08-13
APP0000688,CUST0001576,2025-11-22,47790.94,Personal,Rejected,Mobile App,2025-11-25
APP0000689,CUST0001594,2025-05-31,36659.74,Medical,Rejected,Branch,2025-06-19
APP0000690,CUST0000718,2024-01-03,14932.26,Home Improvement,Approved,Online,2024-01-07
APP0000691,CUST0000984,2025-09-14,12746.99,Education,Approved,Online,2025-10-04
APP0000692,CUST0000055,2023-09-26,5393.63,Home Improvement,Approved,Mobile App,2023-10-11
APP0000693,CUST0001646,2025-06-30,17132.69,Business,Approved,Mobile App,2025-07-17
APP0000694,CUST0000607,2022-11-12,2111.54,Wedding,Withdrawn,Mobile App,2022-11-29
APP0000695,CUST0000935,2023-12-01,43251.29,Business,Approved,Mobile App,2023-12-10
APP0000696,CUST0001365,2025-10-14,27867.06,Wedding,Approved,Call Center,2025-10-18
APP0000697,CUST0001554,2022-11-17,64182.67,Education,Approved,Call Center,2022-12-01
APP0000698,CUST0000173,2024-09-30,2874.08,Personal,Approved,Online,2024-10-14
APP0000699,CUST0001535,2023-01-18,5391.08,Wedding,Approved,Online,2023-02-04
APP0000700,CUST0000752,2023-10-21,37784.53,Home Improvement,Approved,Call Center,2023-10-26
APP0000701,CUST0000836,2023-04-09,50491.51,Business,Approved,Mobile App,2023-04-26
APP0000702,CUST0000267,2024-12-16,21829.96,,Approved,Partner Referral,2025-01-03
APP0000703,CUST0001434,2025-06-04,14982.83,Debt Consolidation,Rejected,Branch,2025-06-19
APP0000704,CUST0000952,2025-12-14,15494.11,Home Improvement,Rejected,Partner Referral,2025-12-20
APP0000705,CUST0000208,2023-06-05,9235.84,Home Improvement,Rejected,Online,2023-06-10
APP0000706,CUST0000284,2022-08-21,2015.12,Home Improvement,Approved,Branch,2022-08-24
APP0000707,CUST0001443,2026-04-20,39331.72,Debt Consolidation,Approved,Branch,2026-05-07
APP0000708,CUST0000219,2023-08-11,9814.36,Wedding,Withdrawn,Online,2023-08-20
APP0000709,CUST0001043,2024-11-28,1606.64,Medical,Approved,Online,2024-12-05
APP0000710,CUST0001396,2023-07-20,19023.2,Home Improvement,Rejected,Online,2023-07-24
APP0000711,CUST0001825,2025-10-26,2437.66,Auto,Approved,Online,2025-11-05
APP0000712,CUST0000317,2022-01-10,37727.52,Business,Approved,Partner Referral,2022-01-14
APP0000713,CUST0000592,2021-11-05,9365.26,Business,Rejected,Partner Referral,2021-11-22
APP0000714,CUST0000310,2023-04-27,62564.83,Debt Consolidation,Rejected,Call Center,2023-05-04
APP0000715,CUST0001760,2023-09-21,4336.97,Home Improvement,Approved,Partner Referral,2023-09-30
APP0000716,CUST0001186,2025-06-16,36514.88,Education,Rejected,Mobile App,2025-06-30
APP0000717,CUST0001967,2023-12-31,22789.8,Wedding,Rejected,Partner Referral,2024-01-14
APP0000718,CUST0000088,2022-11-30,8613.42,Debt Consolidation,Rejected,Online,2022-12-03
APP0000719,CUST0001412,2022-01-10,38570.33,Personal,Pending,Online,2026-08-24
APP0000720,CUST0000066,2025-09-13,6676.55,Debt Consolidation,Rejected,Call Center,2025-09-19
APP0000721,CUST0000219,2024-03-11,11662.95,Medical,Approved,Branch,2024-03-26
APP0000722,CUST0000863,2026-06-04,5410.27,Home Improvement,Approved,Mobile App,2026-06-22
APP0000723,CUST0000734,2023-04-21,52629.49,Medical,Rejected,Branch,2023-05-11
APP0000724,CUST0000731,2022-10-07,75537.27,Wedding,Approved,Online,2022-10-13
APP0000725,CUST0000136,2023-01-02,17530.88,Home Improvement,Pending,Online,2026-08-24
APP0000726,CUST0001090,2023-09-12,25784.55,Business,Pending,Mobile App,2026-08-24
APP0000727,CUST0000682,2022-05-09,27432.0,Auto,Approved,Branch,2022-05-13
APP0000728,CUST0001987,2022-04-21,20358.52,Business,Rejected,Online,2022-05-02
APP0000729,CUST0001580,2025-08-12,29891.15,Debt Consolidation,Approved,Mobile App,2025-08-14
APP0000730,CUST0000870,2025-02-08,11016.65,Auto,Approved,Online,2025-02-09
APP0000731,CUST0001531,2024-02-26,30233.21,Wedding,Withdrawn,Branch,2024-03-17
APP0000732,CUST0001153,2024-01-22,37673.3,Business,Rejected,Mobile App,2024-02-08
APP0000733,CUST0000991,2024-02-18,12148.04,Wedding,Rejected,Branch,2024-03-03
APP0000734,CUST0001839,2024-08-03,16635.79,Business,Rejected,Partner Referral,2024-08-08
APP0000735,CUST0001175,2023-01-28,3747.94,Home Improvement,Approved,Branch,2023-01-30
APP0000736,CUST0000967,2025-07-16,14255.31,Medical,Rejected,Partner Referral,2025-07-19
APP0000737,CUST0001134,2021-09-08,13277.77,Wedding,Withdrawn,Mobile App,2021-09-17
APP0000738,CUST0001563,2025-07-12,24094.26,Business,Rejected,Call Center,2025-07-29
APP0000739,CUST0001483,2025-08-12,92095.66,,Rejected,Mobile App,2025-08-24
APP0000740,CUST0001098,2024-03-24,7788.03,Personal,Approved,Mobile App,2024-04-10
APP0000741,CUST0000354,2023-02-15,611.63,Debt Consolidation,Pending,Branch,2026-08-24
APP0000742,CUST0001275,2026-01-22,67445.8,Wedding,Approved,Branch,2026-02-06
APP0000743,CUST0000862,2025-09-27,9716.33,Home Improvement,Withdrawn,Online,2025-09-29
APP0000744,CUST0001866,2026-04-22,17149.42,Wedding,Approved,Online,2026-04-27
APP0000745,CUST0001817,2021-09-23,926.28,Personal,Approved,Online,2021-09-30
APP0000746,CUST0000002,2024-10-19,11732.91,Medical,Approved,Mobile App,2024-10-30
APP0000747,CUST0001999,2021-09-07,82077.95,Medical,Rejected,Online,2021-09-23
APP0000748,CUST0001802,2021-11-03,15936.78,Debt Consolidation,Approved,Branch,2021-11-23
APP0000749,CUST0001815,2021-12-16,35210.39,Auto,Rejected,Online,2022-01-05
APP0000750,CUST0000996,2025-07-11,13723.79,Home Improvement,Pending,Online,2026-08-24
APP0000751,CUST0000542,2025-04-13,38471.2,Business,Approved,Branch,2025-05-03
APP0000752,CUST0001214,2026-02-08,2017.02,Home Improvement,Rejected,Call Center,2026-02-27
APP0000753,CUST0001767,2024-10-27,3967.4,Personal,Approved,Online,2024-10-31
APP0000754,CUST0000901,2024-06-06,17003.78,Auto,Rejected,Call Center,2024-06-20
APP0000755,CUST0001971,2022-07-22,19976.44,Personal,Rejected,Online,2022-07-31
APP0000756,CUST0000522,2025-02-23,32362.48,Auto,Pending,Branch,2026-08-24
APP0000757,CUST0001707,2026-03-15,4644.76,Personal,Approved,Online,2026-04-02
APP0000758,CUST0000133,2023-06-06,9404.7,Business,Rejected,Online,2023-06-10
APP0000759,CUST0001679,2025-02-16,27860.7,Wedding,Approved,Online,2025-03-01
APP0000760,CUST0001891,2024-02-27,41317.85,Education,Rejected,Online,2024-03-17
APP0000761,CUST0001406,2024-04-03,21281.44,Auto,Approved,Mobile App,2024-04-17
APP0000762,CUST0001248,2025-08-21,29329.39,Business,Rejected,Mobile App,2025-09-08
APP0000763,CUST0000823,2023-02-07,19029.76,Debt Consolidation,Rejected,Online,2023-02-22
APP0000764,CUST0001747,2026-01-10,1610.42,Wedding,Rejected,Call Center,2026-01-26
APP0000765,CUST0000254,2026-07-29,7223.07,Business,Approved,Mobile App,2026-08-15
APP0000766,CUST0000582,2022-03-23,9547.4,Debt Consolidation,Rejected,Online,2022-04-11
APP0000767,CUST0000263,2024-03-15,8203.84,Home Improvement,Approved,Online,2024-03-19
APP0000768,CUST0000556,2021-09-25,30986.45,Debt Consolidation,Rejected,Online,2021-10-11
APP0000769,CUST0001047,2023-05-04,8662.26,Business,Withdrawn,Mobile App,2023-05-12
APP0000770,CUST0000672,2023-07-08,7261.45,Business,Approved,Branch,2023-07-20
APP0000771,CUST0000842,2024-12-19,31906.45,Home Improvement,Approved,Online,2025-01-02
APP0000772,CUST0000463,2023-08-08,45708.2,Education,Rejected,Online,2023-08-21
APP0000773,CUST0000706,2023-06-17,6707.16,Medical,Approved,Online,2023-06-21
APP0000774,CUST0000996,2025-07-07,16152.22,Medical,Rejected,Online,2025-07-24
APP0000775,CUST0000428,2025-06-09,34075.79,Education,Approved,Branch,2025-06-24
APP0000776,CUST0001873,2021-09-09,8292.56,Personal,Approved,Partner Referral,2021-09-24
APP0000777,CUST0001795,2023-05-02,17210.21,Wedding,Pending,Online,2026-08-24
APP0000778,CUST0001753,2025-06-20,22676.76,Home Improvement,Approved,Online,2025-07-02
APP0000779,CUST0000003,2022-02-28,16878.12,Wedding,Rejected,Online,2022-03-06
APP0000780,CUST0000991,2024-04-30,14323.25,Education,Approved,Online,2024-05-12
APP0000781,CUST0001591,2024-02-09,2148.76,Home Improvement,Approved,Mobile App,2024-02-15
APP0000782,CUST0000698,2025-02-19,22147.49,Wedding,Rejected,Partner Referral,2025-03-09
APP0000783,CUST0000464,2025-01-10,11814.36,Auto,Rejected,Mobile App,2025-01-12
APP0000784,CUST0001224,2024-03-11,13871.7,Medical,Pending,Online,2026-08-24
APP0000785,CUST0000005,2023-09-18,25574.27,Wedding,Approved,Call Center,2023-10-03
APP0000786,CUST0001225,2025-08-07,48099.84,Education,Approved,Mobile App,2025-08-22
APP0000787,CUST0000903,2023-07-23,28036.73,Home Improvement,Rejected,Online,2023-08-04
APP0000788,CUST0001368,2023-11-01,14141.63,Debt Consolidation,Rejected,Partner Referral,2023-11-13
APP0000789,CUST0001366,2023-09-29,50689.25,Personal,Rejected,Mobile App,2023-09-30
APP0000790,CUST9182795,2023-05-18,47525.13,Auto,Rejected,Mobile App,2023-06-04
APP0000791,CUST0001168,2024-10-17,27111.18,Debt Consolidation,Pending,Branch,2026-08-24
APP0000792,CUST0000054,2024-10-30,26619.23,Debt Consolidation,Approved,Online,2024-11-04
APP0000793,CUST0001963,2026-02-22,14435.91,Wedding,Withdrawn,Mobile App,2026-02-23
APP0000794,CUST0000153,2023-11-14,7978.03,Education,Withdrawn,Branch,2023-11-25
APP0000795,CUST0001954,2025-06-12,47367.25,Education,Approved,Partner Referral,2025-06-18
APP0000796,CUST0001948,2023-03-02,33694.38,Education,Rejected,Online,2023-03-05
APP0000797,CUST0001436,2026-06-18,16248.8,Medical,Rejected,Online,2026-06-21
APP0000798,CUST0001493,2026-03-20,10932.63,Wedding,Rejected,Mobile App,2026-04-03
APP0000799,CUST0000060,2024-08-08,5284.96,Education,Approved,Branch,2024-08-16
APP0000800,CUST0001897,2025-04-06,4679.17,Business,Approved,Branch,2025-04-22
APP0000801,CUST0001057,2024-07-18,500.0,Wedding,Rejected,Mobile App,2024-07-25
APP0000802,CUST0000680,2022-08-19,15691.91,Debt Consolidation,Pending,Mobile App,2026-08-24
APP0000803,CUST0001340,2026-05-09,2405.25,Auto,Pending,Branch,2026-08-24
APP0000804,CUST0001070,2025-05-07,7209.36,Personal,Withdrawn,Online,2025-05-19
APP0000805,CUST0000724,2023-09-30,11524.22,Debt Consolidation,Approved,Mobile App,2023-10-14
APP0000806,CUST0000644,2022-11-28,51616.05,Auto,Rejected,Branch,2022-12-05
APP0000807,CUST0000237,2024-12-28,2556.49,Home Improvement,Approved,Mobile App,2025-01-15
APP0000808,CUST0001818,2023-10-21,36214.25,Business,Rejected,Mobile App,2023-11-03
APP0000809,CUST0001332,2025-10-15,22777.98,Personal,Pending,Branch,2026-08-24
APP0000810,CUST0000576,2022-09-26,30197.29,Auto,Pending,Online,2026-08-24
APP0000811,CUST0001447,2024-04-02,15430.04,Business,Rejected,Online,2024-04-12
APP0000812,CUST0001388,2022-03-19,27117.08,Personal,Approved,Online,2022-04-03
APP0000813,CUST0000280,2025-03-19,93190.19,Wedding,Approved,Mobile App,2025-03-26
APP0000814,CUST0000351,2023-08-23,3919.75,Wedding,Rejected,Mobile App,2023-08-24
APP0000815,CUST0000462,2022-08-12,52863.77,Medical,Rejected,Partner Referral,2022-08-24
APP0000816,CUST0000211,2024-06-03,,Debt Consolidation,Rejected,Branch,2024-06-14
APP0000817,CUST0001646,2024-07-03,3786.12,Business,Pending,Mobile App,2026-08-24
APP0000818,CUST0000312,2023-02-27,16805.45,Education,Approved,Mobile App,2023-03-14
APP0000819,CUST0001623,2026-05-06,25894.76,Medical,Approved,Branch,2026-05-20
APP0000820,CUST0001059,2022-01-08,1768.27,Education,Approved,Mobile App,2022-01-19
APP0000821,CUST0000234,2023-04-24,12539.5,Business,Approved,Online,2023-04-25
APP0000822,CUST0001690,2022-11-23,5309.88,,Approved,Branch,2022-12-05
APP0000823,CUST0000347,2026-04-11,19038.53,Auto,Approved,Call Center,2026-04-30
APP0000824,CUST0001999,2022-11-16,11026.66,Auto,Rejected,Branch,2022-12-05
APP0000825,CUST0000029,2022-10-01,34691.2,Medical,Rejected,Online,2022-10-03
APP0000826,CUST0001246,2024-08-07,1860.51,Business,Approved,Branch,2024-08-25
APP0000827,CUST0000628,2022-12-13,4487.11,Debt Consolidation,Pending,Partner Referral,2026-08-24
APP0000828,CUST0001068,2023-01-22,9777.96,Auto,Rejected,Online,2023-01-24
APP0000829,CUST0001680,2022-11-15,4141.45,Business,Rejected,Partner Referral,2022-11-16
APP0000830,CUST0001574,2024-04-25,3965.92,Debt Consolidation,Rejected,Partner Referral,2024-05-06
APP0000831,CUST0000563,2025-05-23,13452.91,Personal,Rejected,Branch,2025-05-27
APP0000832,CUST0000128,2023-12-31,30969.61,Personal,Approved,Online,2024-01-13
APP0000833,CUST0000568,2026-02-04,11140.03,Auto,Pending,Online,2026-08-24
APP0000834,CUST0001619,2022-12-24,1718.13,Business,Approved,Online,2023-01-11
APP0000835,CUST0001031,2025-11-14,37466.5,Medical,Rejected,Online,2025-11-19
APP0000836,CUST0001517,2025-05-09,26392.33,Auto,Rejected,Mobile App,2025-05-15
APP0000837,CUST0000990,2022-01-06,4083.08,Home Improvement,Pending,Partner Referral,2026-08-24
APP0000838,CUST0001060,2024-12-26,155334.27,Wedding,Rejected,Online,2024-12-29
APP0000839,CUST0000130,2026-08-11,7359.65,Personal,Rejected,Branch,2026-08-21
APP0000840,CUST0000046,2025-01-18,4792.23,Wedding,Rejected,Branch,2025-01-30
APP0000841,CUST0001407,2022-12-09,13836.0,Home Improvement,Rejected,Online,2022-12-22
APP0000842,CUST0000405,2023-10-25,60527.77,Wedding,Rejected,Branch,2023-11-04
APP0000843,CUST0000722,2025-12-29,4327.22,Business,Withdrawn,Call Center,2026-01-01
APP0000844,CUST0000740,2023-03-26,4051.7,Education,Pending,Branch,2026-08-24
APP0000845,CUST0001267,2024-01-10,52651.23,Auto,Approved,Online,2024-01-12
APP0000846,CUST0001883,2024-08-07,2351.38,Home Improvement,Approved,Mobile App,2024-08-26
APP0000847,CUST0001516,2025-10-14,16805.37,Auto,Pending,Online,2026-08-24
APP0000848,CUST0001277,2026-06-11,22338.87,Home Improvement,Approved,Partner Referral,2026-06-18
APP0000849,CUST0001670,2025-03-03,37707.58,Personal,Rejected,Partner Referral,2025-03-10
APP0000850,CUST0001021,2023-10-26,23661.35,Wedding,Approved,Online,2023-10-28
APP0000851,CUST0000291,2023-09-13,1893.22,Wedding,Approved,Branch,2023-09-23
APP0000852,CUST0000977,2024-12-21,8997.89,Wedding,Rejected,Mobile App,2024-12-23
APP0000853,CUST0001956,2022-01-07,2574.44,Home Improvement,Rejected,Branch,2022-01-22
APP0000854,CUST0001560,2023-11-10,20949.64,Business,Rejected,Branch,2023-11-15
APP0000855,CUST0000700,2023-06-05,500.0,Personal,Approved,Partner Referral,2023-06-08
