credit_history_id,customer_id,record_date,credit_score,total_outstanding_debt,credit_utilization,number_of_open_accounts,number_of_closed_accounts,previous_defaults,previous_late_payments
CRHIST0001633,CUST0000524,2025-03-19,641.0,16606.73,0.7475,5,2,0,0
CRHIST0001634,CUST0000524,2025-08-04,650.0,2338.57,0.2542,2,1,0,0
CRHIST0001635,CUST0000525,2026-06-13,657.0,9721.09,0.3731,3,1,0,0
CRHIST0001636,CUST0000526,2021-05-13,733.0,3284.44,0.2808,5,1,0,0
CRHIST0001637,CUST0000527,2025-03-23,691.0,12717.96,0.8157,6,2,0,0
CRHIST0001638,CUST0000527,2025-04-27,681.0,5164.06,0.1318,4,2,0,0
CRHIST0001639,CUST0000528,2021-10-11,729.0,11157.99,0.288,2,1,0,0
CRHIST0001640,CUST0000528,2021-10-13,727.0,21686.1,0.5033,4,3,0,0
CRHIST0001641,CUST0000529,2025-06-06,683.0,1793.3,0.3037,6,1,0,0
CRHIST0001642,CUST0000529,2025-06-16,672.0,2724.74,0.3787,3,0,0,0
CRHIST0001643,CUST0000529,2025-07-25,676.0,394.51,0.0534,1,6,0,0
CRHIST0001644,CUST0000530,2026-05-19,746.0,8664.0,0.4644,4,4,0,0
CRHIST0001645,CUST0000530,2026-05-24,752.0,23375.62,0.5717,3,1,0,1
CRHIST0001646,CUST0000530,2026-06-01,744.0,6392.28,0.1396,3,2,0,1
CRHIST0001647,CUST0000530,2026-06-03,741.0,6135.96,0.1974,3,1,0,1
CRHIST0001648,CUST0000530,2026-06-12,744.0,644.77,0.0366,3,3,0,1
CRHIST0001649,CUST0000531,2024-03-23,707.0,8816.24,0.4134,6,0,0,0
CRHIST0001650,CUST0000531,2024-03-29,707.0,10428.49,0.4996,6,2,0,0
CRHIST0001651,CUST0000532,2022-12-31,656.0,,0.5831,2,1,0,0
CRHIST0001652,CUST0000532,2023-04-07,662.0,6226.73,0.326,6,2,0,0
CRHIST0001653,CUST0000533,2021-09-14,645.0,,0.5699,6,0,0,2
CRHIST0001654,CUST0000533,2022-06-17,642.0,9255.78,0.4183,8,1,0,2
CRHIST0001655,CUST0000533,2023-02-20,661.0,14687.0,0.7726,3,2,0,2
CRHIST0001656,CUST0000533,2023-04-25,659.0,4494.02,0.2045,4,1,0,2
CRHIST0001657,CUST0000533,2024-08-13,656.0,6507.38,0.4939,3,2,0,2
CRHIST0001658,CUST0000534,2021-07-25,752.0,15325.9,0.2791,1,0,0,0
CRHIST0001659,CUST0000534,2022-02-14,755.0,3183.48,0.1076,4,0,0,0
CRHIST0001660,CUST0000535,2019-12-18,680.0,8406.25,0.5939,6,2,0,0
CRHIST0001661,CUST0000535,2021-02-13,684.0,5364.77,0.2626,6,2,0,0
CRHIST0001662,CUST0000535,2022-02-20,695.0,8224.19,0.4714,1,2,0,0
CRHIST0001663,CUST0000536,2025-09-03,642.0,8257.63,0.2391,6,2,0,0
CRHIST0001664,CUST0000536,2025-09-30,649.0,5147.54,0.1902,2,0,0,0
CRHIST0001665,CUST0000536,2025-10-11,648.0,7853.57,0.2591,4,0,0,0
CRHIST0001666,CUST0000536,2025-12-23,656.0,5039.32,0.3583,5,0,0,0
CRHIST0001667,CUST0000536,2026-01-01,647.0,7468.16,0.4941,3,3,0,0
CRHIST0001668,CUST0000537,2024-08-27,674.0,19077.92,0.5905,7,0,1,0
CRHIST0001669,CUST0000538,2021-05-26,,7045.54,0.3114,7,1,0,1
CRHIST0001670,CUST0000539,2023-12-11,524.0,1953.49,0.5094,4,6,0,0
CRHIST0001671,CUST0000539,2023-12-29,536.0,1495.15,0.6078,9,1,0,0
CRHIST0001672,CUST0000539,2024-05-21,530.0,1699.72,0.6822,4,1,0,0
CRHIST0001673,CUST0000539,2025-01-28,534.0,3469.09,0.956,5,2,0,0
CRHIST0001674,CUST0000540,2025-10-27,601.0,543.83,0.1447,5,2,0,0
CRHIST0001675,CUST0000541,2024-02-09,626.0,1684.9,0.2569,2,1,0,0
CRHIST0001676,CUST0000541,2024-04-16,643.0,1810.02,0.3766,11,2,0,0
CRHIST0001677,CUST0000541,2024-05-26,634.0,2347.28,0.5305,4,0,0,0
CRHIST0001678,CUST0000542,2026-01-11,642.0,9486.0,0.5407,5,5,0,0
CRHIST0001679,CUST0000542,2026-02-05,631.0,2233.46,0.1756,4,0,0,0
CRHIST0001680,CUST0000542,2026-02-10,624.0,2130.34,0.23,8,2,0,0
CRHIST0001681,CUST0000542,2026-02-14,626.0,6409.11,0.2947,1,3,0,0
CRHIST0001682,CUST0000542,2026-02-24,614.0,3851.67,0.1919,6,1,0,0
CRHIST0001683,CUST0000542,2026-05-18,631.0,2411.03,0.1291,4,0,0,0
CRHIST0001684,CUST0000543,2020-01-11,684.0,5398.07,0.5092,3,0,0,0
CRHIST0001685,CUST0000543,2021-12-30,-17.0,13904.74,0.5004,4,3,0,0
CRHIST0001686,CUST0000543,2022-02-21,685.0,13626.66,0.6887,6,0,0,0
CRHIST0001687,CUST0000544,2019-08-12,584.0,360.28,0.2027,6,1,0,0
CRHIST0001688,CUST0000545,2024-03-30,727.0,6668.98,0.2959,4,2,0,0
CRHIST0001689,CUST0000545,2024-05-02,702.0,19866.26,0.7042,4,2,0,0
CRHIST0001690,CUST0000546,2023-07-20,768.0,2343.84,0.1692,3,1,0,1
CRHIST0001691,CUST0000546,2024-09-05,778.0,12888.8,0.357,1,4,0,1
CRHIST0001692,CUST0000546,2024-09-14,765.0,16701.53,0.5252,3,4,0,1
CRHIST0001693,CUST0000546,2024-10-08,762.0,21431.91,0.6807,1,2,0,1
CRHIST0001694,CUST0000546,2024-12-13,783.0,8134.71,0.2035,5,0,0,1
CRHIST0001695,CUST0000547,2024-10-04,703.0,6753.67,0.3663,0,0,0,0
CRHIST0001696,CUST0000547,2025-08-31,686.0,1370.99,0.0771,2,5,0,0
CRHIST0001697,CUST0000548,2026-07-12,649.0,4123.87,0.593,4,3,0,0
CRHIST0001698,CUST0000549,2020-01-13,733.0,12675.28,0.4493,3,1,0,0
CRHIST0001699,CUST0000549,2021-04-19,716.0,10116.57,0.3415,5,1,0,0
CRHIST0001700,CUST0000549,2022-07-03,,2370.93,0.0817,3,2,0,0
CRHIST0001701,CUST0000549,2022-07-28,719.0,0.0,0.0,2,1,0,0
CRHIST0001702,CUST0000550,2026-03-17,781.0,6545.99,0.3188,2,1,0,0
CRHIST0001703,CUST0000550,2026-04-17,761.0,14388.06,0.4698,3,1,0,0
CRHIST0001704,CUST0000551,2019-06-26,791.0,9805.53,0.3899,2,1,0,0
CRHIST0001705,CUST0000551,2019-08-13,786.0,29375.95,0.7384,6,0,0,0
CRHIST0001706,CUST0000551,2019-09-06,782.0,6226.46,0.2655,2,1,0,0
CRHIST0001707,CUST0000551,2020-06-10,792.0,19497.83,0.7445,3,1,0,0
CRHIST0001708,CUST0000551,2021-08-23,789.0,0.0,0.0,1,1,0,0
CRHIST0001709,CUST0000552,2023-07-01,,2091.48,0.1202,4,1,0,0
CRHIST0001710,CUST0000552,2023-08-26,731.0,4445.47,0.2089,3,3,0,0
CRHIST0001711,CUST0000552,2023-08-28,724.0,5378.86,0.47,5,1,0,0
CRHIST0001712,CUST0000552,2024-02-29,729.0,3053.92,0.1733,1,3,0,0
CRHIST0001713,CUST0000552,2024-09-22,721.0,612.47,0.025,2,3,0,0
CRHIST0001714,CUST0000553,2025-05-12,738.0,11382.85,0.644,2,2,0,0
CRHIST0001715,CUST0000553,2025-08-29,716.0,20770.43,0.8648,2,0,0,0
CRHIST0001716,CUST0000554,2024-08-07,651.0,6485.95,0.216,5,1,0,0
CRHIST0001717,CUST0000554,2025-03-16,645.0,33166.12,0.7695,2,1,0,0
CRHIST0001718,CUST0000555,2021-04-28,636.0,25380.12,0.8867,4,2,0,0
CRHIST0001719,CUST0000556,2024-04-13,657.0,1507.45,0.126,0,2,0,0
CRHIST0001720,CUST0000556,2024-07-16,665.0,793.31,0.068,3,2,0,0
CRHIST0001721,CUST0000557,2025-12-19,789.0,4901.19,0.0957,2,4,0,0
CRHIST0001722,CUST0000557,2025-12-27,789.0,15343.54,0.2821,2,3,0,0
CRHIST0001723,CUST0000558,2020-10-25,758.0,5355.74,0.2529,2,3,0,0
CRHIST0001724,CUST0000558,2021-11-11,759.0,6118.82,0.3407,1,0,0,0
CRHIST0001725,CUST0000559,2026-05-09,633.0,14442.94,0.425,7,1,0,0
CRHIST0001726,CUST0000559,2026-05-31,644.0,3660.06,0.1807,2,2,0,2
CRHIST0001727,CUST0000559,2026-06-09,,5350.68,0.1436,3,5,0,2
CRHIST0001728,CUST0000559,2026-06-12,652.0,7194.94,0.2034,5,3,0,2
CRHIST0001729,CUST0000559,2026-06-26,636.0,18583.62,0.4459,4,1,0,2
CRHIST0001730,CUST0000560,2024-06-06,740.0,14992.28,0.5363,2,2,0,0
CRHIST0001731,CUST0000561,2019-10-23,745.0,12517.01,0.677,0,2,0,0
CRHIST0001732,CUST0000561,2020-10-15,750.0,430.99,0.0235,5,1,0,0
CRHIST0001733,CUST0000562,2022-04-11,701.0,10180.72,0.5708,8,1,0,0
CRHIST0001734,CUST0000562,2022-06-29,720.0,2122.94,0.131,2,0,0,0
CRHIST0001735,CUST0000562,2022-09-20,722.0,2368.17,0.1985,9,3,0,0
CRHIST0001736,CUST0000563,2025-08-31,702.0,20666.56,0.5139,4,1,0,0
CRHIST0001737,CUST0000563,2025-09-15,702.0,16571.59,0.4161,4,3,0,0
CRHIST0001738,CUST0000563,2025-09-15,690.0,21335.65,0.4484,6,0,0,0
CRHIST0001739,CUST0000564,2021-10-20,638.0,3404.61,0.6652,4,3,0,0
CRHIST0001740,CUST0000564,2022-01-12,616.0,3597.49,0.5489,2,1,0,0
CRHIST0001741,CUST0000564,2022-09-07,624.0,1514.68,0.4462,4,1,0,0
CRHIST0001742,CUST0000565,2026-04-06,663.0,20932.45,0.7188,3,1,0,0
CRHIST0001743,CUST0000565,2026-04-07,669.0,5331.57,0.4961,4,1,0,0
CRHIST0001744,CUST0000566,2023-06-22,585.0,992.92,0.1975,4,2,0,0
CRHIST0001745,CUST0000566,2023-12-02,575.0,1913.56,0.2773,3,0,0,2
CRHIST0001746,CUST0000566,2024-05-14,551.0,5655.68,0.5629,6,4,0,2
CRHIST0001747,CUST0000567,2022-06-03,794.0,14709.75,0.5907,6,4,0,0
CRHIST0001748,CUST0000567,2022-06-12,789.0,0.0,0.0,4,2,0,0
CRHIST0001749,CUST0000567,2022-09-29,811.0,2282.13,0.1061,2,3,0,0
CRHIST0001750,CUST0000567,2023-06-07,801.0,3336.31,0.1352,3,2,0,0
CRHIST0001751,CUST0000568,2025-09-07,634.0,3093.41,0.1294,3,0,0,1
CRHIST0001752,CUST0000568,2025-09-10,625.0,4562.01,0.4615,9,2,0,1
CRHIST0001753,CUST0000568,2025-11-18,617.0,7347.84,0.332,6,1,0,1
CRHIST0001754,CUST0000569,2025-02-21,666.0,6688.26,0.674,4,1,0,0
CRHIST0001755,CUST0000570,2021-01-22,709.0,9942.5,0.4091,4,1,0,0
CRHIST0001756,CUST0000570,2021-04-23,707.0,1799.31,0.0583,1,3,0,0
CRHIST0001757,CUST0000570,2021-04-24,,24550.8,0.8074,4,0,0,0
CRHIST0001758,CUST0000570,2022-11-01,669.0,,0.3326,5,1,0,0
CRHIST0001759,CUST0000571,2024-12-22,755.0,1853.18,0.1585,2,2,0,1
CRHIST0001760,CUST0000571,2025-07-22,,2992.24,0.2252,2,0,0,1
CRHIST0001761,CUST0000571,2025-10-07,771.0,1916.36,0.1862,4,0,0,1
CRHIST0001762,CUST0000572,2021-03-01,726.0,12141.74,0.444,4,2,0,0
CRHIST0001763,CUST0000572,2021-07-13,734.0,10606.03,0.5785,2,1,0,0
CRHIST0001764,CUST0000573,2025-12-22,661.0,2716.65,0.1306,2,3,0,0
CRHIST0001765,CUST0000573,2026-01-23,658.0,4884.47,0.2672,3,4,0,0
CRHIST0001766,CUST0000573,2026-02-02,640.0,14202.45,0.6221,6,3,0,0
CRHIST0001767,CUST0000573,2026-02-19,624.0,7133.26,0.3962,4,3,0,0
CRHIST0001768,CUST0000574,2019-11-13,675.0,3369.61,0.2551,6,6,0,0
CRHIST0001769,CUST0000575,2024-07-05,692.0,18872.9,0.6864,5,4,0,2
CRHIST0001770,CUST0000575,2024-08-18,707.0,1561.51,0.1335,8,1,0,2
CRHIST0001771,CUST0000576,2021-07-25,714.0,17957.47,0.5542,5,1,0,0
CRHIST0001772,CUST0000576,2021-11-20,730.0,12281.77,0.3674,3,5,0,0
CRHIST0001773,CUST0000577,2024-08-30,744.0,5957.06,0.1863,5,3,0,0
CRHIST0001774,CUST0000577,2024-09-24,767.0,8273.24,0.4844,3,2,0,0
CRHIST0001775,CUST0000577,2025-01-03,756.0,12337.88,0.399,4,2,0,0
CRHIST0001776,CUST0000578,2026-06-27,659.0,600.39,0.0603,0,2,0,0
CRHIST0001777,CUST0000579,2024-07-18,679.0,2905.89,0.2994,2,2,0,0
CRHIST0001778,CUST0000579,2025-03-01,661.0,6482.0,0.3007,3,3,0,0
CRHIST0001779,CUST0000579,2025-05-18,653.0,2589.62,0.1231,5,0,0,0
CRHIST0001780,CUST0000580,2022-09-27,508.0,1228.57,0.4643,8,1,0,0
CRHIST0001781,CUST0000580,2023-02-02,499.0,889.5,0.4747,6,3,0,0
CRHIST0001782,CUST0000580,2023-02-22,500.0,3011.9,0.615,5,2,0,0
CRHIST0001783,CUST0000581,2025-07-20,701.0,3337.59,0.2738,3,2,0,0
CRHIST0001784,CUST0000581,2025-08-03,709.0,7910.89,0.3094,2,0,0,0
CRHIST0001785,CUST0000581,2025-09-20,710.0,,0.3127,2,1,0,0
CRHIST0001786,CUST0000582,2020-11-24,666.0,9690.17,0.514,2,2,0,0
CRHIST0001787,CUST0000583,2023-09-21,701.0,5822.14,0.5938,2,1,0,1
CRHIST0001788,CUST0000584,2026-06-23,667.0,2743.13,0.2402,1,1,0,0
CRHIST0001789,CUST0000584,2026-06-25,677.0,2606.91,0.2465,2,2,0,0
CRHIST0001790,CUST0000585,2021-09-28,736.0,3098.33,0.0885,0,2,0,0
CRHIST0001791,CUST0000585,2021-10-08,724.0,13086.48,0.6689,3,0,0,0
CRHIST0001792,CUST0000585,2021-12-06,708.0,5418.01,0.2571,6,1,0,0
CRHIST0001793,CUST0000586,2022-01-14,598.0,2653.76,0.6627,6,1,0,0
CRHIST0001794,CUST0000586,2022-01-25,607.0,1948.64,0.2942,7,4,0,0
CRHIST0001795,CUST0000586,2022-05-29,608.0,596.15,0.0855,6,1,0,0
CRHIST0001796,CUST0000586,2023-11-14,599.0,2499.61,0.4029,5,1,0,0
CRHIST0001797,CUST0000587,2022-08-01,547.0,2621.51,0.8388,5,2,0,0
CRHIST0001798,CUST0000587,2023-02-15,559.0,572.14,0.1073,4,3,0,0
CRHIST0001799,CUST0000588,2023-05-17,712.0,11754.06,0.5225,4,2,0,0
CRHIST0001800,CUST0000588,2023-08-01,692.0,2311.99,0.149,1,3,0,1
CRHIST0001801,CUST0000588,2024-08-13,,14144.34,0.672,3,1,0,1
CRHIST0001802,CUST0000589,2025-04-25,629.0,7940.16,0.6189,2,2,0,0
CRHIST0001803,CUST0000589,2025-08-15,630.0,7244.8,0.3872,0,2,0,0
CRHIST0001804,CUST0000589,2025-11-22,616.0,6103.93,0.3483,4,0,0,2
CRHIST0001805,CUST0000589,2026-02-02,647.0,3388.24,0.2704,4,1,0,2
CRHIST0001806,CUST0000590,2025-04-11,690.0,7267.94,0.3797,3,1,0,0
CRHIST0001807,CUST0000590,2025-05-04,693.0,10259.96,0.2708,1,0,0,0
CRHIST0001808,CUST0000590,2025-05-19,675.0,7452.23,0.2134,1,2,0,0
CRHIST0001809,CUST0000590,2025-05-25,646.0,9446.05,0.531,4,3,0,0
CRHIST0001810,CUST0000590,2025-07-29,652.0,1558.56,0.0549,3,0,0,0
CRHIST0001811,CUST0000591,2021-09-27,716.0,2255.39,0.2693,3,2,0,0
CRHIST0001812,CUST0000592,2024-12-29,679.0,5046.24,0.1908,5,4,1,0
CRHIST0001813,CUST0000592,2025-05-02,663.0,9760.1,0.3802,7,1,1,0
CRHIST0001814,CUST0000592,2025-05-23,676.0,7912.69,0.5896,7,2,1,0
CRHIST0001815,CUST0000592,2025-12-25,690.0,11452.15,0.3876,1,2,1,0
CRHIST0001816,CUST0000593,2021-02-03,500.0,311.53,0.1825,8,0,0,0
CRHIST0001817,CUST0000593,2021-02-10,503.0,887.48,0.448,1,2,0,0
CRHIST0001818,CUST0000594,2020-06-14,678.0,4435.47,0.4448,5,6,0,0
CRHIST0001819,CUST0000595,2023-09-15,681.0,6372.24,0.2528,3,0,0,0
CRHIST0001820,CUST0000595,2024-02-01,679.0,4287.66,0.3714,7,3,0,0
CRHIST0001821,CUST0000595,2025-02-04,674.0,10124.27,0.4978,7,2,0,0
CRHIST0001822,CUST0000595,2025-05-07,672.0,6031.3,0.3953,2,1,1,0
CRHIST0001823,CUST0000595,2025-07-30,686.0,9804.75,0.3506,3,2,1,0
CRHIST0001824,CUST0000596,2024-06-05,753.0,2569.89,0.0602,2,0,0,0
CRHIST0001825,CUST0000596,2024-08-21,749.0,15297.71,0.6577,3,3,0,0
CRHIST0001826,CUST0000596,2024-11-24,736.0,12489.26,0.5251,2,4,0,0
CRHIST0001827,CUST0000596,2025-03-14,738.0,298.19,0.0062,3,0,0,1
CRHIST0001828,CUST0000597,2025-07-04,798.0,23764.21,0.3647,1,3,0,0
CRHIST0001829,CUST0000598,2023-10-08,652.0,1982.01,0.4301,5,2,0,0
CRHIST0001830,CUST0000598,2023-11-18,635.0,2008.7,0.4253,5,2,0,0
CRHIST0001831,CUST0000598,2023-12-12,637.0,1167.05,0.2335,3,2,0,0
CRHIST0001832,CUST0000599,2020-08-06,675.0,11022.21,0.5036,6,2,0,0
CRHIST0001833,CUST0000599,2020-09-27,691.0,3542.85,0.2842,5,5,0,2
CRHIST0001834,CUST0000600,2024-04-08,669.0,2496.25,0.4641,3,0,0,0
CRHIST0001835,CUST0000600,2024-05-18,696.0,1457.41,0.2479,3,2,0,0
CRHIST0001836,CUST0000601,2022-09-18,758.0,0.0,0.0,1,1,0,0
CRHIST0001837,CUST0000601,2022-10-26,760.0,6823.78,0.2992,1,0,0,0
CRHIST0001838,CUST0000601,2023-02-01,760.0,10415.36,0.4966,4,0,0,0
CRHIST0001839,CUST0000602,2021-09-12,696.0,10499.17,0.3781,5,2,0,0
CRHIST0001840,CUST0000602,2021-10-22,712.0,13901.99,0.4435,2,2,0,0
CRHIST0001841,CUST0000602,2021-11-17,707.0,11623.48,0.5734,5,0,0,0
CRHIST0001842,CUST0000602,2021-12-01,743.0,13705.12,0.4508,4,2,0,0
CRHIST0001843,CUST0000602,2021-12-28,736.0,1401.18,0.074,3,0,0,0
CRHIST0001844,CUST0000602,2023-01-19,729.0,4002.05,0.1702,2,0,0,0
CRHIST0001845,CUST0000603,2022-09-29,688.0,13563.11,0.5309,5,1,0,0
CRHIST0001846,CUST0000604,2025-03-18,701.0,4207.36,0.2832,3,0,0,0
CRHIST0001847,CUST0000604,2025-10-14,732.0,10925.64,0.3745,2,0,0,0
CRHIST0001848,CUST0000605,2020-10-04,628.0,12909.69,0.5275,1,3,0,0
CRHIST0001849,CUST0000606,2023-05-30,689.0,5454.07,0.5263,4,1,0,0
CRHIST0001850,CUST0000606,2023-07-12,,1776.5,0.2316,3,1,0,0
CRHIST0001851,CUST0000606,2023-12-16,676.0,6022.32,0.4675,5,5,0,0
CRHIST0001852,CUST0000607,2021-05-09,547.0,549.83,0.4658,9,0,0,0
CRHIST0001853,CUST0000607,2022-02-20,517.0,1453.16,0.7503,10,3,0,0
CRHIST0001854,CUST0000608,2024-09-27,721.0,9981.13,0.3494,2,3,0,0
CRHIST0001855,CUST0000608,2024-10-07,710.0,532.71,0.0215,3,2,0,0
CRHIST0001856,CUST0000608,2024-10-30,724.0,1819.64,0.0685,3,1,0,0
CRHIST0001857,CUST0000608,2024-11-03,740.0,5677.14,0.264,0,2,0,0
CRHIST0001858,CUST0000608,2025-01-26,735.0,1582.38,0.0627,5,2,0,0
CRHIST0001859,CUST0000609,2021-06-03,687.0,25821.0,0.4324,1,0,0,0
CRHIST0001860,CUST0000609,2021-06-21,686.0,21606.57,0.219,2,3,0,0
CRHIST0001861,CUST0000610,2026-03-13,614.0,5549.99,0.4828,4,2,0,0
CRHIST0001862,CUST0000611,2025-12-16,534.0,912.56,0.5047,4,6,0,0
CRHIST0001863,CUST0000611,2025-12-21,548.0,1490.7,0.7674,6,3,0,0
CRHIST0001864,CUST0000612,2025-08-01,634.0,9116.77,0.7048,5,2,0,0
CRHIST0001865,CUST0000612,2025-08-02,656.0,9919.8,0.4616,4,1,0,0
CRHIST0001866,CUST0000612,2025-10-07,687.0,13721.54,0.6143,2,0,0,0
CRHIST0001867,CUST0000612,2025-10-30,692.0,2387.35,0.1658,3,1,0,0
CRHIST0001868,CUST0000612,2025-11-23,706.0,4281.17,0.424,6,3,0,0
CRHIST0001869,CUST0000612,2025-12-24,710.0,9812.27,0.526,1,3,0,0
CRHIST0001870,CUST0000612,2026-02-07,710.0,5459.14,0.4036,2,0,0,0
CRHIST0001871,CUST0000613,2021-10-05,685.0,3422.28,0.1523,2,3,0,0
CRHIST0001872,CUST0000613,2021-10-16,690.0,2985.75,0.3343,5,7,0,0
CRHIST0001873,CUST0000614,2025-01-18,695.0,1270.36,0.2147,4,1,0,0
CRHIST0001874,CUST0000614,2025-03-13,726.0,3024.82,0.2098,2,1,0,0
CRHIST0001875,CUST0000615,2020-02-02,759.0,,0.5278,5,3,0,0
CRHIST0001876,CUST0000615,2021-07-03,745.0,688.71,0.0371,6,4,0,0
CRHIST0001877,CUST0000616,2022-11-06,683.0,2630.1,0.2162,4,1,0,0
CRHIST0001878,CUST0000616,2023-05-01,671.0,2118.19,0.2742,3,2,0,0
CRHIST0001879,CUST0000616,2023-06-23,669.0,858.49,0.1676,1,3,0,0
CRHIST0001880,CUST0000617,2020-04-16,707.0,20715.37,0.5619,3,2,0,0
CRHIST0001881,CUST0000617,2020-05-23,693.0,9883.72,0.2616,7,2,0,0
CRHIST0001882,CUST0000617,2020-06-23,673.0,4106.3,0.1653,5,1,0,1
CRHIST0001883,CUST0000617,2020-10-04,661.0,9320.78,0.3046,3,5,0,1
CRHIST0001884,CUST0000617,2020-12-23,660.0,17125.37,0.6442,6,0,0,1
CRHIST0001885,CUST0000618,2019-07-11,730.0,,0.2093,2,4,0,0
CRHIST0001886,CUST0000618,2020-07-17,743.0,6448.95,0.2127,1,2,0,0
CRHIST0001887,CUST0000619,2022-05-09,587.0,1939.09,0.7268,5,2,0,0
CRHIST0001888,CUST0000619,2023-01-03,603.0,872.85,0.2909,1,1,0,0
CRHIST0001889,CUST0000619,2023-05-30,580.0,829.19,0.5287,4,4,0,0
CRHIST0001890,CUST0000620,2023-07-07,775.0,0.0,0.0,2,0,0,0
CRHIST0001891,CUST0000620,2023-11-15,756.0,32276.89,0.4674,2,4,0,0
CRHIST0001892,CUST0000620,2023-12-19,770.0,27075.35,0.5963,3,3,0,0
CRHIST0001893,CUST0000620,2024-08-01,771.0,1887.44,0.0452,0,3,0,0
CRHIST0001894,CUST0000620,2025-03-04,775.0,18090.54,0.2512,6,0,0,0
CRHIST0001895,CUST0000620,2025-03-09,774.0,0.0,0.0,3,2,0,0
CRHIST0001896,CUST0000621,2025-12-09,655.0,2097.39,0.249,6,1,0,0
CRHIST0001897,CUST0000621,2026-01-05,645.0,8149.45,0.6862,3,0,0,0
CRHIST0001898,CUST0000622,2021-04-01,506.0,1155.96,0.4705,6,2,0,0
CRHIST0001899,CUST0000622,2021-04-08,503.0,710.16,0.209,4,3,0,2
CRHIST0001900,CUST0000622,2021-08-03,506.0,1607.54,0.4531,2,1,0,2
CRHIST0001901,CUST0000622,2021-10-16,499.0,1435.36,0.8601,2,3,0,2
CRHIST0001902,CUST0000622,2022-09-06,493.0,852.64,0.3742,5,1,0,2
CRHIST0001903,CUST0000622,2023-06-08,491.0,1479.32,0.414,6,4,0,2
CRHIST0001904,CUST0000623,2022-05-19,686.0,1342.78,0.3251,6,1,0,0
CRHIST0001905,CUST0000623,2022-12-23,678.0,2776.73,0.6751,3,2,0,0
CRHIST0001906,CUST0000623,2023-03-05,665.0,1271.25,0.2111,3,2,0,0
CRHIST0001907,CUST0000624,2024-06-21,732.0,2396.61,0.186,4,2,0,0
CRHIST0001908,CUST0000624,2025-02-21,725.0,797.27,0.0881,1,0,0,0
CRHIST0001909,CUST0000625,2020-08-02,699.0,4392.54,0.4947,3,1,0,0
CRHIST0001910,CUST0000625,2020-09-20,695.0,,0.1418,7,0,0,0
CRHIST0001911,CUST0000626,2025-02-09,706.0,4557.06,0.2781,2,2,0,0
CRHIST0001912,CUST0000626,2025-05-15,694.0,17437.03,0.5654,4,3,0,0
CRHIST0001913,CUST0000626,2025-08-15,685.0,15031.48,0.4756,1,2,0,1
CRHIST0001914,CUST0000626,2025-11-25,676.0,5791.01,0.3124,5,2,0,1
CRHIST0001915,CUST0000626,2026-02-13,670.0,645.09,0.0517,2,2,0,1
CRHIST0001916,CUST0000626,2026-04-07,682.0,19451.7,0.7068,4,0,0,1
CRHIST0001917,CUST0000627,2023-11-04,658.0,375.18,0.12,7,2,0,1
CRHIST0001918,CUST0000628,2023-04-28,703.0,3793.35,0.6425,2,3,0,0
CRHIST0001919,CUST0000628,2023-08-01,723.0,6744.3,0.5546,1,1,0,0
CRHIST0001920,CUST0000628,2023-09-01,729.0,3878.25,0.46,2,4,0,0
CRHIST0001921,CUST0000629,2020-02-23,663.0,9303.24,0.56,4,4,0,0
CRHIST0001922,CUST0000630,2020-04-16,702.0,13795.97,0.382,1,4,0,0
CRHIST0001923,CUST0000630,2020-10-18,706.0,13980.64,0.3231,2,3,0,0
CRHIST0001924,CUST0000630,2020-10-29,713.0,16350.24,0.3892,4,1,0,0
CRHIST0001925,CUST0000630,2020-12-15,708.0,5345.61,0.127,2,3,0,0
CRHIST0001926,CUST0000630,2021-04-04,698.0,6450.4,0.3781,6,1,0,0
CRHIST0001927,CUST0000630,2022-08-30,694.0,14307.13,0.328,3,1,0,0
CRHIST0001928,CUST0000630,2023-03-04,699.0,24870.61,0.5978,4,2,0,0
CRHIST0001929,CUST0000631,2025-10-25,717.0,3586.3,0.3561,2,4,0,0
CRHIST0001930,CUST0000631,2025-11-10,,2644.07,0.372,1,0,0,1
CRHIST0001931,CUST0000631,2025-12-02,723.0,4556.43,0.5364,5,3,0,1
CRHIST0001932,CUST0000632,2025-11-07,782.0,3788.64,0.1854,2,2,0,0
CRHIST0001933,CUST0000632,2025-11-26,771.0,28537.52,0.7124,0,4,0,0
CRHIST0001934,CUST0000632,2025-11-30,762.0,7747.34,0.2104,5,5,0,0
CRHIST0001935,CUST0000632,2026-01-17,870.0,5596.77,0.2933,4,2,0,0
CRHIST0001936,CUST0000632,2026-02-12,751.0,16020.62,0.492,1,2,0,0
CRHIST0001937,CUST0000633,2022-12-16,689.0,3764.2,0.1601,3,1,0,0
CRHIST0001938,CUST0000634,2023-12-25,745.0,2227.58,0.1267,5,0,0,0
CRHIST0001939,CUST0000634,2024-06-19,743.0,2991.14,0.3007,1,0,0,0
CRHIST0001940,CUST0000634,2024-06-21,749.0,3188.45,0.3667,5,2,0,0
CRHIST0001941,CUST0000635,2023-06-16,687.0,7034.89,0.1577,4,2,0,0
CRHIST0001942,CUST0000635,2024-03-16,680.0,27930.45,0.571,2,3,0,0
CRHIST0001943,CUST0000636,2023-10-19,707.0,5437.8,0.3133,5,0,0,0
CRHIST0001944,CUST0000637,2024-08-31,722.0,13669.3,0.3419,4,2,0,0
